X,Y,FID,F560,Location,Latitude,Longitude,Shelter,Bench
-8448796.28547639,5669968.91862541,5052,6185,CASTLEFRANK / MCCURDY,45.306911,-75.896829, , 
-8449000.55697751,5669789.58833296,5053,5895,MCCURDY / SEWELL,45.305778,-75.898664, , 
-8448994.10052616,5669702.69458385,5054,831,MCCURDY / SEWELL,45.305229,-75.898606, , 
-8449037.40390475,5669614.69366927,5055,6186,MCCURDY / THIESSEN,45.304673,-75.898995, , 
-8449313.58772141,5669511.34074351,5056,5606,MCCURDY / THIESEN,45.30402,-75.901476, , 
-8449588.43568839,5669389.47140551,5057,6187,MCCURDY / DOREY,45.30325,-75.903945, , 
-8449580.08674199,5669369.52941899,5058,6183,MCCURDY / DOREY,45.303124,-75.90387, , 
-8449507.17273648,5669049.98872329,5059,6188,MCCURDY / FESSENDEN,45.301105,-75.903215, , 
-8449463.31287014,5669032.57976282,5060,5605,MCCURDY / MCINTOSH,45.300995,-75.902821, , 
-8449384.38741483,5668956.45533347,5061,6190,MCCURDY / MAPLE GROVE,45.300514,-75.902112, , 
-8449336.29741442,5668933.34911889,5062,6182,MCCURDY / MAPLE GROVE,45.300368,-75.90168, , 
-8448785.59987063,5668731.25143304,5063,6189,MCCURDY / YOUNG,45.299091,-75.896733, , 
-8448819.66364388,5668734.41657136,5064,6181,MCCURDY / YOUNG,45.299111,-75.897039, , 
-8448474.35032336,5668983.83585877,5065,3604,MCCURDY / 1ST CASTLEFRANK,45.300687,-75.893937, , 
-8449860.38947023,5669083.85671504,5066,6379,TERRY FOX / KATIMAVIK,45.301319,-75.906388,Y, 
-8449525.31801755,5668701.18154895,5067,6380,TERRY FOX / MAPLE GROVE,45.298901,-75.903378,Y,Y
-8449224.08754772,5668361.40875551,5068,6381,TERRY FOX / EDGEWATER,45.296754,-75.900672,Y,Y
-8449214.51408089,5668318.68086328,5069,6382,TERRY FOX / EDGEWATER,45.296484,-75.900586,Y,Y
-8449539.78956086,5668674.27773557,5070,6383,TERRY FOX / MAPLE GROVE,45.298731,-75.903508,Y,Y
-8449902.91351766,5669084.17317414,5071,6385,TERRY FOX / PALLADIUM,45.301321,-75.90677,Y,Y
-8447896.15548708,5670165.82355213,5072,1722,PICKFORD / SHEARER,45.308155,-75.888743, , 
-8447866.32183955,5670169.93899352,5073,1723,PICKFORD / KAKULU,45.308181,-75.888475, , 
-8447886.13712773,5669802.56908581,5074,5397,PICKFORD / STURSBURG,45.30586,-75.888653, , 
-8447857.75064769,5669799.56185338,5075,5396,PICKFORD / STURSBURG,45.305841,-75.888398, , 
-8447474.14392848,5669476.20703756,5076,5394,PICKFORD / LOMBARDO,45.303798,-75.884952, , 
-8447433.0670339,5669468.76830573,5077,5393,PICKFORD / VICKERS,45.303751,-75.884583, , 
-8446809.89968502,5670037.61585501,5078,8408,SHATNER / EAGLESON,45.307345,-75.878985, , 
-8447103.67262506,5669464.81174682,5079,1718,IRWIN GATE / PICKFORD,45.303726,-75.881624, , 
-8447086.97475969,5669423.3446424,5080,1719,IRWIN / PICKFORD,45.303464,-75.881474, , 
-8446937.25018033,5669326.79986881,5081,5404,IRWIN / HAZELDEAN,45.302854,-75.880129,Y, 
-8447350.24192286,5671797.24926896,5082,3055,EAGLESON A,45.318461,-75.883839, , 
-8447348.23798384,5672055.30195295,5083,3055,EAGLESON B,45.320091,-75.883821, , 
-8447421.70912659,5671696.40486622,5084,3055,EAGLESON C,45.317824,-75.884481, , 
-8447401.78292662,5671704.79534442,5085,3055,EAGLESON D,45.317877,-75.884302, , 
-8446544.62617127,5669444.71148299,5086,808,EAGLESON / HAZELDEAN,45.303599,-75.876602, , 
-8446384.10396533,5669088.92425039,5087,4842,EAGLESON / HAZELDEAN MALL,45.301351,-75.87516, , 
-8446338.6858909,5668897.74185869,5088,6243,EAGLESON / ABBEYHILL,45.300143,-75.874752, ,Y
-8446124.95290524,5668352.86404487,5089,1314,EAGLESON / PALOMINO,45.2967,-75.872832, , 
-8446104.35879247,5668370.42999816,5090,803,EAGLESON / PALOMINO,45.296811,-75.872647,Y, 
-8448212.19366948,5667316.533057,5091,2224,TERRY FOX / WINCHESTER,45.290151,-75.891582, , 
-8448224.43881995,5667296.91213564,5092,2247,TERRY FOX / HALKIRK,45.290027,-75.891692, , 
-8448548.93493483,5667762.92053683,5093,7920,TERRY FOX / HAZELDEAN,45.292972,-75.894607, , 
-8448613.72288158,5667763.39522525,5094,7921,TERRY FOX / HAZELDEAN,45.292975,-75.895189, , 
-8448583.10996635,5667906.60481918,5095,2308,HAZELDEAN / TERRY FOX,45.29388,-75.894914,Y, 
-8448345.8880168,5668122.76873652,5096,5410,HAZELDEAN / YOUNG,45.295246,-75.892783,Y, 
-8447991.55793763,5668440.37769209,5097,5409,HAZELDEAN / CASTLEFRANK,45.297253,-75.8896,Y,Y
-8445987.91895811,5667826.85034009,5098,1937,ROTHESAY / EAGLESON,45.293376,-75.871601, , 
-8446140.20421738,5667415.11291639,5099,5406,ROTHESAY / SHOULDICE,45.290774,-75.872969, ,Y
-8446123.28366045,5667390.74473322,5100,5407,ROTHESAY / SHOULDICE,45.29062,-75.872817, ,Y
-8446223.91651878,5667223.49225481,5101,1066,ROTHESAY / OLD COLONY,45.289563,-75.873721, , 
-8446339.80013605,5667104.81926153,5102,5632,ROTHESAY / BALLANTRAE,45.288813,-75.874762, , 
-8446597.61614756,5666797.85896381,5103,816,GLAMORGAN / ROTHESAY,45.286873,-75.877078, , 
-8446573.57113927,5666790.58065106,5104,6585,GLAMORGAN / ROTHESAY,45.286827,-75.876862, , 
-8446922.11253352,5666492.80778185,5105,5424,GLAMORGAN / UXBRIDGE,45.284945,-75.879993, , 
-8446945.26700039,5666437.58956314,5106,1966,GLAMORGAN / UXBRIDGE,45.284596,-75.880201, , 
-8447171.24553597,5666568.75316404,5107,5425,GLAMORGAN / CASTLEFRANK,45.285425,-75.882231,Y, 
-8447177.92469316,5666621.59887207,5108,5421,CASTLEFRANK / GLAMORGAN,45.285759,-75.882291, , 
-8447159.00036393,5666689.79244621,5109,1967,SHELDRAKE / CASTLEFRANK,45.28619,-75.882121, , 
-8447178.3699414,5666749.75891741,5110,815,SHELDRAKE / CASTLEFRANK,45.286569,-75.882295, ,Y
-8447298.26100758,5666855.92745169,5111,5418,SHELDRAKE / LAURIE,45.28724,-75.883372, , 
-8447292.02705696,5667113.68013312,5112,5414,SHELDRAKE / MORTON,45.288869,-75.883316, , 
-8447116.25350396,5667446.91832865,5113,1916,SHELDRAKE / BINSCARTH,45.290975,-75.881737, , 
-8447308.50232659,5667163.99735803,5114,814,SHELDRAKE / MORTON,45.289187,-75.883464, , 
-8447745.76473176,5668095.39210002,5115,1997,CASTLEFRANK / WINCHESTER,45.295073,-75.887392, , 
-8447800.42253522,5668192.55643465,5116,5427,CASTLEFRANK / AD. 50,45.295687,-75.887883, ,Y
-8447424.38549207,5667996.01341883,5117,7411,CASTLEFRANK / MCKITRICK,45.294445,-75.884505, , 
-8447185.71664908,5667830.49013258,5118,5428,CASTLEFRANK / ABBEYHILL,45.293399,-75.882361, , 
-8447150.20572779,5667835.87038338,5119,1803,CASTLEFRANK / ABBEYHILL,45.293433,-75.882042,Y, 
-8447005.0452026,5667706.58701666,5120,5429,CASTLEFRANK / AD. 114,45.292616,-75.880738, , 
-8446907.64077689,5667453.88070265,5121,5430,CASTLEFRANK / SHELDRAKE,45.291019,-75.879863, , 
-8447112.24600659,5667428.40477098,5122,405,SHELDRAKE / BINSCARTH,45.290858,-75.881701, , 
-8446949.83075243,5667682.0597828,5123,1935,CASTLEFRANK / STOKES,45.292461,-75.880242,Y,Y
-8447059.92541171,5668134.32110727,5124,6941,ABBEYHILL / A.Y. JACKSON H.S.,45.295319,-75.881231, , 
-8446897.39875375,5668422.02054348,5125,1932,ABBEYHILL / BANNING,45.297137,-75.879771, , 
-8446991.90914227,5668220.88316891,5126,572,ABBEYHILL / A.Y. JACKSON H.S.,45.295866,-75.88062, , 
-8446907.64017672,5668379.45057356,5127,5432,ABBEYHILL / OLD COLONY,45.296868,-75.879863, , 
-8446610.30549149,5668844.2496191,5128,884,ABBEYHILL / HAZELDEAN MALL,45.299805,-75.877192,Y, 
-8446668.3029348,5668860.39220428,5129,6958,CARBROOKE / ABBEYHILL,45.299907,-75.877713, , 
-8446826.82155294,5669107.91602358,5130,5445,CARBROOKE / DESMOND,45.301471,-75.879137, , 
-8446763.36952995,5669046.19269172,5131,6938,CARBROOKE / DESMOND,45.301081,-75.878567, , 
-8446892.61120903,5669223.92538169,5132,5447,CARBROOKE / HAZELDEAN,45.302204,-75.879728, , 
-8446612.42018486,5669128.64886989,5133,2460,HAZELDEAN MALL / WEST STOP,45.301602,-75.877211, ,Y
-8446563.10584117,5668992.8577524,5134,6242,HAZELDEAN MALL / EAST STOP,45.300744,-75.876768,Y, 
-8442343.20906715,5665846.03398506,5135,6237,STONEHAVEN / OLD RICHMOND,45.280857,-75.83886, ,Y
-8445153.91382593,5666140.14529259,5136,952,CADENCE / EQUESTRIAN,45.282716,-75.864109,Y,Y
-8445358.85294344,5666419.39452163,5137,630,EAGLESON / CADENCE,45.284481,-75.86595, , 
-8445192.20772998,5666143.3095053,5138,1926,CADENCE / EQUESTRIAN,45.282736,-75.864453, , 
-8445377.44330198,5666403.88920548,5139,2064,760 EAGLESON (SUPERSTORE),45.284383,-75.866117,Y,Y
-8445245.5297081,5666392.97231838,5140,800,EQUESTRIAN / FOXLEIGH,45.284314,-75.864932, , 
-8445253.99004637,5666147.26475988,5141,1315,EAGLESON / CADENCE,45.282761,-75.865008, , 
-8445228.49778182,5666583.62586205,5142,6233,EQUESTRIAN / STABLEWAY,45.285519,-75.864779, , 
-8445274.58407333,5666487.1119227,5143,6230,EQUESTRIAN / FOXLEIGH,45.284909,-75.865193, , 
-8445175.9548988,5666943.4262113,5144,801,EQUESTRIAN / HARNESS,45.287793,-75.864307, , 
-8445168.4964824,5666988.83739086,5145,1776,HARNESS / EQUESTRIAN,45.28808,-75.86424, , 
-8445487.98342491,5666970.00837713,5146,998,STONEHAVEN / EAGLESON,45.287961,-75.86711, , 
-8445272.13488805,5667161.93999337,5147,1796,STONEHAVEN / WIILOWGLEN,45.289174,-75.865171, , 
-8445260.89162279,5667147.69924813,5148,1964,STONEHAVEN / HARNESS,45.289084,-75.86507,Y, 
-8445065.52584575,5667453.72176839,5149,6236,BRIDLEWOOD / ROSETHORN,45.291018,-75.863315, , 
-8445278.25732448,5667660.38030079,5150,6199,BRIDLEWOOD / WILLOWGLEN,45.292324,-75.865226, , 
-8445293.84205331,5667659.11439971,5151,1775,BRIDLEWOOD / WILLOWGLEN,45.292316,-75.865366, , 
-8445913.78015929,5667866.25277455,5152,6219,EAGLESON / ROTHESAY,45.293625,-75.870935,Y,Y
-8445924.13289525,5667825.26787868,5153,5777,EAGLESON / ROTHESAY,45.293366,-75.871028, , 
-8445803.46274519,5667471.12817729,5154,6197,EAGLESON / AD. 500,45.291128,-75.869944, , 
-8445723.31276179,5667256.08787313,5155,407,EAGLESON AD. 630,45.289769,-75.869224, , 
-8445856.67334352,5667729.05691657,5156,423,EAGLESON / AD. 485,45.292758,-75.870422, , 
-8445744.12946905,5667417.80274715,5157,6218,EAGLESON / AD. 465,45.290791,-75.869411,Y,Y
-8445584.72005564,5666998.64757955,5158,5778,EAGLESON / STONEHAVEN,45.288142,-75.867979,Y, 
-8445558.44868571,5666869.8511084,5159,1800,EAGLESON / MICHAEL COWPLAND,45.287328,-75.867743, , 
-8445289.27785849,5667882.70964684,5160,5701,BRIDLEWOOD / LONGDEN,45.293729,-75.865325, , 
-8445294.62118014,5667914.0419163,5161,6235,BRIDLEWOOD / LONGDEN,45.293927,-75.865373, , 
-8445138.88517332,5668050.92387371,5162,6200,BRIDLEWOOD / AINTREE,45.294792,-75.863974, , 
-8445140.10967754,5668076.55983459,5163,3202,BRIDLEWOOD / SPEERS,45.294954,-75.863985, , 
-8444505.4774237,5667739.6578986,5164,6209,STEEPLE CHASE / SPRUCEMEADOW,45.292825,-75.858284, , 
-8444836.0961794,5668105.51871494,5165,5764,STEEPLE CHASE / CLYDESDALE,45.295137,-75.861254, , 
-8444937.28559855,5668057.88649288,5166,5729,BRIDLEWOOD / STEEPLE CHASE,45.294836,-75.862163, , 
-8444688.93174838,5668411.8906941,5167,6201,STEEPLE CHASE / KOKANEE GATE,45.297073,-75.859932, , 
-8444734.90670729,5668345.26657857,5168,6208,STEEPLE CHASE / SPRINGWATER,45.296652,-75.860345, , 
-8444562.69541223,5668661.14211087,5169,6203,STEEPLE CHASE / BONNECHERE,45.298648,-75.858798, , 
-8444657.98489883,5668552.57847582,5170,6207,STEEPLE CHASE / INWOOD,45.297962,-75.859654, , 
-8444422.09887157,5668830.79520521,5171,5776,STEEPLE CHASE / SPRINGWATER,45.29972,-75.857535, , 
-8444522.95434145,5668762.11069609,5172,6206,STEEPLE CHASE / SPRINGWATER,45.299286,-75.858441, , 
-8444110.73811693,5669008.20635116,5173,6204,STEEPLE CHASE / MATTAWA,45.300841,-75.854738, , 
-8444143.24337628,5669038.4347886,5174,6205,STEEPLE CHASE / MATTAWA,45.301032,-75.85503, , 
-8443909.69535362,5668592.14163729,5175,5759,STEEPLE CHASE / BON ECHO,45.298212,-75.852932, , 
-8444115.19122346,5668276.26873968,5176,3709,STEEPLE CHASE / PINE HILL,45.296216,-75.854778, , 
-8443937.41387301,5668676.4923913,5177,1197,STEEPLE CHASE / BON ECHO,45.298745,-75.853181, , 
-8444235.30499733,5668071.81172583,5178,6636,STEEPLE CHASE / BLACK TERN,45.294924,-75.855857,Y, 
-8444325.91906185,5668008.82975092,5179,3576,STEEPLE CHASE / SAUBLE,45.294526,-75.856671, , 
-8445019.88488901,5667305.29790021,5180,6198,STONEHAVEN / BRIDLEWOOD,45.29008,-75.862905, , 
-8444497.90776471,5667465.43077863,5181,1879,STONEHAVEN / STEEPLE CHASE,45.291092,-75.858216,Y, 
-8444979.8098632,5667344.85622522,5182,6217,STONEHAVEN / BRIDLEWOOD,45.29033,-75.862545, , 
-8444195.4528085,5667469.5451968,5183,1041,STONEHAVEN / KINGHAVEN,45.291118,-75.855499, ,Y
-8444595.86891726,5667442.80314652,5184,1771,STONEHAVEN / BRIDGESTONE,45.290949,-75.859096, ,Y
-8444195.56413258,5667449.60750375,5185,585,STONEHAVEN / KINGHAVEN,45.290992,-75.8555, ,Y
-8443752.29009354,5667342.00844185,5186,1781,STONEHAVEN / FURLONG,45.290312,-75.851518, , 
-8443737.9298804,5667357.67359413,5187,6215,STONEHAVEN / PINE HILL,45.290411,-75.851389, , 
-8443379.14737015,5666976.02183612,5188,6701,STONEHAVEN / STONEMEADOW,45.287999,-75.848166, , 
-8443380.81716856,5666947.54099485,5189,6210,STONEHAVEN / STONEMEADOW,45.287819,-75.848181,Y, 
-8444534.64320797,5667397.23142848,5190,1880,BRIDGESTONE / STONEHAVEN,45.290661,-75.858546,Y, 
-8444477.31381522,5666821.11790579,5191,636,BRIDGESTONE / FOXHALL,45.28702,-75.858031, , 
-8444463.06488293,5667003.23605387,5192,635,BRIDGESTONE / FOXHALL,45.288171,-75.857903, , 
-8444538.42812393,5667167.4777833,5193,638,BRIDGESTONE / EQUESTRIAN,45.289209,-75.85858, , 
-8444511.48880822,5667163.0473198,5194,637,BRIDGESTONE / EQUESTRIAN,45.289181,-75.858338, , 
-8444253.89577606,5666372.24671386,5195,6727,BRIDGESTONE / BRIDLE PARK,45.284183,-75.856024,Y, 
-8444117.75212855,5666181.7562034,5196,3377,BRIDGESTONE / CEDAR VALLEY,45.282979,-75.854801,Y, 
-8444240.87139507,5666393.44776084,5197,416,BRIDGESTONE / BRIDLE PARK,45.284317,-75.855907, , 
-8444096.37879021,5666195.83720512,5198,3376,BRIDGESTONE / CEDAR VALLEY,45.283068,-75.854609, , 
-8444155.26688438,5665750.63568352,5199,3590,BRIDGESTONE / SPUR,45.280254,-75.855138,Y, 
-8444200.46261807,5665597.33577922,5200,4925,BRIDGESTONE / GRASSY PLAINS,45.279285,-75.855544,Y, 
-8444582.73370374,5665345.48013705,5201,633,BRIDGESTONE / WINDWAYS,45.277693,-75.858978, , 
-8444235.86220455,5665596.22833388,5202,6221,BRIDGESTONE / GRASSY PLAINS,45.279278,-75.855862,Y, 
-8444110.85041061,5665801.57805136,5203,3569,BRIDGESTONE / MILNER DOWNS,45.280576,-75.854739,Y, 
-8444639.50664452,5665343.10712587,5204,634,BRIDGESTONE / WINDWAYS,45.277678,-75.859488, , 
-8443937.41481655,5665307.6711991,5205,6225,GRASSY PLAINS / DEERCHASE,45.277454,-75.853181,Y, 
-8443724.01544764,5665206.2671322,5206,6224,GRASSY PLAINS / BIRCHFIELD,45.276813,-75.851264,Y,Y
-8444071.66606309,5665369.84304787,5207,2955,GRASSY PLAINS / EMERALD MEADOWS,45.277847,-75.854387,Y, 
-8443386.60618704,5665377.91144495,5208,6739,GRASSY PLAINS / FARMFIELD,45.277898,-75.848233, , 
-8443790.80712394,5665188.23276994,5209,6226,GRASSY PLAINS / APPLE CREEK,45.276699,-75.851864, , 
-8443474.88251258,5665308.14597412,5210,6227,GRASSY PLAINS / APPLE CREEK,45.277457,-75.849026,Y, 
-8443187.67824994,5665730.06935248,5211,6228,GRASSY PLAINS / MEADOWBREEZE,45.280124,-75.846446, , 
-8442977.28442272,5665956.14747452,5212,6229,STONEHAVEN / GRASSY PLAINS,45.281553,-75.844556, , 
-8443056.65518199,5665971.01916302,5213,3379,GRASSY PLAINS/STONEHAVEN,45.281647,-75.845269, , 
-8443205.71198086,5665785.75777453,5214,6222,GRASSY PLAINS / FARMFIELD,45.280476,-75.846608, , 
-8443131.79563917,5666567.33045665,5215,6602,STONEHAVEN / STONEMEADOW,45.285416,-75.845944, , 
-8443051.75710133,5666039.3659268,5216,353,STONEHAVEN / GRASSY PLAINS,45.282079,-75.845225, , 
-8443030.94035945,5666053.13026732,5217,6601,STONEHAVEN / GRASSY PLAINS,45.282166,-75.845038,Y, 
-8443140.70122264,5666450.09023583,5218,2027,STONEHAVEN / BRIDLE PARK,45.284675,-75.846024, , 
-8442745.62871291,5665828.94811159,5219,6501,STONEHAVEN / GLENHILL PATHWAY,45.280749,-75.842475, ,Y
-8442461.09631087,5665823.72696302,5220,1198,STONEHAVEN / SUMMITVIEW,45.280716,-75.839919, , 
-8442715.68377609,5665844.29420084,5221,1199,STONEHAVEN / SAWYER,45.280846,-75.842206, ,Y
-8442167.10134807,5666883.45913621,5222,335,OLD RICHMOND / AD. 5092,45.287414,-75.837278, , 
-8442111.55296513,5666872.69974771,5223,336,OLD RICHMOND / AD. 5092,45.287346,-75.836779, , 
-8441674.9566984,5669014.0618936,5224,337,OLD RICHMOND / WEST HUNT CLUB,45.300878,-75.832857, , 
-8441641.0042703,5669005.19916145,5225,338,OLD RICHMOND / WEST HUNT CLUB,45.300822,-75.832552, , 
-8443229.53461848,5664587.2674733,5226,424,HOPE SIDE / CROWNRIDGE,45.2729,-75.846822, , 
-8444187.77247227,5664155.1162708,5227,2098,HOPE SIDE / FREEPORT,45.270168,-75.85543, , 
-8443248.23628035,5664553.25775351,5228,425,HOPE SIDE / CROWNRIDGE,45.272685,-75.84699, , 
-8444173.74622113,5664136.60953269,5229,2099,HOPE SIDE / FREEPORT,45.270051,-75.855304, , 
-8443176.65789635,5664844.95464831,5230,6502,MEADOWBREEZE / CROWNRIDGE,45.274529,-75.846347, , 
-8443117.21332816,5664912.02727167,5231,6503,MEADOWBREEZE / CROWNRIDGE,45.274953,-75.845813, , 
-8442644.66229513,5665158.33357787,5232,6504,MEADOWBREEZE / ACCEPTANCE,45.27651,-75.841568, , 
-8442377.05036109,5665342.79061075,5233,6505,SUMMITVIEW / SUMMERGAZE,45.277676,-75.839164, , 
-8442556.49736116,5665071.01009001,5234,7637,ACCEPTANCE / HOPE SIDE,45.275958,-75.840776, , 
-8452145.33391894,5668674.90678739,5235,94,CANADIAN TIRE CENTRE,45.298735,-75.926914,Y, 
-8451569.36676168,5668486.90008841,5236,1109,770 CYCLONE TAYLOR,45.297547,-75.92174, , 
-8451590.74011112,5668479.93687967,5237,1110,770 CYCLONE TAYLOR,45.297503,-75.921932, , 
-8452100.91741401,5668732.5126737,5238,3059,CANADIAN TIRE CENTRE,45.299099,-75.926515,Y, 
-8452151.12255592,5668582.01025564,5239,1871,CTC CYCLONE TAYLOR / FRANK FINNIGAN,45.298148,-75.926966, , 
-8452194.09189469,5668577.42078295,5240,1839,CTC CYCLONE TAYLOR / FRANK FINNIGAN,45.298119,-75.927352, , 
-8453088.20949759,5670884.28885206,5241,7573,TERRY FOX / TILLSONBURG,45.312694,-75.935384, , 
-8453452.78089872,5671109.70452401,5242,7569,TERRY FOX / RICHARDSON SIDE,45.314118,-75.938659, , 
-8450027.14600698,5669180.55661617,5243,448,PALLADIUM / TERRY FOX,45.30193,-75.907886, , 
-8450241.43627965,5668798.9844318,5244,449,PALLADIUM / SILVER SEVEN,45.299519,-75.909811,Y, 
-8450363.77642067,5668754.35518584,5245,514,PALLADIUM / SILVER SEVEN,45.299237,-75.91091, , 
-8450661.77878177,5668572.83385734,5246,506,500 PALLADIUM,45.29809,-75.913587,Y, 
-8450803.93378343,5668546.87980399,5247,515,PALLADIUM / SILVER SEVEN,45.297926,-75.914864, , 
-8451482.42626998,5668339.56701629,5248,522,PALLADIUM / CYCLONE TAYLOR,45.296616,-75.920959, , 
-8451487.88091434,5668373.74936563,5249,570,PALLADIUM / CYCLONE TAYLOR,45.296832,-75.921008, , 
-8452827.94564367,5667296.9075093,5250,445,PALLADIUM / DERREEN,45.290027,-75.933046, , 
-8452704.26968539,5667217.47509678,5251,446,PALLADIUM / DERREEN,45.289525,-75.931935, , 
-8453768.8177887,5668385.13986296,5252,905,PALLADIUM / CAMPEAU,45.296904,-75.941498, , 
-8453720.72782123,5668255.05767189,5253,906,PALLADIUM / CAMPEAU,45.296082,-75.941066, , 
-8452170.49229269,5667982.71624762,5254,1071,HUNTMAR / PALLADIUM,45.294361,-75.92714, , 
-8452187.63550356,5667967.20822259,5255,1082,HUNTMAR / PALLADIUM,45.294263,-75.927294, , 
-8451406.17284311,5667095.79762241,5256,380,HUNTMAR / MAPLE GROVE,45.288756,-75.920274, , 
-8451439.12339164,5667167.63403007,5257,415,HUNTMAR / MAPLE GROVE,45.28921,-75.92057,Y, 
-8451179.52640333,5666843.58371507,5258,3370,HUNTMAR / BURNABY,45.287162,-75.918238, , 
-8451166.72465649,5666854.97593725,5259,3371,HUNTMAR / TRAMONTANA,45.287234,-75.918123,Y, 
-8453210.43896929,5668949.64384304,5260,1384,CAMPEAU / HUNTMAR,45.300471,-75.936482, , 
-8453004.94319662,5668924.32235083,5261,1386,HUNTMAR / CAMPEAU,45.300311,-75.934636, , 
-8453448.21747558,5668753.87539294,5262,1382,CAMPEAU / TANGER OUTLETS,45.299234,-75.938618,Y, 
-8453528.81280567,5668713.04461699,5263,1381,CAMPEAU / TANGER OUTLETS,45.298976,-75.939342,Y, 
-8450777.21780265,5666541.69589501,5264,1833,HUNTMAR / CORIOLIS,45.285254,-75.914624, , 
-8450815.17773601,5666597.54758232,5265,1828,HUNTMAR / GALLANTRY,45.285607,-75.914965, , 
-8450503.92851565,5666272.09385667,5266,1104,HUNTMAR / HAZELDEAN,45.28355,-75.912169, , 
-8453215.67021681,5671488.52512803,5267,1540,HUNTSVILLE / DRUMHELLER,45.316511,-75.936529, , 
-8453205.20615651,5671595.06620772,5268,1541,HUNTSVILLE / DRUMHELLER,45.317184,-75.936435, , 
-8453671.85756155,5671833.63926005,5269,1547,HUNTSVILLE / ARKOSE,45.318691,-75.940627, , 
-8454004.14635774,5671808.30845172,5270,1559,HUNTSVILLE / ESCARPMENT,45.318531,-75.943612, , 
-8453657.83129239,5671871.00118686,5271,1553,HUNTSVILLE / ESCARPMENT,45.318927,-75.940501, , 
-8453980.99189759,5671801.3427674,5272,7574,HUNTSVILLE / TERRANE,45.318487,-75.943404, , 
-8452961.19384319,5671200.25372668,5273,1554,HUNTSVILLE / INGERSOLL,45.31469,-75.934243, , 
-8452945.16383527,5671182.68229281,5274,1557,HUNTSVILLE / INGERSOLL,45.314579,-75.934099, , 
-8452696.25335966,5671232.54800843,5275,7572,KANATA / HUNTSVILLE,45.314894,-75.931863, , 
-8452736.55096301,5671515.75512708,5276,6050,KANATA / KIRKLAND,45.316683,-75.932225, , 
-8452697.58911736,5671555.8070508,5277,6051,KANATA / KIRKLAND,45.316936,-75.931875, , 
-8451060.30030718,5675709.02898128,5278,1898,MARCH ROAD / SOLANDT,45.343165,-75.917167, ,Y
-8451517.2671221,5676159.79050934,5279,7994,MARCH ROAD / AD. 501,45.346011,-75.921272,Y,Y
-8451459.04698965,5676146.48606608,5280,1820,MARCH ROAD / AD. 570,45.345927,-75.920749, ,Y
-8452851.09815083,5676988.99030863,5281,1262,FLAMBOROUGH / LAXFORD,45.351246,-75.933254, , 
-8452833.06438244,5677012.11729696,5282,7554,FLAMBOROUGH / SPALDING,45.351392,-75.933092, , 
-8453015.07181876,5677349.84031366,5283,7555,FLAMBOROUGH / KLONDIKE,45.353524,-75.934727, , 
-8452947.61218458,5677210.59928848,5284,1260,FLAMBOROUGH / KEIGHLEY,45.352645,-75.934121, , 
-8453101.67835872,5676501.753737,5285,1252,HALTON / BRADY,45.34817,-75.935505,Y, 
-8452805.01179959,5676566.37983566,5286,4874,HALTON / FLAMBOROUGH,45.348578,-75.93284, , 
-8452755.02930403,5676500.80425142,5287,6154,FLAMBOROUGH / HALTON,45.348164,-75.932391,Y, 
-8452747.12562475,5676545.15495786,5288,7553,FLAMBOROUGH / HALTON,45.348444,-75.93232, , 
-8453108.91412511,5676481.95437566,5289,1253,HALTON / BRADY,45.348045,-75.93557, , 
-8453467.58568126,5676596.94872553,5290,1254,HALTON / WIMBLEDON,45.348771,-75.938792, , 
-8453494.525008,5676592.9887472,5291,1255,HALTON / PEIKOFF,45.348746,-75.939034, , 
-8452679.10929975,5676152.18407604,5292,7999,FLAMBOROUGH / TERRY FOX,45.345963,-75.931709, , 
-8453707.47928,5676831.06138937,5293,463,HALTON / KLONDIKE,45.350249,-75.940947,Y, 
-8452696.47514804,5676146.95719557,5294,1819,FLAMBOROUGH / TERRY FOX,45.34593,-75.931865,Y, 
-8453972.7537153,5677086.56473834,5295,464,HALTON / WHERNSIDE,45.351862,-75.94333, , 
-8452010.07883262,5676578.10347786,5296,4875,TERRY FOX / MARCH,45.348652,-75.925699, ,Y
-8453659.38924606,5677610.42679036,5297,465,HALTON / DUNOLLIE,45.355169,-75.940515, , 
-8451973.12073918,5676585.07302266,5298,6155,TERRY FOX / MARCH,45.348696,-75.925367, ,Y
-8451636.1565692,5677426.5146626,5299,6959,SHIRLEY'S BROOK / KINROSS,45.354008,-75.92234, , 
-8451665.32231481,5677509.36398348,5300,1501,SHIRLEY'S BROOK / KINROSS,45.354531,-75.922602, , 
-8451503.24098591,5677330.04319505,5301,4867,HELMSDALE / TOBERMORY,45.353399,-75.921146, , 
-8451249.54367824,5677248.30507298,5302,1502,HELMSDALE / KIMBOLTON,45.352883,-75.918867, , 
-8451530.29163717,5677317.37037166,5303,6202,HELMSDALE / TOBERMORY,45.353319,-75.921389, , 
-8451254.99834199,5677269.69015347,5304,4837,HELMSDALE / SHIRLEY'S BROOK,45.353018,-75.918916, , 
-8453216.00337157,5675478.10548124,5305,1514,TERRY FOX / STATEWOOD,45.341707,-75.936532, , 
-8451385.46475877,5676713.37693413,5306,6159,TERRY FOX / LEGGET,45.349506,-75.920088, , 
-8451422.31153478,5676729.37508202,5307,1515,TERRY FOX / LEGGET,45.349607,-75.920419,Y, 
