X,Y,FID,F560,Location,Latitude,Longitude,Shelter,Bench
-8409021.26327868,5691923.13562631,1369,7732,MEADOWGLEN / DU CLAIRVAUX,45.445447,-75.539524, , 
-8408693.64983799,5692073.39506833,1370,7715,MEADOWGLEN / WINDFLOWER,45.446394,-75.536581,Y, 
-8409133.6960186,5691925.9917553,1371,7861,MEADOWGLEN / MONTEREAU,45.445465,-75.540534, , 
-8409386.94797593,5692284.58872301,1372,7731,MEADOWGLEN / WILLOWBARK,45.447725,-75.542809, , 
-8409347.65217989,5692241.2707075,1373,7717,MEADOWGLEN / WILLOWBARK,45.447452,-75.542456,Y,Y
-8409431.69841773,5692590.67671826,1374,7718,MEADOWGLEN / MEADOWFIELD,45.449654,-75.543211,Y,Y
-8409457.19057256,5692727.93575585,1375,7730,MEADOWGLEN / MEADOWHILL,45.450519,-75.54344, , 
-8409155.9598299,5693039.91002874,1376,7719,MEADOWGLEN / FOREST VALLEY,45.452485,-75.540734,Y,Y
-8409172.21246917,5693114.49356859,1377,7864,FOREST VALLEY / MEADOWGLEN,45.452955,-75.54088, , 
-8409282.97536203,5693375.6995977,1378,7729,FOREST VALLEY / RIDGELEA,45.454601,-75.541875, , 
-8409260.26617493,5693372.52570388,1379,823,FOREST VALLEY / RIDGELEA,45.454581,-75.541671, ,Y
-8409293.7732666,5693787.04298352,1380,7728,FOREST VALLEY / FORESTGLEN,45.457193,-75.541972, , 
-8409275.85080291,5693851.15837487,1381,7720,FOREST VALLEY / RIVERMILL,45.457597,-75.541811,Y, 
-8409714.22722206,5693973.36022195,1382,866,FORESTVALLEY / AD. 1402,45.458367,-75.545749, , 
-8409731.1477937,5693992.24606266,1383,7721,FOREST VALLEY / AD. 1401,45.458486,-75.545901, , 
-8410131.67546475,5694549.63427374,1384,1736,YOUVILLE / ST JOSEPH,45.461998,-75.549499, , 
-8410099.28148335,5694515.03455715,1385,1737,YOUVILLE / ST JOSEPH,45.46178,-75.549208, , 
-8410236.53840638,5694826.59539599,1386,7726,YOUVILLE / AD. 1420,45.463743,-75.550441, , 
-8410219.28387502,5694846.27660377,1387,7722,YOUVILLE / AD. 1420,45.463867,-75.550286, , 
-8410070.56093282,5695044.51959414,1388,7725,YOUVILLE / AD. 1490,45.465116,-75.54895, , 
-8410061.87801333,5695023.40941982,1389,7723,YOUVILLE / AD. 1449,45.464983,-75.548872, , 
-8409428.46985252,5695151.18163889,1390,7863,YOUVILLE / JEANNE D'ARC,45.465788,-75.543182,Y, 
-8409417.22658051,5695132.45208218,1391,7724,YOUVILLE / JEANNE D'ARC,45.46567,-75.543081, ,Y
-8408084.28683991,5690080.23825614,1392,3617,ORLÉANS / NAVAN,45.433831,-75.531107, , 
-8408054.3418779,5690205.56093452,1393,3307,ORLÉANS / DES GRAND-CHAMPS,45.434621,-75.530838, , 
-8407864.20809311,5690393.0721817,1394,3306,ORLÉANS / DES GRAND-CHAMPS,45.435803,-75.52913, , 
-8407907.84536044,5690315.02130405,1395,3618,ORLÉANS / BLUE WILLOW,45.435311,-75.529522,Y, 
-8407715.03989576,5690494.12678174,1396,3619,ORLÉANS / BLUE WILLOW,45.43644,-75.52779, , 
-8407621.8654082,5690671.33218865,1397,3305,ORLÉANS / LONGLEAF,45.437557,-75.526953, , 
-8407599.93545788,5690669.42841965,1398,6325,ORLÉANS / CREEK CROSSING,45.437545,-75.526756, , 
-8407982.65204371,5690844.2580158,1399,6326,LONGLEAF / VALLEYWOOD,45.438647,-75.530194,Y, 
-8407987.10482757,5690822.84046215,1400,6332,LONGLEAF / APPLE LEAF,45.438512,-75.530234, , 
-8408062.5794679,5691053.67691301,1401,6327,LONGLEAF / SHAKEWOOD,45.439967,-75.530912, , 
-8408108.88840063,5691111.26799171,1402,6331,LONGLEAF / MONTCLAIR,45.44033,-75.531328, , 
-8408068.47938984,5691282.13940251,1403,6328,LONGLEAF / GLADEWOODS,45.441407,-75.530965, , 
-8408095.64136409,5691269.60557136,1404,6330,LONGLEAF / GLADEWOODS,45.441328,-75.531209, , 
-8407956.26925886,5691374.9538459,1405,6329,LONGLEAF / PINEGLADE,45.441992,-75.529957, , 
-8407257.29402576,5689944.28811514,1406,3074,CHAPEL HILL B,45.432974,-75.523678, , 
-8407156.43848948,5690052.7935294,1407,3074,CHAPEL HILL A,45.433658,-75.522772, , 
-8406815.24356835,5696869.38541109,1408,1765,PLACE D'ORLÉANS / ROCQUE,45.476612,-75.519707,Y,Y
-8406807.67383192,5696906.37553945,1409,7800,PLACE D'ORLÉANS / ROCQUE,45.476845,-75.519639, , 
-8406621.32500109,5696652.6864328,1410,7799,PLACE D'ORLÉANS / ST JOSEPH,45.475247,-75.517965, ,Y
-8406659.50760777,5696556.00716174,1411,8114,ST JOSEPH / GABRIEL,45.474638,-75.518308, , 
-8406796.43062656,5696424.88070522,1412,1768,ST JOSEPH / EDGAR BRAULT,45.473812,-75.519538, , 
-8406942.70448581,5696340.9036886,1413,1766,ST JOSEPH / ST PIERRE,45.473283,-75.520852, , 
-8407111.35356987,5696161.52239522,1414,8540,ST JOSEPH / BELCOURT,45.472153,-75.522367, ,Y
-8407247.38603262,5696098.97797815,1415,8543,ST JOSEPH / BELCOURT,45.471759,-75.523589,Y,Y
-8407489.95128317,5695940.5551064,1416,7801,ST JOSEPH / ST JEAN,45.470761,-75.525768,Y,Y
-8407539.15451426,5695871.18639578,1417,7798,ST JOSEPH / ST JEAN,45.470324,-75.52621,Y,Y
-8407661.16071647,5695795.46879262,1418,1767,ST JOSEPH / DUSSERE,45.469847,-75.527306, , 
-8407696.56032632,5695807.37405947,1419,7802,ST JOSEPH / DUSSERE,45.469922,-75.527624, ,Y
-8407853.07558206,5695700.70365724,1420,7803,ST JOSEPH / COUSINEAU,45.46925,-75.52903, ,Y
-8407935.22939331,5695611.65387074,1421,5740,ST JOSEPH / ORLÉANS,45.468689,-75.529768,Y,Y
-8408048.10739437,5695581.65338039,1422,1770,ST JOSEPH / ORLÉANS,45.4685,-75.530782,Y, 
-8408270.85776892,5695404.3507391,1423,7795,ST JOSEPH / BOYER,45.467383,-75.532783,Y, 
-8408386.63009475,5695364.35104376,1424,8909,ST JOSEPH / BOYER,45.467131,-75.533823, , 
-8408602.25610907,5695191.17967854,1425,5833,ST JOSEPH / GREY NUNS,45.46604,-75.53576,Y,Y
-8408719.58693356,5695145.46686398,1426,8116,ST JOSEPH / GREY NUNS,45.465752,-75.536814, , 
-8408898.81143604,5695036.26487874,1427,7794,ST JOSEPH / NOTRE DAME,45.465064,-75.538424, ,Y
-8408894.02469803,5695003.09180901,1428,8101,ST JOSEPH / NOTRE DAME,45.464855,-75.538381, ,Y
-8407390.43192676,5692982.93977391,1429,2477,MEADOWGLEN / BOYER,45.452126,-75.524874, , 
-8407336.21931677,5692992.30226356,1430,7753,MEADOWGLEN / BOYER,45.452185,-75.524387, , 
-8407522.67952545,5692874.5575032,1431,7754,MEADOWGLEN / TEAKDALE,45.451443,-75.526062, , 
-8407529.13605789,5692811.87723124,1432,7752,MEADOWGLEN / ROBINWOOD,45.451048,-75.52612, , 
-8407680.97589569,5692610.9860869,1433,7755,MEADOWGLEN / ASPENVIEW,45.449782,-75.527484,Y, 
-8407917.08462972,5692503.87789504,1434,1401,MEADOWGLEN / PAGÉ,45.449107,-75.529605, , 
-8407744.42803246,5692546.08622809,1435,7751,MEADOWGLEN / THORNCREST,45.449373,-75.528054, , 
-8407847.39860277,5692504.51254176,1436,1399,MEADOWGLEN / LORANGER,45.449111,-75.528979, , 
-8408131.37476063,5692325.04957042,1437,7750,MEADOWGLEN / SABLEWOOD,45.44798,-75.53153, , 
-8408307.48228851,5692233.01870212,1438,7756,MEADOWGLEN / SUMMERFIELDS #2,45.4474,-75.533112,Y, 
-8408113.56362397,5692386.29831865,1439,6609,MEADOWGLEN / SUMMERFIELDS # 1,45.448366,-75.53137, , 
-8408400.65676468,5692171.29505734,1440,2479,MEADOWGLEN / ORLÉANS,45.447011,-75.533949, , 
-8407712.70199925,5692105.92166131,1441,1194,INNES / PAGÉ,45.446599,-75.527769,Y, 
-8407111.24254968,5692421.20631845,1442,8129,3636 INNES,45.448586,-75.522366, , 
-8407115.25005273,5692439.93019278,1443,1219,INNES / BOYER PATHWAY,45.448704,-75.522402,Y, 
-8406397.35041534,5692845.20018505,1444,7764,INNES / VISENEAU,45.451258,-75.515953,Y, 
-8406325.88327426,5692864.24225206,1445,8955,INNES / VISENEAU,45.451378,-75.515311,Y, 
-8405835.63200087,5693155.27413338,1446,589,INNES / FRANK BENDER,45.453212,-75.510907,Y,Y
-8405941.27425043,5693123.69500671,1447,1751,INNES / FRANK BENDER,45.453013,-75.511856,Y, 
-8405401.37442989,5693399.81810744,1448,7763,INNES / AD. 3927,45.454753,-75.507006, ,Y
-8405464.15864665,5693386.32916418,1449,864,INNES / AD. 3927,45.454668,-75.50757,Y,Y
-8406756.24427432,5695394.50848373,1450,8141,BELCOURT / CARRIÈRE,45.467321,-75.519177, , 
-8406799.88152931,5695439.27034175,1451,7776,BELCOURT / CARRIÈRE,45.467603,-75.519569, , 
-8406843.85274311,5695564.03322455,1452,7775,BELCOURT / LEBLANC,45.468389,-75.519964, , 
-8406859.77143583,5695660.06689134,1453,7772,BELCOURT / BARSONA,45.468994,-75.520107,Y, 
-8407029.97899452,5695946.26932159,1454,7774,BELCOURT / NOTRE DAME,45.470797,-75.521636, , 
-8406970.75700563,5695901.34617379,1455,7773,BELCOURT / NOTRE DAME,45.470514,-75.521104, , 
-8407121.14968806,5696065.95959428,1456,8133,BELCOURT / ST JOSEPH,45.471551,-75.522455, , 
-8408217.09043851,5695966.42996681,1457,7797,ORLÉANS / LUMBERMAN,45.470924,-75.5323,Y, 
-8408259.39185915,5696001.19402586,1458,1753,ORLÉANS / LUMBERMAN,45.471143,-75.53268, , 
-8408005.80597403,5695662.44870478,1459,1752,ORLÉANS / ST JOSEPH,45.469009,-75.530402,Y, 
-8408065.13928242,5695700.38628771,1460,7796,ORLÉANS / ST JOSEPH,45.469248,-75.530935, , 
-8407952.03864174,5695513.39850452,1461,1233,ORLÉANS / ST JOSEPH,45.46807,-75.529919, ,Y
-8407906.73159389,5695494.19198515,1462,7742,ORLÉANS / NOTRE DAME,45.467949,-75.529512,Y, 
-8407896.6015166,5695394.03314262,1463,1755,ORLÉANS / NOTRE DAME,45.467318,-75.529421, ,Y
-8407755.89367618,5695105.94377903,1464,7741,ORLÉANS / CARRIÈRE,45.465503,-75.528157,Y, 
-8407630.6592017,5695130.86347438,1465,3655,CARRIÈRE / ORLÉANS,45.46566,-75.527032, , 
-8407575.33350812,5694647.55956961,1466,7740,ORLÉANS / JEANNE D'ARC,45.462615,-75.526535,Y,Y
-8407750.21640056,5695018.16965229,1467,7743,ORLÉANS / CARRIÈRE,45.46495,-75.528106, ,Y
-8407656.81955786,5693433.1455306,1468,6311,ORLÉANS / BOYER,45.454963,-75.527267, , 
-8407542.04901302,5694458.53055726,1469,7744,ORLÉANS / JEANNE D'ARC,45.461424,-75.526236, ,Y
-8407490.50818367,5693535.34539646,1470,6312,ORLÉANS / BOYER,45.455607,-75.525773, , 
-8407399.44880334,5694002.71880174,1471,7745,ORLÉANS / BEAUSÉJOUR,45.458552,-75.524955,Y, 
-8407355.1436386,5693789.42204471,1472,7746,ORLÉANS / LIBRARY,45.457208,-75.524557, , 
-8407400.3393385,5694093.81579976,1473,7739,ORLÉANS / BEAUSÉJOUR,45.459126,-75.524963,Y,Y
-8407339.22494586,5693689.28224188,1474,7738,ORLÉANS / LIBRARY,45.456577,-75.524414, ,Y
-8407478.04039649,5693506.62136415,1475,1754,ORLÉANS / BOYER,45.455426,-75.525661, ,Y
-8407678.74950471,5693386.3307315,1476,7737,ORLÉANS / BOYER,45.454668,-75.527464, , 
-8408153.30465106,5693217.79978223,1477,4076,ORLÉANS / BEAUSÉJOUR,45.453606,-75.531727, , 
-8408023.61740129,5693237.6360655,1478,5847,ORLÉANS / MAPLE RUN,45.453731,-75.530562,Y, 
-8408465.66728005,5692930.25685345,1479,7748,ORLÉANS / OAK MEADOWS,45.451794,-75.534533, , 
-8408434.27516502,5692929.93945222,1480,7736,ORLÉANS / OAK MEADOWS,45.451792,-75.534251,Y, 
-8408540.91932557,5692585.5981244,1481,326,ORLÉANS / FOREST VALLEY,45.449622,-75.535209, ,Y
-8408565.07566998,5692590.19985785,1482,7749,ORLÉANS / FOREST VALLEY,45.449651,-75.535426, ,Y
-8408441.39971112,5692217.46885102,1483,2456,ORLÉANS / MEADOWGLEN,45.447302,-75.534315,Y,Y
-8408279.65249367,5691820.00138966,1484,2452,ORLÉANS / INNES,45.444797,-75.532862, ,Y
-8407152.54209664,5693240.01580652,1485,1757,VISENEAU / SIMARD,45.453746,-75.522737, , 
-8407171.13245775,5693231.60518557,1486,7759,VISENEAU / VIGNEAULT,45.453693,-75.522904,Y, 
-8406787.8593244,5693496.7816897,1487,1756,VISENEAU / BARRINGTON,45.455364,-75.519461,Y, 
-8408414.57172632,5692087.19915264,1488,6616,ORLÉANS / MEADOWGLEN,45.446481,-75.534074, , 
-8406684.44348315,5693505.50988259,1489,7757,VISENEAU / DUCLOS,45.455419,-75.518532, , 
-8406463.14025903,5693402.83402396,1490,7758,VISENEAU / BROMONT,45.454772,-75.516544, , 
-8406429.07647831,5693269.69061905,1491,1809,VISENEAU / D'AMOUR,45.453933,-75.516238, , 
-8406344.58494918,5693084.34048922,1492,1710,VISENEAU / MARKWELL,45.452765,-75.515479, , 
-8408553.27561818,5694527.88892275,1493,7787,JEANNE D'ARC / AD. 5810,45.461861,-75.53532, ,Y
-8406384.32602721,5692976.43300356,1494,7761,VISENEAU / INNES,45.452085,-75.515836, , 
-8408570.75279206,5694495.35261277,1495,1759,JEANNE D'ARC / AD. 5875,45.461656,-75.535477, , 
-8408133.93493778,5694477.10025926,1496,7786,JEANNE D'ARC / HUNTER'S RUN,45.461541,-75.531553,Y,Y
-8408130.15008209,5694441.38986419,1497,7788,JEANNE D'ARC / HUNTER'S RUN,45.461316,-75.531519, ,Y
-8407908.84684867,5694494.39990577,1498,7785,JEANNE D'ARC / BOYER,45.46165,-75.529531,Y, 
-8407872.1114099,5694471.06903688,1499,7789,JEANNE D'ARC / BOYER,45.461503,-75.529201, ,Y
-8407624.87071936,5694555.02852732,1500,7784,JEANNE D'ARC / ORLÉANS,45.462032,-75.52698,Y,Y
-8407479.5987347,5694559.15503812,1501,7790,JEANNE D'ARC / ORLÉANS,45.462058,-75.525675, ,Y
-8407338.00028325,5694611.68963658,1502,7783,JEANNE D'ARC / MONTCERF,45.462389,-75.524403,Y, 
-8407109.57262548,5694554.71071437,1503,7791,JEANNE D'ARC / CEDAR MILLS,45.46203,-75.522351, , 
-8406893.05619675,5694326.48189348,1504,1760,JEANNE D'ARC / BEAUSÉJOUR,45.460592,-75.520406,Y,Y
-8406644.70239873,5694030.65016813,1505,7782,JEANNE D'ARC / NATALIE,45.458728,-75.518175,Y, 
-8406861.44147178,5694236.01733335,1506,1762,JEANNE D'ARC / BEAUSÉJOUR,45.460022,-75.520122, , 
-8406190.40731188,5694049.3771138,1507,7781,JEANNE D'ARC / BELCOURT,45.458846,-75.514094,Y, 
-8406615.42537393,5693983.03868978,1508,7792,JEANNE D'ARC / NATALIE,45.458428,-75.517912, , 
-8405789.32292249,5694141.42663971,1509,1761,JEANNE D'ARC / DES ÉPINETTES,45.459426,-75.510491,Y,Y
-8406177.93952422,5694027.79317375,1510,7793,JEANNE D'ARC / FRANK BENDER,45.45871,-75.513982, ,Y
-8405711.17659011,5694174.27905808,1511,2908,DES ÉPINETTES / SUNVIEW,45.459633,-75.509789, , 
-8405985.57928051,5694386.63275027,1512,7780,SUNVIEW / DES PERDRIX,45.460971,-75.512254, , 
-8406216.23333697,5694735.17025728,1513,7779,SUNVIEW / AD. 1672,45.463167,-75.514326, , 
-8405964.20592559,5694393.61605203,1514,1782,SUNVIEW / DES PERDRIX,45.461015,-75.512062, , 
-8406132.40973973,5694604.07031392,1515,7769,SUNVIEW / DES PERDRIX,45.462341,-75.513573, , 
-8406303.84176439,5695018.96214172,1516,7778,SUNVIEW / DES GRIVES,45.464955,-75.515113, , 
-8406280.01938958,5694987.21762933,1517,1763,SUNVIEW / BURNING TREE,45.464755,-75.514899,Y, 
-8406223.13505576,5695335.14348203,1518,7777,SUNVIEW / DES GRIVES,45.466947,-75.514388, , 
-8406583.03108905,5695359.58790884,1519,1764,SUNVIEW / LARKHAVEN,45.467101,-75.517621, , 
-8406232.59721572,5695372.28600828,1520,7770,SUNVIEW / DES GRIVES,45.467181,-75.514473, ,Y
-8406584.14428439,5695383.87345381,1521,7771,SUNVIEW / LARKHAVEN,45.467254,-75.517631, , 
-8405681.67690922,5694100.16280621,1522,1973,JEANNE D'ARC / DES ÉPINETTES,45.459166,-75.509524, , 
-8405264.00603861,5693806.56024502,1523,7766,JEANNE D'ARC / SAPINIER,45.457316,-75.505772,Y, 
-8405285.37936281,5693915.27132939,1524,7765,JEANNE D'ARC / SAPINIER,45.458001,-75.505964,Y, 
-8405200.44265085,5693535.81983821,1525,7767,INNES / JEANNE D'ARC,45.45561,-75.505201,Y, 
-8405182.63151295,5693594.06163432,1526,6939,JEANNE D'ARC / INNES,45.455977,-75.505041, , 
-8405165.26566104,5693618.1836797,1527,1974,JEANNE D'ARC / INNES,45.456129,-75.504885,Y,Y
-8409900.46425614,5697800.696556,1528,8156,ST-LOUIS RESIDENCE,45.482478,-75.547422, , 
-8409844.58186037,5697516.02265661,1529,7927,HIAWATHA PARK / ST. LOUIS,45.480685,-75.54692, , 
-8409455.85398126,5697515.54611272,1530,7928,ST LOUIS / BUCKSKIN,45.480682,-75.543428, , 
-8409859.16471397,5697613.98247827,1531,7926,HIAWATHA PARK / ST. LOUIS,45.481302,-75.547051, , 
-8409432.81082952,5697538.24981903,1532,7925,ST LOUIS / BUCKSKIN,45.480825,-75.543221, , 
-8409130.24429889,5697598.89897584,1533,7924,ORLÉANS / ST LOUIS,45.481207,-75.540503, , 
-8408866.97367494,5697342.80869602,1534,1534,ORLÉANS / JEANNE D'ARC,45.479594,-75.538138, , 
-8409129.13110923,5697574.60741726,1535,7929,ORLÉANS / ST LOUIS,45.481054,-75.540493, ,Y
-8408619.28786436,5696742.70059407,1536,6960,FORTUNE / ORLÉANS,45.475814,-75.535913,Y, 
-8408605.26160721,5696728.25403575,1537,7941,FORTUNE / ORLÉANS,45.475723,-75.535787, , 
-8408827.67805335,5696586.64758982,1538,8178,FORTUNE / PRIORY,45.474831,-75.537785,Y, 
-8408888.79249071,5696468.8554773,1539,7940,FORTUNE / ST JOVITE,45.474089,-75.538334, , 
-8408928.97884585,5696440.75707312,1540,7934,FORTUNE / STE-THÉRÈSE,45.473912,-75.538695, , 
-8408999.22149679,5696284.39171419,1541,8171,FORTUNE / ST DUNSTANS,45.472927,-75.539326, , 
-8409144.49351821,5696157.55530614,1542,7935,FORTUNE / STE-THÉRÈSE,45.472128,-75.540631, , 
-8409262.15829019,5696080.4066586,1543,7939,FORTUNE / ST-JÉRÔME,45.471642,-75.541688, , 
-8409396.52097038,5696036.27672494,1544,7936,FORTUNE / ST-JÉRÔME,45.471364,-75.542895, , 
-8409635.52399184,5696056.27831911,1545,8179,FORTUNE / ST AGATHE,45.47149,-75.545042, , 
-8409657.00866392,5696042.30912566,1546,7938,FORTUNE / ST AGATHE,45.471402,-75.545235, , 
-8409716.78722277,5696161.52442424,1547,8170,FORTUNE / ST MORITZ,45.472153,-75.545772, , 
-8409835.56514204,5696234.38789696,1548,7937,FORTUNE / JEANNE D'ARC,45.472612,-75.546839, , 
-8410052.74958397,5696047.07173036,1549,8158,VINEYARD / SAUTERNE,45.471432,-75.54879, , 
-8410039.61387346,5696074.05773316,1550,8157,VINEYARD / SAUTERNE,45.471602,-75.548672, , 
-8410075.68149246,5695675.94292909,1551,2663,VINEYARD / SAUTERNE,45.469094,-75.548996, , 
-8410035.82910296,5695669.75225021,1552,2665,VINEYARD / SAUTERNE,45.469055,-75.548638, , 
-8410244.33059446,5695620.70366695,1553,2664,VINEYARD / BEAUJOLAIS,45.468746,-75.550511, , 
-8410201.91785716,5695593.08405211,1554,2668,VINEYARD / BURGUNDY,45.468572,-75.55013,Y, 
-8410593.20602522,5695606.25922513,1555,8160,VINEYARD / BEAUJOLAIS,45.468655,-75.553645, , 
-8410589.30984515,5695577.68729456,1556,2666,VINEYARD / BURGUNDY,45.468475,-75.55361, , 
-8410702.96706485,5695837.53654406,1557,2694,VINEYARD / BORDEAU,45.470112,-75.554631, , 
-8410726.67810026,5696123.58571023,1558,2670,VINEYARD / CHABLIS,45.471914,-75.554844, , 
-8410741.03834513,5695875.15738656,1559,2667,VINEYARD / BORDEAU,45.470349,-75.554973, , 
-8410750.83444193,5696133.90398476,1560,2669,VINEYARD / CHABLIS,45.471979,-75.555061, , 
-8410698.18028203,5696251.85043421,1561,2671,VINEYARD / VOYAGEUR,45.472722,-75.554588, , 
-8410715.65744342,5696340.58913307,1562,2684,VOYAGEUR / VINEYARD,45.473281,-75.554745, , 
-8410885.64240317,5696413.93027285,1563,2680,VOYAGEUR / BATEAU,45.473743,-75.556272, , 
-8410883.86128847,5696445.3623314,1564,2672,VOYAGEUR / CHALEUR,45.473941,-75.556256, , 
-8411060.08012879,5696713.17441336,1565,2681,VOYAGEUR / EXPLORER,45.475628,-75.557839, , 
-8411033.14079603,5696707.14179373,1566,2673,VOYAGEUR / EXPLORER,45.47559,-75.557597, , 
-8411088.24391737,5696983.53460744,1567,2674,VOYAGEUR / FAIRWINDS,45.477331,-75.558092, , 
-8411103.71733085,5697003.69686023,1568,2682,VOYAGEUR / FAIRWINDS,45.477458,-75.558231, , 
-8410859.3708783,5697193.73203975,1569,2683,VOYAGEUR / AD. 6140,45.478655,-75.556036, , 
-8410836.88433252,5697174.83944273,1570,2675,VOYAGEUR / AD. 6139,45.478536,-75.555834, , 
-8410403.40601182,5697104.03202544,1571,2676,VOYAGEUR / ACADIAN,45.47809,-75.55194, , 
-8410366.67056088,5697082.12318436,1572,8155,VOYAGEUR / ACADIAN,45.477952,-75.55161, , 
-8410230.41543086,5696920.50754558,1573,2866,VOYAGEUR / RAFTSMAN,45.476934,-75.550386, , 
-8410163.84634102,5696765.40377018,1574,2678,VOYAGEUR / VOYAGEUR,45.475957,-75.549788, , 
-8410126.7769368,5696770.64261146,1575,2685,VOYAGEUR / VOYAGEUR,45.47599,-75.549455, , 
-8410020.13282524,5696765.08613427,1576,2679,VOYAGEUR / PADDLER,45.475955,-75.548497, , 
-8409949.11096504,5696744.28935657,1577,2686,VOYAGEUR / JEANNE D'ARC,45.475824,-75.547859, , 
-8408881.44524421,5697210.08297351,1578,8154,JEANNE D'ARC / ORLÉANS,45.478758,-75.538268,Y,Y
-8409456.85593683,5697077.04220075,1579,7930,JEANNE D'ARC / PADDLER,45.47792,-75.543437,Y,Y
-8409358.67210302,5697071.64430948,1580,8164,JEANNE D'ARC / VORLAGE,45.477886,-75.542555, , 
-8409880.87209268,5696739.20918888,1581,7960,JEANNE D'ARC / VORLAGE,45.475792,-75.547246, ,Y
-8409939.76012765,5696689.9958639,1582,8161,JEANNE D'ARC / VOYAGEUR,45.475482,-75.547775,Y,Y
-8409955.34497415,5696146.76155823,1583,8162,JEANNE D'ARC / VINEYARD,45.47206,-75.547915, ,Y
-8409939.53759776,5696161.68337847,1584,8163,JEANNE D'ARC / FORTUNE,45.472154,-75.547773, ,Y
-8409395.7419067,5695262.13116347,1585,8122,JEANNE D'ARC / GREY NUNS,45.466487,-75.542888,Y,Y
-8409388.06086013,5695231.65560473,1586,8124,JEANNE D'ARC / YOUVILLE,45.466295,-75.542819,Y,Y
-8409159.9671196,5694982.29943702,1587,1831,JEANNE D'ARC / ST JOSEPH,45.464724,-75.54077, , 
-8409115.99589527,5694971.66501849,1588,8123,JEANNE D'ARC / ST JOSEPH,45.464657,-75.540375,Y,Y
-8409320.48990556,5695248.48057188,1589,8898,GREY NUNS / JEANNE D'ARC,45.466401,-75.542212, , 
-8409370.02701625,5695631.81419407,1590,7942,GREY NUNS / HARVEST,45.468816,-75.542657, , 
-8409386.72493811,5695663.40226385,1591,7949,GREY NUNS / HARVEST,45.469015,-75.542807, , 
-8409184.67995282,5695778.16764917,1592,6621,GREY NUNS / MEADOWVIEW,45.469738,-75.540992, , 
-8409217.29657968,5695785.62828723,1593,6622,GREY NUNS / MEADOWVIEW,45.469785,-75.541285, , 
-8408834.4686302,5695895.31544088,1594,7944,GREY NUNS / FRIAR,45.470476,-75.537846, , 
-8408784.70879735,5695849.75760778,1595,7948,GREY NUNS / FRIAR,45.470189,-75.537399, , 
-8408743.18662335,5695672.76697765,1596,7945,GREY NUNS / SUNDOWN,45.469074,-75.537026, , 
-8408705.00401878,5695645.30593486,1597,7947,GREY NUNS / SUNDOWN,45.468901,-75.536683,Y, 
-8408716.24732647,5695298.32037154,1598,7946,GREY NUNS / LUMBERMAN,45.466715,-75.536784, , 
-8408687.0816081,5695242.28962611,1599,8121,GREY NUNS / ST JOSEPH,45.466362,-75.536522, , 
-8409703.76299948,5695462.92349104,1600,3070,JEANNE D'ARC 1A,45.467752,-75.545655, , 
-8409670.58977236,5695496.89188595,1601,3070,JEANNE D'ARC 1B,45.467966,-75.545357, , 
-8409848.14435492,5695774.67608118,1602,3070,JEANNE D'ARC 2A,45.469716,-75.546952, , 
-8409840.35197301,5695839.44067528,1603,3070,JEANNE D'ARC 3A,45.470124,-75.546882, , 
-8409635.30148779,5695472.12980933,1604,3070,JEANNE D'ARC 3B,45.46781,-75.54504, , 
-8409633.40904657,5695512.13006518,1605,3070,JEANNE D'ARC 4A,45.468062,-75.545023, , 
-8409852.26314674,5695907.53926583,1606,3070,JEANNE D'ARC 4B,45.470553,-75.546989, , 
-8408784.48593316,5697220.40239573,1607,8166,JEANNE D'ARC / ORLÉANS,45.478823,-75.537397,Y,Y
-8408528.56231061,5697342.64961114,1608,7913,JEANNE D'ARC / MILLWOOD,45.479593,-75.535098,Y, 
-8408553.05260481,5697350.90536707,1609,7912,JEANNE D'ARC / MILLWOOD,45.479645,-75.535318,Y, 
-8408250.48607584,5697578.25829097,1610,7914,JEANNE D'ARC / BILBERRY,45.481077,-75.5326,Y, 
-8408281.76686175,5697584.29149935,1611,8153,JEANNE D'ARC / BILBERRY,45.481115,-75.532881,Y, 
-8408017.38293785,5697781.16624044,1612,8152,JEANNE D'ARC / AVIGNON,45.482355,-75.530506,Y, 
-8407920.75759197,5697762.90745634,1613,8140,JEANNE D'ARC / AVIGNON,45.48224,-75.529638, , 
-8407664.2773978,5697772.5924004,1614,7915,JEANNE D'ARC / DÉCARIE,45.482301,-75.527334,Y, 
-8407594.25740875,5697798.94849974,1615,7911,JEANNE D'ARC / DÉCARIE,45.482467,-75.526705,Y, 
-8407205.30694919,5697927.07823641,1616,8213,JEANNE D'ARC / BILBERRY,45.483274,-75.523211, , 
-8407255.17809846,5697923.42647346,1617,8143,JEANNE D'ARC / BILBERRY,45.483251,-75.523659,Y, 
-8407007.71478524,5698020.27910178,1618,8167,JEANNE D'ARC / CHAMPLAIN,45.483861,-75.521436, ,Y
-8406960.181347,5698065.53034394,1619,760,JEANNE D'ARC / CHAMPLAIN,45.484146,-75.521009, , 
-8406827.37715047,5698091.09332707,1620,8168,JEANNE D'ARC / CHAMPLAIN,45.484307,-75.519816, , 
-8406559.54236704,5698222.08530623,1621,7916,JEANNE D'ARC / WILLOW,45.485132,-75.51741, , 
-8406513.45608267,5698265.74976655,1622,8150,JEANNE D'ARC / WILLOW,45.485407,-75.516996, , 
-8406301.7263414,5698461.68681149,1623,7909,JEANNE D'ARC / LAWNSBERRY,45.486641,-75.515094,Y,Y
