OSM_TYPE,OSM_ID,NAME,CATEGORY,CUISINE,BRAND,LATITUDE,LONGITUDE
way,578263652,Subway,fast_food,sandwich,Subway,45.4796057,-75.5376175
way,578269812,Subway,fast_food,sandwich,Subway,45.4085241,-75.65735
way,578272891,Subway,fast_food,sandwich,Subway,45.3734916,-75.6638017
way,584712590,Subway,fast_food,sandwich,Subway,45.3986732,-75.8369417
way,587769303,Subway,fast_food,sandwich,Subway,45.4318677,-75.562692
way,591041973,Subway,fast_food,sandwich,Subway,45.2737142,-75.8707423
way,591921392,Subway,fast_food,sandwich,Subway,45.2684735,-75.9423163
way,593922346,Subway,fast_food,sandwich,Subway,45.2930461,-75.8939966
way,593943475,Subway,fast_food,sandwich,Subway,45.2871413,-75.6724007
way,606521910,Subway,fast_food,sandwich,Subway,45.349931,-75.9249196
way,608433319,Subway,fast_food,sandwich,Subway,45.3783509,-75.6446385
way,616359876,Subway,fast_food,sandwich,Subway,45.0182767,-75.6561277
way,619516713,Subway,fast_food,sandwich,Subway,45.1322572,-76.1181304
way,620660621,Subway,fast_food,sandwich,Subway,45.4475266,-75.6266329
way,621820158,Subway,fast_food,sandwich,Subway,45.4144874,-75.6482661
way,624881274,Subway,fast_food,sandwich,Subway,45.5389859,-75.7731762
way,651637558,Subway,fast_food,sandwich,Subway,45.4244594,-75.6897472
way,652110295,Subway,fast_food,sandwich,Subway,45.354889,-75.645311
way,654080796,Subway,fast_food,sandwich,Subway,45.460795,-75.4867785
way,661301386,Subway,fast_food,sandwich,Subway,45.4751439,-75.7031132
way,661305454,Subway,fast_food,sandwich,Subway,45.486807,-75.7012305
way,668488645,Subway,fast_food,sandwich,Subway,45.4493757,-75.5873817
way,671165722,Subway,fast_food,sandwich,Subway,45.4686071,-75.4556601
way,671384729,Subway,fast_food,sandwich,Subway,45.4853766,-75.6410484
node,671834591,Subway,fast_food,sandwich,Subway,45.4370563,-75.7207668
way,674473768,Subway,fast_food,sandwich,Subway,45.460937,-75.5237482
way,679914079,Subway,fast_food,sandwich,Subway,45.3854237,-75.6771296
way,682738122,Subway,fast_food,sandwich,Subway,45.3837332,-75.6031755
way,690239255,Subway,fast_food,sandwich,Subway,45.2019852,-75.829886
way,692870830,Subway,fast_food,sandwich,Subway,45.4422285,-75.7320257
way,709287224,Subway,fast_food,sandwich,Subway,45.5020157,-75.6413231
way,712550334,Subway,fast_food,sandwich,Subway,45.2707353,-75.6980907
way,714476737,Subway,fast_food,sandwich,Subway,45.553942,-75.4355616
way,738330014,Subway,fast_food,sandwich,Subway,45.4160485,-75.6010806
way,743770723,Subway,fast_food,sandwich,Subway,45.4780506,-75.5160104
way,926850593,Subway,fast_food,sandwich,Subway,45.2342521,-76.1816489
node,1026537537,Subway,fast_food,sandwich,Subway,45.5303826,-75.4956556
node,1339121928,Subway,fast_food,sandwich,Subway,45.4237914,-76.369038
node,1739424729,Subway,fast_food,sandwich,Subway,45.4219914,-75.7458008
node,1882231484,Subway,fast_food,sandwich,Subway,45.1359655,-76.1352609
node,2104707501,Subway,fast_food,sandwich,Subway,45.4010701,-75.6874034
node,2422169473,Subway,fast_food,sandwich,Subway,45.3860361,-75.7407128
node,2435143841,Subway,fast_food,sandwich,Subway,45.4200067,-75.7005644
node,2476963172,Subway,fast_food,sandwich,Subway,45.4233215,-75.6867985
node,2476976982,Subway,fast_food,sandwich,Subway,45.4259832,-75.6816218
node,2707169262,Subway,fast_food,sandwich,Subway,45.4215292,-75.6976916
node,2719757458,Subway,fast_food,sandwich,Subway,45.4207801,-75.6960651
node,2799778386,Subway,fast_food,sandwich,Subway,45.331389,-75.5994379
node,2801285847,Subway,fast_food,sandwich,Subway,45.4221259,-75.6988012
node,2970689417,Subway,fast_food,sandwich,Subway,45.4194674,-75.6919599
node,3607367771,Subway,fast_food,sandwich,Subway,45.4447605,-75.7322191
node,3646536176,Subway,fast_food,sandwich,Subway,45.4602485,-75.7667307
node,3690734660,Subway,fast_food,sandwich,Subway,45.4161251,-75.8078915
node,3741511680,Subway,fast_food,sandwich,Subway,45.4125585,-75.694119
node,3842987881,Subway,fast_food,sandwich,Subway,45.3336266,-75.6923817
node,4243199770,Subway,fast_food,sandwich,Subway,45.403491,-75.7247267
node,4353871608,Subway,fast_food,sandwich,Subway,45.4046199,-75.625665
node,4512646806,Subway,fast_food,sandwich,Subway,45.4035944,-75.7330837
node,4616547724,Subway,fast_food,sandwich,Subway,45.4054531,-75.7025375
node,4699096116,Subway,fast_food,sandwich,Subway,45.5973857,-75.2419349
node,4707526037,Subway,fast_food,sandwich,Subway,45.2974911,-75.9393047
node,4735313764,Subway,fast_food,sandwich,Subway,45.348192,-75.7881771
node,4783668754,Subway,fast_food,sandwich,Subway,45.4414192,-75.6726989
node,5060367088,Subway,fast_food,sandwich,Subway,45.4095966,-75.678574
node,5160966449,Subway,fast_food,sandwich,Subway,45.5860164,-75.4163163
node,5215408329,Subway,fast_food,sandwich,Subway,45.468784,-75.73754
node,5363534913,Subway,fast_food,sandwich,Subway,45.5939234,-75.6165897
node,5444251919,Subway,fast_food,sandwich,Subway,45.4349458,-75.6648755
node,5489988550,Subway,fast_food,sandwich,Subway,45.4342754,-76.3457376
node,5500119895,Subway,fast_food,sandwich,Subway,45.4368775,-75.7683559
node,5504236489,Subway,fast_food,sandwich,Subway,45.3481594,-75.8508017
node,5504236498,Subway,fast_food,sandwich,Subway,45.4393554,-75.6280067
node,5504236500,Subway,fast_food,sandwich,Subway,45.3861242,-75.6934163
node,5504236501,Subway,fast_food,sandwich,Subway,45.3833907,-75.6975185
node,5504236503,Subway,fast_food,sandwich,Subway,45.419438,-75.7041811
node,5504236505,Subway,fast_food,sandwich,Subway,45.4178349,-75.702307
node,5504236506,Subway,fast_food,sandwich,Subway,45.420423,-75.701899
node,5742294822,Subway,fast_food,sandwich,Subway,45.4795386,-75.5113295
node,5809575835,Subway,fast_food,sandwich,Subway,45.0904283,-75.3523667
node,5897508097,Subway,fast_food,sandwich,Subway,45.5573117,-75.4210279
node,5947588547,Subway,fast_food,sandwich,Subway,45.4320497,-75.6094591
node,5985740471,Subway,fast_food,sandwich,Subway,45.3348471,-75.9076524
node,6034518934,Subway,fast_food,sandwich,Subway,45.4273512,-75.6900843
node,6048906704,Subway,fast_food,sandwich,Subway,45.2681672,-75.3080161
node,6067392250,Subway,fast_food,sandwich,Subway,45.4625304,-75.7466554
node,6188944390,Subway,fast_food,sandwich,Subway,45.481,-75.6870461
node,6188944393,Subway,fast_food,sandwich,Subway,45.4269407,-75.7129045
node,6318872675,Subway,fast_food,sandwich,Subway,45.4162357,-75.6973169
node,6565089699,Subway,fast_food,sandwich,Subway,45.3062469,-75.0843644
node,6600506693,Subway,fast_food,sandwich,Subway,45.5477919,-75.2926876
node,9695158496,Subway,fast_food,sandwich,Subway,45.3473045,-75.8073926
node,12607965951,Subway,fast_food,sandwich,Subway,45.3448085,-75.4422274
node,12992921067,Subway,fast_food,sandwich,Subway,45.3730855,-75.6883028
way,477906855,Sukiyaki,fast_food,japanese,,45.4759693,-75.6941121
node,5700725718,Sunmax Pizza,fast_food,pizza,,45.3628656,-75.7121448
way,578269817,Super Bite Shawarma,fast_food,kebab,,45.4083155,-75.6574957
way,605069159,Super Duper Pizza,fast_food,pizza,,45.3952032,-75.6223263
node,5862294039,Super Sweet Mart,fast_food,indian,,45.4065361,-75.7103022
way,570341943,Supreme Kabob House,fast_food,kebab,,45.347626,-75.7868781
node,5758906213,Supreme Pizza,fast_food,pizza,,45.4284408,-75.6494086
way,587769289,Sushi 29,fast_food,sushi,,45.4315605,-75.5624437
node,4456757733,Sushi Fresh,fast_food,sushi,,45.4273951,-75.6927302
node,5941699910,Sushi Go,fast_food,,,45.4186521,-75.7028785
node,6505007281,Sushi Hull,fast_food,sushi,,45.4487936,-75.7342355
way,422900008,Sushi Shop,fast_food,sushi,Sushi Shop,45.2698962,-75.7438589
way,661301382,Sushi Shop,fast_food,sushi,Sushi Shop,45.4750773,-75.7031795
way,661306071,Sushi Shop,fast_food,sushi,Sushi Shop,45.5043,-75.6782252
node,2801289221,Sushi Shop,fast_food,sushi,Sushi Shop,45.4220813,-75.6989105
node,3607375288,Sushi Shop,fast_food,sushi,Sushi Shop,45.4452105,-75.7321926
node,3690399764,Sushi Shop,fast_food,sushi,Sushi Shop,45.4261046,-75.7155969
node,5674009495,Sushi Shop,fast_food,sushi,Sushi Shop,45.4021719,-75.6877401
node,6399811703,Sushi Shop,fast_food,sushi,Sushi Shop,45.3593936,-75.6578942
node,6719067649,Sushi Shop,fast_food,sushi,Sushi Shop,45.4215368,-75.697751
node,6720220646,Sushi Shop,fast_food,sushi,Sushi Shop,45.5883651,-75.4169748
node,12327862668,Sushi Shop,fast_food,sushi,Sushi Shop,45.4193876,-75.8088523
node,6414931391,Sushiman,fast_food,sushi,,45.4266615,-75.6801622
node,5931838128,SushiME,fast_food,sushi,,45.4386386,-75.6773217
way,681150824,Suzy Q,fast_food,donut,,45.3247186,-75.8277631
node,7869417685,SuzyQ,fast_food,donut,,45.4049756,-75.723772
node,10713351591,SuzyQ,fast_food,donut,,45.4058471,-75.6261511
node,10092442941,Sweet Militia,fast_food,dessert,,45.4710892,-75.5242386
node,5811132047,T&T Fries,fast_food,fries,,45.3289996,-75.8166577
way,233810235,Taco Bell,fast_food,tex-mex,Taco Bell,45.2995473,-75.8867496
node,6238685368,Taco Bell,fast_food,tex-mex,Taco Bell,45.4558092,-75.5054165
node,6303711149,Taco Bell,fast_food,tex-mex,Taco Bell,45.4227375,-75.638291
node,9695164984,Taco Bell,fast_food,tex-mex,Taco Bell,45.347217,-75.8074532
node,13341720805,Taco Bell,fast_food,tex-mex,Taco Bell,45.429193,-75.6852429
way,278067917,Taco Lot,fast_food,mexican,,45.4170265,-75.6982487
node,1836648080,TacoLot,fast_food,mexican,,45.405286,-75.7234813
way,709287241,Tai Hong,fast_food,chinese,,45.5067131,-75.6358882
way,663542345,Talluza Desserts,fast_food,,,45.3526723,-75.6510022
way,679914081,Tandori,fast_food,indian,,45.3856843,-75.6771388
way,483739674,Tangerine Pizza,fast_food,pizza,,45.4320455,-75.634484
way,693942948,Tannour Shawarma,fast_food,kebab;lebanese,,45.3942888,-75.8302606
node,6080239924,Tapri Chai,fast_food,indian;tea,,45.2654326,-75.7766687
node,6719067651,Tasha's Fine Foods,fast_food,kebab,,45.4213241,-75.697794
node,6754422998,Taste of Asia,fast_food,asian,,45.3490288,-75.7564258
node,6202432701,TastersHub,fast_food,,,45.3312881,-75.7145079
node,5700971529,Taters,fast_food,fries,,45.2874274,-75.8694363
node,6397388885,Tazij House,fast_food,indian,,45.3474837,-75.7324585
node,7030401493,TD Chips,fast_food,,,45.4166527,-75.6977435
way,477546414,Teriyaki Experience,fast_food,japanese,Teriyaki Experience,45.4227597,-75.6378003
way,679914078,Teriyaki Experience,fast_food,japanese,Teriyaki Experience,45.3855171,-75.6770656
node,4707526039,Teriyaki Experience,fast_food,japanese,Teriyaki Experience,45.2974147,-75.939449
node,5668153232,Teriyaki Experience,fast_food,japanese,Teriyaki Experience,45.4205774,-75.7015187
node,9695158491,Teriyaki Experience,fast_food,japanese,Teriyaki Experience,45.3474437,-75.806833
way,477906858,Thai Express,fast_food,thai,Thai Express,45.4761551,-75.6941306
way,591059839,Thai Express,fast_food,thai,Thai Express,45.3786789,-75.6459077
way,233576876,Thaï Express,fast_food,thai,Thaï Express,45.31013,-75.9202975
way,263567665,Thaï Express,fast_food,thai,Thaï Express,45.3632879,-75.7906587
way,457623205,Thaï Express,fast_food,thai,Thaï Express,45.3727686,-75.7684165
way,460242947,Thaï Express,fast_food,thai,Thaï Express,45.3380376,-75.7156028
way,477546434,Thaï Express,fast_food,thai,Thaï Express,45.4226578,-75.6384689
way,478366933,Thaï Express,fast_food,thai,Thaï Express,45.2679404,-75.7478972
way,481693121,Thaï Express,fast_food,thai,Thaï Express,45.3504277,-75.7617986
way,484828764,Thaï Express,fast_food,thai,Thaï Express,45.4500458,-75.5173786
way,485230465,Thaï Express,fast_food,thai,Thaï Express,45.2896861,-75.9024103
way,485239232,Thaï Express,fast_food,thai,Thaï Express,45.3594224,-75.6577551
way,510535395,Thaï Express,fast_food,thai,Thaï Express,45.4367936,-75.6036675
way,621838621,Thaï Express,fast_food,thai,Thaï Express,45.4119859,-75.6460539
way,651637554,Thaï Express,fast_food,thai,Thaï Express,45.4247082,-75.6896379
way,679914083,Thaï Express,fast_food,thai,Thaï Express,45.3856361,-75.6770964
way,710675459,Thaï Express,fast_food,thai,Thaï Express,45.5032258,-75.6759703
way,743770721,Thaï Express,fast_food,thai,Thaï Express,45.4779411,-75.5165611
node,3073717603,Thaï Express,fast_food,thai,Thaï Express,45.3628339,-75.7400831
node,3690721522,Thaï Express,fast_food,thai,Thaï Express,45.4451143,-75.7321919
node,6016201035,Thaï Express,fast_food,thai,Thaï Express,45.4217168,-75.6817301
node,6414931390,Thaï Express,fast_food,thai,Thaï Express,45.4265979,-75.6803065
node,6719016816,Thaï Express,fast_food,thai,Thaï Express,45.4268549,-75.7132665
node,6719067648,Thaï Express,fast_food,thai,Thaï Express,45.4215128,-75.6977329
node,9695158489,Thaï Express,fast_food,thai,Thaï Express,45.3473437,-75.8067293
node,12327862667,Thaï Express,fast_food,thai,Thaï Express,45.4193379,-75.8088469
way,654118362,Thai Go,fast_food,thai,,45.3870572,-75.7355716
node,5891305888,Thailicious,fast_food,thai,,45.2592096,-75.9222342
node,5752314224,That Food Truck,fast_food,fries,,45.4668409,-75.5337404
node,4913992318,The Almighty Cheese,fast_food,,,45.4902707,-75.4792419
node,5622637393,The Bent Coin,fast_food,,,45.3832491,-75.6942813
way,397788980,The Burger's Priest,fast_food,burger,The Burger's Priest,45.3761475,-75.6658558
way,576412268,The Burger's Priest,fast_food,burger,The Burger's Priest,45.3627662,-75.7373956
node,11254797703,The Burgery,fast_food,burger,,45.4265077,-75.6381513
node,6960840872,The Cheeky Chippy,fast_food,fried_food,,45.2356094,-76.181353
node,2408276927,The Chip Shop,fast_food,fish_and_chips,,45.2755382,-75.9252178
way,787268391,The Corner,fast_food,international,,45.3951483,-75.7476312
node,5849261807,The Corner Cafe,fast_food,,,45.3843691,-75.6717414
node,6154404900,The Corner Kitchen,fast_food,,,45.4170641,-75.7017674
node,6960840852,The Cuban Mix,fast_food,cuban,,45.2368748,-76.1804867
node,765178898,The Dough Bros,fast_food,pizza,,45.4798886,-75.5106624
node,6754681527,The Fix,fast_food,,,45.3475628,-75.760843
way,631327671,The Great Canadian Poutinerie,fast_food,poutine,,45.4580502,-75.4935592
node,5444253028,The Great Canadian Poutinerie,fast_food,poutine,,45.4365605,-75.6647879
node,6094106074,The Great Canadian Poutinerie,fast_food,poutine,,45.4146795,-75.6955902
node,5838349141,The Greek Souvlaki Shack,fast_food,greek,,45.4161071,-75.6971768
node,6960938422,The Greene Mill,fast_food,,,45.2334159,-76.1871935
node,5622497595,The Greens,fast_food,sandwich,,45.3832602,-75.6975221
node,5622637389,The Greens,fast_food,sandwich,,45.3808855,-75.6989289
way,573799352,The Hill Bakehouse And Deli,fast_food,,,45.4517898,-75.5978711
way,654080798,The King Bites,fast_food,kebab,,45.4607379,-75.486969
way,485140488,The King Lebanese Restaurant,fast_food,lebanese,,45.4694946,-75.4907435
way,593903159,The King Shawarma,fast_food,kebab,,45.4457706,-75.5943117
node,5622497593,The Kitchen Exchange,fast_food,,,45.3833128,-75.6975281
way,68577092,The Lucky House,fast_food,chinese,,45.4685198,-75.4905436
node,5758950692,The Magic Fryer,fast_food,fries,,45.4210351,-75.6509422
node,5622497594,The Market,fast_food,sandwich,,45.3833288,-75.6975533
node,5764268450,The Sandwich Stop,fast_food,sandwich,,45.3860741,-75.6136192
node,5844120484,The Shawarma Place,fast_food,shawarma,,45.4298879,-75.6921664
node,5826142671,The Station,fast_food,fries,,45.0281609,-75.6392531
way,259456822,The Strand Fish & Chips,fast_food,fish_and_chips,,45.3907909,-75.6796723
node,6259113018,The Sweet Potato,fast_food,fries,,45.3439462,-76.0339804
way,578296237,The Wok Chinese Food,fast_food,chinese,,45.3537209,-75.7050076
node,7027818224,Thee Chip Shoppe,fast_food,,,45.4002405,-75.7049022
node,7030401495,Thee Chip Shoppe,fast_food,,,45.4316403,-75.6857358
node,4257043038,Ti-Jean Casse-Croute,fast_food,fries,,45.4472739,-75.7396605
node,5888908488,Tiffany's Pizza,fast_food,pizza,,45.2719051,-75.2806766
way,664550166,Ting's Kitchen,fast_food,chinese,,45.2875865,-75.8667574
node,5668279495,TKF,fast_food,coffee_shop,,45.4176718,-75.7025913
node,5947588512,Tokyo Grill,fast_food,japanese,,45.4322191,-75.609494
node,6094132624,Tokyo Sushi,fast_food,sushi,,45.4160342,-75.7000172
node,2242157232,Tommy's Chip Wagon,fast_food,fries,,45.399581,-75.7327454
node,7030401490,Tommy's Chip Wagon,fast_food,,,45.4233362,-75.6979512
node,6187041124,Tony's Chip Stand,fast_food,fries,,45.2181937,-75.1525867
way,469799296,Tony's Chip Wagon,fast_food,fries,,45.1941265,-75.8398675
node,4779873995,Tony's Pizza,fast_food,pizza,,45.4819112,-75.5275944
way,473224057,Topper's Pizza,fast_food,pizza,Topper's Pizza,45.3462204,-75.7302829
way,477906852,Torino,fast_food,italian,,45.4758626,-75.6939412
node,6034633368,Toro Taqueria,fast_food,mexican,,45.4194047,-75.6992809
node,6699413253,Toro's Eats & Treats,fast_food,mexican;sandwich;cookie,,45.4197442,-75.6971745
node,10092442942,Tortilla Maker,fast_food,mexican,,45.4651319,-75.5388996
node,6006182222,Toss & Grill Bistro,fast_food,,,45.3299545,-75.7269755
way,477546413,Trattoria Tevere,fast_food,italian,,45.4226695,-75.6377485
node,8241874568,Triple B,fast_food,,,45.0845114,-75.3732678
node,11639382509,Tropigrill,fast_food,,,45.4647319,-75.7720415
node,6913606825,Try It Man,fast_food,caribbean,,45.4307575,-75.5677052
node,10927013009,Turkish Kebab House,fast_food,kebab,,45.3126759,-75.9345745
way,257374419,TV's Fries,fast_food,,,45.3351284,-75.7276894
way,584815440,Tyros Shawarma&Donair,fast_food,,,45.464481,-75.5417874
way,671959547,Ultime Pizza,fast_food,pizza,,45.4900763,-75.594478
way,233662997,Ulysses Bar & Grill,fast_food,greek,,45.3151401,-75.2179794
node,5835515504,Umbrella Burger,fast_food,burger,,45.4059858,-75.7130105
way,651637550,Umi Sushi & Teriyaki,fast_food,japanese,,45.4248522,-75.6896931
node,11240955501,Uncle Eddie's,fast_food,burger;hot_dog;fish_and_chips;fries,,45.3944994,-75.6833949
node,1144102551,Uncle Tetsu,fast_food,dessert,,45.417387,-75.6901453
node,5951913584,Upper Crust Sandwich & Deli,fast_food,sandwich,,45.4154439,-75.6931333
node,5668153227,Valentina,fast_food,dessert,,45.4204584,-75.7018168
way,477906859,Valentine,fast_food,burger,Valentine,45.4764608,-75.6939069
node,6651531349,Valley Fries,fast_food,fries,,45.1302579,-76.1290339
node,6464895587,Vanier & Marya Pizza,fast_food,pizza,,45.4391323,-75.6632697
node,6152749738,Via Bella,fast_food,sandwich,,45.4230463,-75.6972358
way,660813441,Via Cibo,fast_food,italian,,45.2688948,-75.7449793
node,4707526038,Villa Madina,fast_food,mediterranean,Villa Madina,45.2974568,-75.9393793
node,6187041122,Waikato Pizza,fast_food,pizza,,45.2184063,-75.1528055
node,3690226423,Wally's,fast_food,,,45.4644138,-75.6812903
node,6100576577,Wang's Noodle House,fast_food,noodle,,45.4275811,-75.6924587
way,147434950,Wendy's,fast_food,burger,Wendy's,45.3637091,-75.7868153
way,286939622,Wendy's,fast_food,burger,Wendy's,45.3515331,-75.7331204
way,356950752,Wendy's,fast_food,burger,Wendy's,45.4755032,-75.5190216
way,470443445,Wendy's,fast_food,burger,Wendy's,45.271204,-75.743727
way,473203121,Wendy's,fast_food,burger,Wendy's,45.4160565,-75.60463
way,483215312,Wendy's,fast_food,burger,Wendy's,45.3531525,-75.646539
way,484531286,Wendy's,fast_food,burger,Wendy's,45.452566,-75.5107065
node,1339127912,Wendy's,fast_food,burger,Wendy's,45.4231621,-76.3705212
node,1798947619,Wendy's,fast_food,burger,Wendy's,45.295117,-75.8939614
node,2801647399,Wendy's,fast_food,burger,Wendy's,45.4146583,-75.6437186
node,6410304094,Wendy's,fast_food,burger,Wendy's,45.3827282,-75.6314251
node,10038120592,Wendy's,fast_food,burger,Wendy's,45.4035476,-75.7117114
node,12001782584,Wendy's,fast_food,burger,Wendy's,45.029409,-75.6351911
node,5362589803,Wes' Chips,fast_food,regional,,45.4328659,-76.3425511
node,3869632853,Westboro Subs,fast_food,sandwich,,45.3992688,-75.7332749
way,471204361,Wiches Cauldron Sandwich Shoppe,fast_food,sandwich,,45.2730025,-75.946423
way,558418656,Willy's Pizza,fast_food,,,45.3541547,-75.933139
way,572229430,Willy's Pizza,fast_food,pizza,,45.355474,-75.7351
way,622453065,Willy's Pizza,fast_food,pizza,,45.2959816,-75.8899529
way,640901925,Willy's Pizza,fast_food,pizza,,45.2617906,-75.925308
way,668386464,Willy's Pizza,fast_food,pizza,,45.3447625,-76.0381405
node,9695158492,Willy's Pizza,fast_food,pizza,,45.3474979,-75.8069008
way,573228831,Wing Hing Chinese Food,fast_food,chinese,,45.3374794,-75.7262821
way,641594855,Wing Lee,fast_food,chinese,,45.2338244,-75.6773798
way,466690719,Wing's Chinese Food,fast_food,chinese,,45.4376307,-75.6580118
way,1002490110,Wingin,fast_food,wings,,45.2875628,-75.6734899
node,7046975787,Wings 'n' Things,fast_food,,,45.6027462,-76.5024879
node,11143748360,Wings Up,fast_food,wings,,45.3235231,-75.9259786
way,479191280,Winner House Chinese,fast_food,,,45.2697721,-75.754082
node,4636657489,Wolf Down,fast_food,german,,45.4136479,-75.6950544
node,7440231816,Xronos Fish & Chips,fast_food,fish_and_chips,,45.318448,-76.0493696
node,6103824306,Ya Habibi,fast_food,kebab,,45.4197639,-75.6929141
node,5771188943,Yaseen Halal Pizza,fast_food,pizza,,45.4173389,-75.6048042
way,672975929,Yaseen Pizza,fast_food,pizza,,45.3489897,-75.6265475
way,617191789,Yemen Gate,fast_food,,,45.3798391,-75.6674571
node,5912767331,Ying Wah,fast_food,chinese,,45.4043249,-75.8553614
way,464640505,YKO BBQ,fast_food,barbecue,,45.4322863,-75.6506993
node,11066061084,YKO Chicken,fast_food,chicken,,45.43053,-75.6923405
way,700000725,Yorgo's,fast_food,greek,,45.3625677,-75.7409289
node,5811278777,Yummy,fast_food,,,45.2990942,-75.8863577
node,6114108743,Zait & Zaatar,fast_food,kebab,,45.3542313,-75.642801
node,5986762264,Zak's Cantina,fast_food,,,45.4284908,-75.6936845
way,576412266,Zaky Grill,fast_food,chicken,,45.3623355,-75.7383935
node,6950216615,痴串儿 Skewer Mania,fast_food,chinese;barbecue,,45.3626485,-75.7329554
node,830672660,,food_court,,,45.4779812,-75.5163307
node,5668153226,240 Sparks Food Court,food_court,,,45.4205068,-75.7018276
node,6504990314,Aire de Restauration Galeries de Hull,food_court,,,45.4420953,-75.7320482
way,478147436,Arret Gourmet,food_court,,,45.4761775,-75.6940051
node,9695158497,Bayshore Food Court,food_court,,,45.3472513,-75.8069872
node,5742002583,Billings Bridge Food Court,food_court,,,45.3854965,-75.6773163
node,6719016805,Café Dépôt,food_court,,,45.4268562,-75.7130947
node,9577958844,Cafeteria,food_court,,,45.1862526,-75.8280348
node,981450335,Carlingwood Food Court,food_court,,,45.3727446,-75.7682526
node,6103824310,Cuisine Club,food_court,,,45.4198985,-75.6930193
node,600126931,Dining Hall,food_court,,,45.4245725,-75.6900368
node,5947588538,Gloucester Centre Food Court,food_court,,,45.4320055,-75.6096724
node,5742204420,Hazeldean Food Court,food_court,,,45.3023512,-75.8778919
node,795245165,Holland Cross Food Court,food_court,,,45.4034687,-75.7331365
node,5622637392,Loeb Cafe,food_court,,,45.3808735,-75.6989738
node,6754422995,Marketplace Food Court,food_court,,,45.3489941,-75.7565422
way,1273386697,Minto Place Food Court,food_court,,,45.4177474,-75.7024766
node,5163719545,Oasis,food_court,,,45.3870979,-75.6971049
node,5668172188,Place de Ville Food Court,food_court,,,45.4193549,-75.7046841
node,6152753717,Queen St. Fare,food_court,,,45.4210055,-75.6992206
node,5640038598,Queensway Carleton Cafeteria,food_court,,,45.3345789,-75.8078997
node,5693066259,Rainbow Cafe,food_court,,,45.4013137,-75.6519475
node,5622497602,The Food Court,food_court,,,45.3833716,-75.6975563
way,477385916,The Terrace Food Court,food_court,,,45.2973843,-75.9392764
node,2476948868,University of Ottawa,food_court,,,45.4192976,-75.6789794
node,6129782998,Westgate Food Court,food_court,,,45.3869381,-75.735476
way,558971404,,ice_cream,,,45.4991686,-76.0769464
node,8830679518,Amore Gelato,ice_cream,,,45.4269069,-75.6913108
way,685770583,Bar Laitier,ice_cream,,,45.4751483,-75.7090304
way,714969993,Bar Laitier Le Twist,ice_cream,,,45.5893138,-75.4174393
way,624536883,Bar Lautier Le Glacier,ice_cream,,,45.5781038,-75.412536
way,478521058,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.2738277,-75.7198098
way,561087168,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.3672241,-75.702642
way,567226651,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.3119073,-75.9157326
way,576873988,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.3808849,-75.6703884
way,599071840,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.35131,-75.7345835
way,631327669,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.4581425,-75.4932165
way,670753894,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.3628657,-75.7894661
node,6761628260,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.4253037,-75.6915571
node,12160016817,Baskin-Robbins,ice_cream,ice_cream,Baskin-Robbins,45.3910485,-75.7563848
node,7528966789,Boccato,ice_cream,,,45.4007435,-75.6824753
node,5846387287,Brett's Ice Cream,ice_cream,,,45.3288189,-75.8992289
node,1786252165,Brooklyn Place,ice_cream,,,45.6039393,-76.4920719
way,195441385,Carp Custom Creamery,ice_cream,,,45.1367264,-76.1393332
way,991324145,Carp Custom Creamery,ice_cream,,,45.4797189,-76.0824339
node,3690808325,Cassis,ice_cream,,,45.3946028,-75.8478862
node,11053739205,Coco's Creamery,ice_cream,,,45.3682445,-75.7756374
node,12760780601,Creme Glacée Heritage Pizza,ice_cream,,,45.3947505,-75.8451852
node,6286347134,Crèmerie et Churros Flamingo,ice_cream,,,45.4920127,-75.6528103
node,6716014948,Crèmerie Linda,ice_cream,,,45.553594,-75.4352255
way,671955992,Frissons & Bonbons,ice_cream,,,45.487615,-75.6011435
node,6065306249,Frissons & Bonbons,ice_cream,,,45.4646089,-75.7721955
node,6114403958,Froshberg Gelato,ice_cream,,,45.4245926,-75.6901062
node,5800014784,Haven's Creamery,ice_cream,,,45.4040673,-75.688819
node,7039372530,Katherine Mandarine Crèmierie,ice_cream,,,45.4755885,-75.7303692
way,273585161,La Cigale,ice_cream,,,45.5044156,-75.8112695
node,6124216004,La Crémière,ice_cream,,,45.3465376,-75.8065978
node,6283637092,La Crémière,ice_cream,,,45.4763613,-75.6945642
node,11620284568,La Diperie,ice_cream,,,45.4452583,-75.7321874
node,9111517378,Lois 'N' Frima's,ice_cream,,,45.4019675,-75.6876167
node,6100576582,Lois N' Frema's,ice_cream,,,45.4273937,-75.691614
node,5891429651,Lois N' Frima's,ice_cream,,,45.254057,-75.9165868
node,4243105189,Love & Electric,ice_cream,,,45.4049903,-75.7232903
node,12103276280,Mallard’s Milk Bar,ice_cream,,,45.4322875,-76.3556889
