OSM_TYPE,OSM_ID,NAME,CATEGORY,CUISINE,BRAND,LATITUDE,LONGITUDE
node,4700378740,Casse-Croûte Patalou,fast_food,,,45.6061943,-75.1184311
way,609269895,Casse-croute Presto Grab & Go,fast_food,,,45.4399,-75.2395939
node,6564661128,Casselman Shawarma & Grill,fast_food,kebab,,45.3143417,-75.0883361
way,472395994,Cathay,fast_food,chinese,,45.343367,-75.7568715
way,674473765,Cedar Valley Lebanese Food,fast_food,lebanese,,45.4610566,-75.5237655
node,4760024042,Centrale Bergham,fast_food,burger,,45.3781159,-75.6667662
node,6386333347,Centrale Bergham,fast_food,burger,,45.4252017,-75.7191789
way,606789209,Centrale Burgham,fast_food,burger,,45.4672407,-75.5323136
node,5897278868,Centrepointe Cafe & Deli,fast_food,sandwich,,45.3430102,-75.7618167
node,6104074493,Centretown Donair & Pizza,fast_food,pizza,,45.4086536,-75.704288
way,371771450,Chalet Donair Shawarma,fast_food,kebab,,45.4666501,-75.7000464
node,9333158045,Charcoal Boys,fast_food,kebab,,45.4504157,-75.5187787
node,4782968327,Cheese it Pizza,fast_food,,,45.415494,-75.6966572
node,6719067650,Cheezy Pizza,fast_food,pizza,,45.4213382,-75.6977336
node,9296868311,Chef Ric's,fast_food,sandwich,,45.4298913,-75.6826385
way,578287129,Chess Pizza,fast_food,,,45.3489558,-75.7149066
way,369104599,Chez Bob Pataterie,fast_food,burger;hot_dog,,45.4610203,-75.700642
way,477368638,Chez Fritz,fast_food,friture,,45.4842925,-75.630984
way,584712572,Chez Gaston Shawarma,fast_food,kebab,,45.3986948,-75.8365752
node,1764246930,Chez Jack,fast_food,friture,,45.551866,-76.0993955
way,484828730,Chez Shawarma,fast_food,,,45.4517716,-75.5116062
node,6721899491,Chez Sylvie,fast_food,fried_food,,45.5387082,-76.0202133
node,2364883185,chez villa pizza & shawarma,fast_food,pizza;burger,,45.4295177,-75.7264268
node,6720239439,Chez Villa Shawarma & Pizza,fast_food,kebab,,45.5872113,-75.4166872
node,10800555110,Chicco Pizza,fast_food,pizza,,45.4847843,-75.6076723
way,671959552,Chicco Shawarma,fast_food,kebab,,45.4899049,-75.5950394
way,1453136002,Chick-fil-A,fast_food,chicken,Chick-fil-A,45.2965999,-75.9406627
way,621820159,Chickpeas,fast_food,,,45.4145495,-75.6482759
node,10827902070,Chico Pizza,fast_food,pizza,,45.5051451,-75.6106229
way,609966177,Chili Craft Pizza,fast_food,pizza,,45.3546848,-75.8068956
node,5809687412,Chip Chop,fast_food,fries,,45.014079,-75.6406988
way,454071476,Chip Stand,fast_food,fried_food,,45.4280347,-75.6938008
node,5949934239,Chip Stand,fast_food,,,45.4184215,-75.5990911
node,10017136172,Chip Stop,fast_food,,,45.2750505,-75.9489662
node,4940326562,Chip Wagon,fast_food,fries,,45.4302477,-75.6817366
node,5764424917,Chip Wagon,fast_food,fries,,45.3782156,-75.6683437
way,607218506,Chipotle,fast_food,mexican,Chipotle,45.2741002,-75.7191707
way,651630087,Chipotle,fast_food,mexican,Chipotle,45.4253217,-75.6930733
way,657653628,Chipotle,fast_food,mexican,Chipotle,45.285559,-75.909523
way,473049720,Chips and Dairy,fast_food,,,45.3477445,-75.6263045
node,6284375884,Chuck's Casse-Croûte,fast_food,,,45.4749328,-75.6827458
way,567226643,Chung Chun Rice Dog,fast_food,korean;hot_dog,,45.311494,-75.9159479
node,9611917165,Chungchun,fast_food,hot_dog;korean,Chungchun Rice Dog,45.350572,-75.7617584
node,11112856752,Chungchun,fast_food,hot_dog;korean,Chungchun Rice Dog,45.3993803,-75.6849634
node,13052227393,Chungchun Rice Dog,fast_food,,,45.4030094,-75.7341824
way,437082149,Cinnabon,fast_food,dessert,Cinnabon,45.3467295,-75.8066439
way,477536417,Cinnabon,fast_food,dessert,Cinnabon,45.4224188,-75.6391684
node,4924957951,Cinnaholic,fast_food,dessert,,45.3993556,-75.6840715
node,11395517979,Cinnaholic,fast_food,,,45.308037,-75.9119214
way,671382563,Cite De Chine,fast_food,chinese,,45.4841105,-75.6503292
way,591921394,Classic Shawarma,fast_food,kebab,,45.2685148,-75.9423768
node,457282818,Claude Chip Wagon,fast_food,,,45.4256677,-75.6319494
node,5668172187,Claypot Asian Cuisine,fast_food,chinese,,45.4193325,-75.7049159
way,466090062,Coco Frite,fast_food,friture,,45.4937155,-75.5833465
node,5622497598,Colonel By Chicken,fast_food,chicken,,45.3833362,-75.6976569
node,5888865466,Colonel's City Pizza,fast_food,pizza,,45.2720462,-75.2827446
node,6564734689,Colonel's City Pizza,fast_food,pizza,,45.3117564,-75.085556
node,5668172185,Corner Kitchen,fast_food,,,45.4194525,-75.7045252
node,12718504625,Costco Food Court,fast_food,hot_dog;pizza;sandwich,Costco,45.4355915,-75.6034299
node,12718822479,Costco Food Court,fast_food,hot_dog;pizza;sandwich,Costco,45.3025282,-75.9124359
node,12718836432,Costco Food Court,fast_food,hot_dog;pizza;sandwich,Costco,45.2688017,-75.7841912
node,12718848711,Costco Food Court,fast_food,hot_dog;pizza;sandwich,Costco,45.3378843,-75.7229719
way,436156676,Country Fresh Food & Take Out,fast_food,burger,,45.0917618,-75.9906607
node,6475954933,Cousin Vinny's Pizzeria,fast_food,pizza,,45.1941201,-75.8426276
way,289073111,Cozmos Souvlaki,fast_food,greek,,45.3261832,-75.7799936
way,654819598,Craig Henry Chinese Food,fast_food,chinese,,45.3324036,-75.7702908
node,5891429656,Crave Tacos,fast_food,mexican,,45.2547726,-75.9168973
node,6213561421,Cravings Food Truck,fast_food,,,45.4214077,-75.6215476
node,7752634547,Creek Shawarma & Bakery,fast_food,kebab,,45.3190824,-75.592055
way,593903168,Créole Sensations,fast_food,haitian,,45.4458628,-75.594312
way,477547231,Crepe de Licious,fast_food,crepe,,45.4225335,-75.6379052
node,6114403959,Crepe Delicious,fast_food,crepe,,45.424666,-75.690107
node,9333206341,Crêperie Rim,fast_food,crepe,,45.4230265,-75.6972813
way,437086825,Crepes and Waffles,fast_food,crepe,,45.3471283,-75.8071359
node,5732707232,Crispy's,fast_food,chicken,,45.3527607,-75.6475626
node,9695158490,Cultures,fast_food,sandwich,Cultures,45.3474026,-75.8067891
node,4003118886,Cypress Gardens,fast_food,chinese,,45.3955081,-75.7133799
way,570570090,D Spot,fast_food,dessert,,45.3101704,-75.9093249
way,319187752,Dairy Barn,fast_food,ice_cream,,45.0247794,-75.6461954
way,218467987,Dairy Queen,fast_food,ice_cream;burger;chicken,Dairy Queen,45.1291047,-76.1239657
way,233811387,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.323547,-75.8285755
way,233905579,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.363599,-75.7900885
way,259456820,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.3903346,-75.6797643
way,264693947,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4337084,-76.3446184
way,410941070,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.2698242,-75.7440409
way,461140627,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4212269,-75.7471798
way,476688430,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4845345,-75.6460005
way,479756554,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.432275,-75.649501
way,484370943,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4645176,-75.5383808
way,485140474,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4685429,-75.4904656
way,558621257,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.0295129,-75.6336205
way,567230325,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.3102626,-75.920298
way,584710161,Dairy Queen,fast_food,cake;ice_cream,Dairy Queen,45.3944973,-75.8350485
way,593943484,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.2880095,-75.672926
way,668488647,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.4493306,-75.5875462
node,1305071677,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.2687081,-75.3015143
node,1521214054,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.3036967,-75.878885
node,2088038854,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.3734929,-75.6537722
node,6307358635,Dairy Queen,fast_food,ice_cream;burger,Dairy Queen,45.3727312,-75.7693073
node,7244052016,Dal Moro's,fast_food,italian,,45.4285359,-75.6937191
node,9695158493,Dal Moro's Fresh Pasta To Go,fast_food,italian,,45.3475007,-75.8070058
way,485219139,Damas Kitchen,fast_food,pizza,,45.3503213,-75.6717027
node,6152749751,Deli Kat Cafe,fast_food,sandwich,,45.4201931,-75.7038729
way,485242195,Delivery Sushi,fast_food,sushi,,45.3536906,-75.6492497
node,8155662773,Dessert First,fast_food,dessert,,45.3947273,-75.6835124
way,604059118,Di Noodle,fast_food,vietnamese,,45.3532931,-75.6490057
way,478217644,Dickey's Barbeque Pit,fast_food,barbecue,,45.2696196,-75.7410431
node,5864740108,Dig In,fast_food,,,45.4553716,-75.5829656
node,2990989312,District Deli,fast_food,,,45.4042938,-75.7281414
node,5878873368,Do Good Food,fast_food,caribbean,,45.3556544,-75.8051361
way,174769203,Domino's,fast_food,pizza,Domino's,45.4027867,-75.7253004
way,479399948,Domino's,fast_food,pizza,Domino's,45.293951,-75.7413761
way,484370784,Domino's,fast_food,pizza,Domino's,45.4647998,-75.5375153
way,576881312,Domino's,fast_food,pizza,Domino's,45.3055272,-75.9231119
way,576918516,Domino's,fast_food,pizza,Domino's,45.2858094,-75.8676877
way,617092346,Domino's,fast_food,pizza,Domino's,45.3719832,-75.6652652
way,620501502,Domino's,fast_food,pizza,Domino's,45.440897,-75.644307
way,633073199,Domino's,fast_food,pizza,Domino's,45.2699739,-75.6957646
way,640897178,Domino's,fast_food,pizza,Domino's,45.2657134,-75.9306526
way,647450171,Domino's,fast_food,pizza,Domino's,45.260247,-75.7687492
way,661301391,Domino's,fast_food,pizza,Domino's,45.4743125,-75.7024698
way,664940367,Domino's,fast_food,pizza,Domino's,45.4667659,-75.490687
node,1339127907,Domino's,fast_food,pizza,Domino's,45.4236506,-76.3693032
node,2622899069,Domino's,fast_food,pizza,Domino's,45.3863321,-75.7396346
node,4492679764,Domino's,fast_food,pizza,Domino's,45.4303142,-75.6892406
node,4830165695,Domino's,fast_food,pizza,Domino's,45.4105867,-75.6304853
node,5597089089,Domino's,fast_food,pizza,Domino's,45.4113054,-75.6933814
node,5777078831,Domino's,fast_food,pizza,Domino's,45.354376,-75.807142
node,5857384834,Domino's,fast_food,pizza,Domino's,45.1371067,-76.1414498
node,5912940536,Domino's,fast_food,pizza,Domino's,45.3492726,-75.7333631
node,6090096665,Domino's,fast_food,pizza,Domino's,45.4268982,-75.6800221
node,6600368487,Domino's,fast_food,pizza,Domino's,45.5418737,-75.3018352
node,6760321448,Domino's,fast_food,pizza,Domino's,45.4531021,-75.7392009
node,9247067110,Domino's,fast_food,pizza,Domino's,45.0298588,-75.6359666
node,11112688837,Domino's,fast_food,pizza,Domino's,45.3461062,-75.6242205
node,13104717377,Domino's,fast_food,pizza,Domino's,45.2704465,-75.312866
node,5888798608,Dong Seng,fast_food,chinese,,45.2698542,-75.2919272
way,570300168,Dumpling? Dumpling!,fast_food,chinese,,45.3387544,-75.7715106
node,13341720807,DZ House,fast_food,sandwich;african;algerian,,45.4296297,-75.6833034
node,5931809917,Eastview Pizza,fast_food,pizza,,45.4363481,-75.6612573
node,4456757740,Eddy Authentic Lebanese Cuisine,fast_food,kebab,,45.4274974,-75.692811
way,481693119,Edo Japan,fast_food,japanese,Edo Japan,45.350472,-75.7618287
way,537538733,Edo Japan,fast_food,japanese,Edo Japan,45.2685558,-75.9317039
way,660813439,Edo Japan,fast_food,japanese;sushi,Edo Japan,45.2688163,-75.74494
way,570300176,Eggroll Factory,fast_food,chinese,,45.3393455,-75.7716351
node,5668279496,El Toro Pizza,fast_food,pizza,,45.4176995,-75.7024974
node,5668279503,Elite Kitchen,fast_food,persian,,45.4174959,-75.7026638
way,661305452,Elyo Shawarma,fast_food,shawarma,,45.4867128,-75.7012151
way,661306072,Elyo Shawarma,fast_food,lebanese;mediterranean,,45.5043077,-75.6781291
node,2242201582,Epicurean Munchie Truck,fast_food,,,45.4358113,-75.6621771
node,5838755190,Epicuria,fast_food,,,45.4489348,-75.6505989
way,699080776,Eric's Pizza,fast_food,pizza,,45.3118371,-75.0845992
node,7126174117,Eva's Chip Wagon,fast_food,,,45.2814361,-75.571528
way,567226637,Extreme Pita,fast_food,pita,Extreme Pita,45.3099906,-75.9123204
node,3275585862,Falafel House,fast_food,kebab,,45.4246532,-75.6348791
node,5996207587,Falafel on Wheels,fast_food,kebab,,45.4455862,-75.6087675
way,481266734,Falafel Scoop,fast_food,falafel,,45.4119625,-75.6966581
way,709287240,Familia Pizza,fast_food,pizza,,45.5067188,-75.6358091
way,744776213,Famous Wok,fast_food,chinese,,45.4781392,-75.5161245
node,5764321682,Far Jano,fast_food,middle_eastern,,45.3833367,-75.6208813
way,469754847,Far Les's Chip Stand,fast_food,fries,,45.1486711,-75.6018257
node,790308511,Fat Albert's,fast_food,pizza,,45.4837122,-75.4756314
way,591921384,Fat Bastard Burrito,fast_food,mexican,Fat Bastard Burrito,45.2682419,-75.9419783
way,998038894,Fat Bastard Burrito,fast_food,mexican,Fat Bastard Burrito,45.3454851,-75.7314531
way,1102864917,Fat Bastard Burrito,fast_food,mexican,Fat Bastard Burrito,45.2935511,-75.8938418
node,5996279158,Fat Bastard Burrito,fast_food,mexican,Fat Bastard Burrito,45.3861549,-75.7402343
node,13341720809,Fat Bastard Burrito,fast_food,mexican,Fat Bastard Burrito,45.4301173,-75.6821215
way,608433324,Fat Bastard Burrito Co.,fast_food,mexican,,45.3784876,-75.6443067
way,982356797,Fat Bastard Burrito Co.,fast_food,mexican,,45.2739462,-75.746652
node,5811024114,Fat Lee's Chip Stand,fast_food,fries,,45.0207208,-75.6325422
way,521591851,Fat Les's Chip Stand,fast_food,,,45.1463655,-75.0773702
node,5962874404,Fat Les's Chip Stand,fast_food,,,45.0243419,-75.656324
node,6699486366,Fat Les's Chip Stand & Wham Burger!,fast_food,fries;burger;chicken;hot_dog;poutine,,45.2678881,-75.752445
node,6157727295,Fatboy Burgers,fast_food,burger,,45.410684,-75.6097703
node,5095878971,Fattoush Lady,fast_food,kebab,,45.4216073,-75.6948766
node,6152753714,Fiazza,fast_food,pizza,,45.4209339,-75.6993701
way,155195580,Fire Shawarma,fast_food,kebab,,45.399692,-75.731634
way,472844031,Firehouse Subs,fast_food,sandwich,Firehouse Subs,45.339467,-75.7119394
way,484525713,Firehouse Subs,fast_food,sandwich,Firehouse Subs,45.4521494,-75.5127992
way,510535388,Firehouse Subs,fast_food,sandwich,Firehouse Subs,45.4370462,-75.6038406
way,660813444,Firehouse Subs,fast_food,sandwich,Firehouse Subs,45.2690896,-75.7442942
node,11395517978,Firehouse Subs,fast_food,sandwich,Firehouse Subs,45.3080309,-75.9119873
node,11777065344,Fishy's Original Jerk,fast_food,caribbean,,45.4681989,-75.5321631
node,6041852436,Fitz Fries,fast_food,fries,,45.229188,-75.682141
way,266067034,Five Guys,fast_food,burger,Five Guys,45.2744643,-75.748031
way,472844038,Five Guys,fast_food,burger,Five Guys,45.3385574,-75.7145501
way,484828781,Five Guys,fast_food,burger,Five Guys,45.4505553,-75.5162413
way,485230239,Five Guys,fast_food,burger,Five Guys,45.2891298,-75.9032679
way,621838618,Five Guys,fast_food,burger,Five Guys,45.4119833,-75.6459562
node,13148532549,FlavaDaddy,fast_food,protein,,45.3494467,-75.7660749
node,4640808618,Food Stop,fast_food,,,45.1925128,-75.8413895
node,5959563714,Food Truck,fast_food,,,45.330095,-75.2523968
node,12292226768,For God Shakes,fast_food,milkshake,,45.3950372,-75.6840846
node,6146684315,Frankie's Italian Deli,fast_food,sandwich,,45.3303495,-75.7097778
node,7027818226,Frenchie's Super Fries,fast_food,fries,,45.4016883,-75.727184
way,597564038,Fresh Mango,fast_food,juice,,45.470516,-75.5252013
node,6569052538,Freshly Sequeezed,fast_food,juice,,45.4217429,-75.6398775
way,651371845,Freshly Squeezed,fast_food,juice,Freshly Squeezed,45.4254688,-75.6919849
node,5965140057,Freshman Pizza,fast_food,pizza,,45.1318058,-75.7162794
way,485200641,Fried Chicken Club,fast_food,chicken,,45.3991405,-75.6236815
way,476688339,Frite Royal,fast_food,friture,,45.484608,-75.6465045
node,5689366238,Fritomania,fast_food,fries,,45.4696103,-75.5276491
node,5863799995,Fry Guyz,fast_food,fries,,45.4459419,-75.6120917
node,5880266275,Fry Me to the Moon,fast_food,fries;burger;american,,45.2567297,-75.3723639
node,5916256941,Fry Time,fast_food,fries,,45.4362762,-75.6054841
node,5934602878,Fuel Bar,fast_food,,,45.4208898,-75.6955095
node,4688776912,G Burger,fast_food,burger,,45.398384,-75.7388294
way,234032096,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2922681,-75.8574298
way,428193254,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4349064,-75.7327842
way,445605619,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2870903,-75.6713164
way,467485601,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.447429,-75.592929
way,478766615,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3180246,-75.5948548
way,478968911,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2968583,-75.7337468
way,484822868,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3705052,-75.7173353
way,543613107,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.5446242,-75.3023393
way,562117357,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3668048,-75.7876919
way,570820754,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4818278,-75.4736193
way,576869297,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2728133,-75.93241
way,578272908,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3736403,-75.6633379
way,581659405,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3191736,-75.8366556
way,597844422,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4473534,-75.5267373
node,600122049,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.415551,-75.6962877
way,606499009,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3159328,-75.9206903
way,616342841,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.0229129,-75.6523288
way,631327668,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4581632,-75.4931395
way,668382827,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3797596,-75.7502195
way,671165710,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4686361,-75.4542817
way,709271130,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.3529238,-75.6455036
node,4512646807,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4035389,-75.7332835
node,4618955413,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2739559,-75.276047
node,4619011307,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.2651546,-75.776624
node,4620974908,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4206447,-75.6956742
node,4620975919,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4267707,-75.7132787
node,4620983267,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4717362,-75.7014815
node,6103824307,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4198665,-75.6928343
node,6317039212,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4283797,-75.6860841
node,6720169001,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.5757346,-75.4102262
node,7241404360,Gabriel Pizza,fast_food,pizza,Gabriel Pizza,45.4355115,-75.6626599
way,371782903,Gaga Patate,fast_food,poutine,,45.4620488,-75.6981988
node,11777065353,Garlic King,fast_food,kebab,,45.4707641,-75.5246674
node,5951860173,Gburger,fast_food,burger,,45.4146771,-75.6879399
node,7102198831,German Doner Kebab,fast_food,kebab,German Doner Kebab,45.4175474,-75.6902941
way,577926260,Ginko Garden Chinese Food,fast_food,chinese,,45.3896122,-75.6173109
way,682183750,Gio Pizza,fast_food,pizza,,45.3539188,-75.704517
way,607441094,Giovanni's Snack Bar,fast_food,pizza,,45.4069126,-75.7092456
node,1758687529,Glen French Fries (chip truck),fast_food,fries,,45.3960646,-75.7446979
node,6682273473,Glen's,fast_food,fries,,45.3075853,-75.9173888
way,654118356,Glory Shawarma,fast_food,,,45.3870879,-75.7355281
way,478533536,Go 4 Greek,fast_food,greek,,45.2752214,-75.7373697
node,5668279494,Go For Sushi,fast_food,sushi,,45.4179933,-75.7024
way,603897740,Golden Capital,fast_food,chinese,,45.3506268,-75.7818515
node,4743767891,Golden Center Pizza,fast_food,pizza,,45.4328463,-75.6752602
node,5584426818,Golden Crust,fast_food,pizza,,45.4456318,-75.6101894
way,474371466,Golden Crust Pizzeria,fast_food,pizza,,45.4511359,-75.6522064
node,6440874660,Golden Fries,fast_food,fries,,45.4799073,-75.5353349
node,6317041085,Golden One,fast_food,chicken,,45.4295197,-75.6835464
node,4512646805,Golden Thai,fast_food,thai,,45.4034249,-75.7333854
node,5867010991,Gongfu Bao,fast_food,asian;regional,,45.4140342,-75.6950343
node,6112190715,Gourmet Grub,fast_food,sandwich,,45.016433,-76.362378
node,4751129740,Gourmet Sushi,fast_food,sushi,,45.4318658,-75.6938749
node,5606069125,Grab N' Eat,fast_food,filipino,,45.3565614,-75.8009085
node,6762950636,Greber Pizza,fast_food,pizza,,45.459075,-75.7421152
node,6762950637,Greber Shawarma,fast_food,kebab,,45.4591278,-75.742094
way,574217793,Greek on Wheels,fast_food,greek,,45.3525153,-75.7777167
way,591915535,Greek on Wheels,fast_food,greek,,45.4430002,-75.6443688
way,603914585,Greek on Wheels,fast_food,greek,,45.2992596,-75.8856874
way,604084870,Greek on Wheels,fast_food,greek,,45.3442441,-75.6660034
way,614916102,Greek on Wheels,fast_food,,,45.4559636,-75.5060962
node,9085059901,Greek on Wheels,fast_food,greek,,45.284898,-75.745044
node,9297669401,Greek on Wheels,fast_food,,,45.4159576,-75.6957441
way,578263665,Greek Plus,fast_food,greek,,45.4796234,-75.5375533
way,663543731,Greek Souvlaki House,fast_food,greek,,45.3456323,-75.6924413
node,5941699908,Green Rebel,fast_food,salad,,45.418767,-75.7025841
node,5941722848,Green Rebel,fast_food,salad,,45.4209551,-75.6992889
node,5854194532,Grill Master Express,fast_food,,,45.3427783,-75.7196456
node,5622637390,Grill Works,fast_food,sandwich,,45.3809015,-75.6989678
node,6135802147,Grow Your Roots,fast_food,,,45.2859857,-75.8755752
node,11509007969,Guac Mexi Grill,fast_food,mexican,Guac Mexi Grill,45.3080429,-75.9118344
way,470451969,Guava's Shawarna,fast_food,kebab,,45.2740314,-75.7193818
node,5897278843,H&R Pizza,fast_food,pizza,,45.3396139,-75.7540812
node,7030401492,Ha Lou French Fries,fast_food,,,45.4183038,-75.702051
way,585752212,Habibi Pizza & Pies,fast_food,pizza,,45.412551,-75.6802667
way,591034762,hanahana,fast_food,korean,,45.2971891,-75.8879082
node,5816706053,Happy Rolls Roller Ice Cream,fast_food,barbecue,,45.4006797,-75.7300791
way,505298045,Happy Times Pizza,fast_food,pizza,,45.4863203,-76.07412
way,581696766,Harbour Pizza,fast_food,pizza,,45.4715261,-76.2151346
way,478956215,Harir Kabab,fast_food,kebab,,45.2921489,-75.7288947
node,6761573572,Harris Deli,fast_food,sandwich,,45.4191358,-75.7032049
way,162777994,Harvey's,fast_food,burger,Harvey's,45.4489131,-75.7351269
way,166369164,Harvey's,fast_food,burger,Harvey's,45.4721235,-75.701672
way,231975870,Harvey's,fast_food,burger,Harvey's,45.308987,-75.914641
way,233898506,Harvey's,fast_food,burger,Harvey's,45.3255545,-75.8238325
way,257178559,Harvey's,fast_food,burger,Harvey's,45.3441997,-75.729884
way,288961787,Harvey's,fast_food,burger,Harvey's,45.3704331,-75.7691092
way,305804533,Harvey's,fast_food,burger,Harvey's,45.44304,-75.639729
way,320912246,Harvey's,fast_food,burger,Harvey's,45.3644186,-75.7321244
way,473202862,Harvey's,fast_food,burger,Harvey's,45.4159787,-75.6013655
way,483215166,Harvey's,fast_food,burger,Harvey's,45.3538081,-75.6490179
way,576918513,Harvey's,fast_food,burger,Harvey's,45.2866315,-75.8677239
node,600101643,Harvey's,fast_food,burger,Harvey's,45.418767,-75.691363
node,1674565934,Harvey's,fast_food,burger,Harvey's,45.1299478,-76.1223892
node,2456328309,Harvey's,fast_food,burger,Harvey's,45.3220247,-75.6669366
node,4616547725,Harvey's,fast_food,burger,Harvey's,45.4056907,-75.7029158
node,4757841150,Harvey's,fast_food,burger,Harvey's,45.4584031,-75.494673
node,6565089689,Harvey's,fast_food,burger,Harvey's,45.3054215,-75.0804591
node,11558216770,Harvey's,fast_food,burger,Harvey's,45.3329522,-75.6941214
way,238903196,Heartbreakers Pizza,fast_food,pizza,,45.3988285,-75.7276863
way,654078826,Hello Sushiman,fast_food,sushi,,45.4538363,-75.5113484
node,4457025801,Hing Lung Chinese Food,fast_food,chinese,,45.432121,-75.6937377
node,6154404777,Hog Diggety Dog,fast_food,,,45.4183743,-75.6987945
way,1268030801,Holey Confections,fast_food,donut,,45.4673813,-75.5319655
node,5857487918,Holey Confections,fast_food,donut,,45.1374709,-76.1428352
node,5965405473,Holland's Pizzeria,fast_food,pizza,,45.4252643,-75.6532563
node,4779809886,Holy Guacamole,fast_food,mexican;grill,,45.4271596,-75.6891463
node,12829246444,Honey Drop,fast_food,,,45.4570991,-75.4987049
way,604084875,Hong Kong Chinese Food,fast_food,chinese,,45.344409,-75.6665035
node,2476976983,Hot Crispy Chicken,fast_food,shawarma,,45.4260538,-75.6815277
node,9176321102,hot patato,fast_food,,,45.2681861,-75.3099539
node,5951913915,House of Georgie,fast_food,pizza,,45.4164366,-75.6897946
node,2088038880,House of Pizza,fast_food,pizza,,45.3767345,-75.6468558
way,578263660,House of Pizza Plus,fast_food,,,45.4798797,-75.5377341
node,11794152231,Hugo Taco,fast_food,mexican,,45.4133191,-75.6942189
way,587955605,Hung Mein,fast_food,chinese,,45.3417198,-75.7873307
node,5759118156,Ice Flame,fast_food,ice_cream;indian;tibetan,,45.3490355,-75.7698666
node,5622637388,Il Forno Tuscano,fast_food,italian,,45.3808605,-75.6990168
way,630053623,Imilio's Pizzeria,fast_food,pizza,,45.4318808,-75.565488
node,4456757736,India Cafe,fast_food,indian,,45.4277759,-75.6930473
way,589529612,Indian Food Hub,fast_food,indian,,45.3745256,-75.708832
node,6760848996,Insta Bolz,fast_food,,,45.4264923,-75.6805704
way,738330013,Ishkendar Doner Kebab House,fast_food,kebab,,45.4160223,-75.6011642
node,4779808761,Island Flava,fast_food,caribbean,,45.4267458,-75.689131
node,5825966864,Island Grill,fast_food,caribbean,,45.4142982,-75.6956519
node,6754422999,It’s a Wrap,fast_food,pita,,45.3489689,-75.7564048
node,3720511814,Its Mamas Kitchen,fast_food,kebab,,45.3915691,-75.6902171
way,578678058,J N Pizza,fast_food,pizza,,45.4180079,-75.6081706
node,5081735092,Jerk on Wheels,fast_food,,,45.4025878,-75.7338074
node,4751593811,Jerkies Chicken,fast_food,chicken,,45.4212027,-75.6723959
way,457623204,Jimmy the Greek,fast_food,greek,Jimmy the Greek,45.372712,-75.7684262
way,477546418,Jimmy the Greek,fast_food,greek,Jimmy the Greek,45.4227265,-75.6383527
way,651637557,Jimmy the Greek,fast_food,greek,Jimmy the Greek,45.4245131,-75.6896692
node,5668153230,Jimmy the Greek,fast_food,greek,Jimmy the Greek,45.4205319,-75.7016366
