OSM_TYPE,OSM_ID,NAME,TYPE,CUISINE,LATITUDE,LONGITUDE
node,4751593724,Asal Restaurant,restaurant,african,45.4212576,-75.6722581
node,1339127902,Asia Garden,restaurant,chinese,45.4215928,-76.3691156
way,699082095,Asian Bistro,restaurant,asian,45.3081536,-75.0825894
way,478366940,Asian Dragon,restaurant,chinese,45.2681595,-75.7472391
way,623573733,Asian Express,restaurant,,45.270873,-75.2902058
node,5939864448,Asli Dining,restaurant,somali,45.3654206,-75.6595735
node,3690884349,Astoria Bistro Botanique,restaurant,,45.4250221,-75.718055
node,8519269606,Astoria Café,restaurant,coffee_shop,45.4250055,-75.7181104
way,460956122,Atelier,restaurant,,45.3995712,-75.7065688
way,581659407,Athens Grill,restaurant,,45.3192198,-75.8366941
way,174190031,Au Coin du Camionneur,restaurant,pizza,45.5523169,-76.0979562
node,11635930860,Au Petit Kian,restaurant,,45.4657264,-75.7377121
node,4357789505,Au Petit Mouton Blanc,restaurant,,45.565112,-75.2270264
way,671623819,Au Rendez Vous,restaurant,,45.4847257,-75.6097053
way,115661316,Au Vieux Duluth,restaurant,greek,45.474103,-75.7040274
node,9936209215,Au Vieux Duluth,restaurant,,45.4738382,-75.7387804
way,510520361,Authentic Vietnamese Pho House,restaurant,vietnamese,45.2687267,-75.7814536
way,545573640,Authentic Vietnamese Pho House,restaurant,vietnamese,45.325437,-75.7797156
way,591041971,Authentic Vietnamese Pho House,restaurant,vietnamese,45.2737584,-75.8706721
node,9085059905,Ayini,restaurant,indian,45.2850253,-75.7453804
node,13243542901,Ayla's Social Kitchen,restaurant,mediterranean,45.4022794,-75.7108114
node,12335908488,AZTA taquéria,restaurant,mexican,45.4345578,-75.7991406
way,570300175,BAAN Thai Restaurant,restaurant,thai,45.3390955,-75.7717431
way,560871152,Babbos,restaurant,italian,45.2237678,-75.6848973
node,13034283209,Baccanalle,restaurant,caribbean,45.4556303,-75.6528584
node,7579146834,Back to Brooklyn,restaurant,,45.4292092,-75.6931147
node,5113457164,Backdrop,restaurant,,45.4193501,-75.694603
node,3778731922,Baja Burger,restaurant,burger,45.364216,-75.8018148
node,5622497589,Bakers,restaurant,,45.3834479,-75.6980699
node,3690908622,Bambou,restaurant,chinese,45.3949469,-75.8463485
way,447277014,Bambu,restaurant,asian,45.332768,-75.692714
node,3306672995,Banc Sushi,restaurant,japanese,45.4470243,-75.6289893
way,474458710,Banditos,restaurant,mexican,45.4057535,-75.6894805
node,1675788185,Bar Lupulus,restaurant,regional,45.3995023,-75.7322726
way,522456049,Barbies,restaurant,,45.4639046,-75.7170965
way,478366935,Barrhaven Vietnamese Restaurant,restaurant,vietnamese,45.2679799,-75.7475763
node,588151002,Barrio,restaurant,spanish,45.4265718,-75.6913533
way,472844034,Baton Rouge,restaurant,,45.33958,-75.710976
way,570570088,Baton Rouge,restaurant,american,45.3105425,-75.909447
node,4270910292,Baton Rouge,restaurant,,45.4181659,-75.7039824
way,223543013,Bâton Rouge,restaurant,steak_house,45.442785,-75.7324368
node,2970677748,Beckta,restaurant,regional,45.4204657,-75.6928553
way,617092347,Beijing Legend,restaurant,chinese,45.3720405,-75.6646892
node,6720239444,Belga Bistro Bar,restaurant,,45.587013,-75.4170084
way,578268886,Bella Vista,restaurant,,45.3727611,-75.6620822
way,545573661,Bella's Boys Italian Kitchen,restaurant,italian,45.3250644,-75.7805336
node,3603028120,Belmont,restaurant,,45.3924386,-75.6818868
way,661301381,Ben & Florentine,restaurant,breakfast,45.4749622,-75.7053891
node,3690737560,Ben & Florentine,restaurant,brunch,45.4162333,-75.8073052
node,967976471,Ben Ben Restaurant,restaurant,chinese,45.4110431,-75.7070219
way,168259537,Benny & Co.,restaurant,chicken,45.4139785,-75.8078736
way,387000499,Benny & Co.,restaurant,chicken;barbecue;poutine,45.4818384,-75.7019047
way,413958878,Benny & Co.,restaurant,chicken;barbecue;poutine,45.4486007,-75.7346684
way,476688664,Benny & Co.,restaurant,chicken;barbecue;poutine,45.484121,-75.6438535
way,476957552,Benny & Co.,restaurant,chicken;barbecue;poutine,45.5044685,-75.6806405
way,651630090,Bento Sushi,restaurant,sushi,45.4255519,-75.691149
node,5204841597,Bento Sushi,restaurant,japanese,45.4226641,-75.6838916
node,13341771889,Bento Sushi,restaurant,sushi,45.4234801,-75.683606
way,317132583,Beurre Salé,restaurant,breakfast;crepe,45.3946554,-75.8518165
node,2967021002,Beyond the Pale Byward Taproom,restaurant,grill,45.4268862,-75.693818
way,68587725,Biagio's,restaurant,italian,45.3645306,-75.788307
node,6747817900,BiBi's,restaurant,,45.4031149,-75.7255385
node,6034637703,Bibliothèque Café,restaurant,,45.4213453,-75.6954256
way,584815438,Bien Pho,restaurant,vietnamese,45.4644272,-75.5417421
node,4249773191,Bier Markt,restaurant,,45.4217175,-75.699698
way,632027826,Big Bite Bistro,restaurant,,45.256905,-75.3583628
way,664550161,Big Bone BBQ,restaurant,barbecue,45.287537,-75.8667751
node,6195795989,Big Daddy's,restaurant,seafood,45.4186583,-75.690192
node,5762521393,Big H Restaurant,restaurant,,45.3818098,-75.6056584
node,13279271296,Big Rig,restaurant,,45.3217409,-75.6669608
way,244243194,Biggs,restaurant,barbecue,45.4260283,-75.6376856
way,478217638,Biryaniwalla Ottawa,restaurant,indian,45.2685205,-75.7407864
way,473653320,Bisto Mexicana,restaurant,,45.395219,-75.8432035
node,3690863695,Bistro Alégria,restaurant,spanish,45.4252189,-75.7181897
node,5160126081,Bistro Boreal,restaurant,,45.4294947,-75.7098869
way,459083562,Bistro Coqlicorne,restaurant,fine_dining,45.4273637,-75.7163976
way,477884681,Bistro La Gargouille,restaurant,,45.4495205,-75.7349125
node,5934579435,Bistro Ristoro,restaurant,mediterranean,45.4284501,-75.6949379
node,3690849375,Bistro75,restaurant,,45.4493382,-75.7299488
way,485140487,Bite Burger House,restaurant,burger,45.4684853,-75.4901093
node,4462646293,Bite Burger House,restaurant,burger,45.4298428,-75.6929002
way,551943411,Bite&Bite,restaurant,chinese;shanghai,45.360105,-75.7334325
way,470022425,Black Dog Bistro,restaurant,,45.2252713,-75.6847664
node,5973556904,Blue Diamond Bar & Grill,restaurant,indian,45.3629602,-75.7119389
node,6475954931,Blue Diamond Bar & Grill,restaurant,,45.1941352,-75.8427912
way,481263823,Blue Nile,restaurant,ethiopian,45.4077525,-75.704316
node,5667233869,Bobby's Table,restaurant,,45.4364191,-75.6610865
node,8541438517,Bobino Bagel,restaurant,coffee_shop;sandwich;gelato;bagel,45.4299382,-75.7105699
way,516203988,Boboul Pizza and Restaurant,restaurant,pizza;burger;breakfast;sandwich,45.3308276,-75.2519774
node,6018494628,Bombay Chaat & Paan,restaurant,indian,45.3350915,-75.7994947
way,597564037,Bon Goût Créole Restaurant,restaurant,caribbean,45.4704752,-75.5253244
way,163144053,BonapT,restaurant,shawarma,45.4898915,-75.689138
node,4362229312,Boro,restaurant,,45.4297651,-75.6917074
way,168121434,Boston Pizza,restaurant,pizza,45.4650967,-75.7174016
way,175677672,Boston Pizza,restaurant,pizza,45.37954,-75.74832
way,233576695,Boston Pizza,restaurant,pizza,45.308354,-75.9122875
way,320898350,Boston Pizza,restaurant,pizza,45.4270421,-75.6384118
way,373162558,Boston Pizza,restaurant,pizza,45.4335985,-75.7802267
way,460242956,Boston Pizza,restaurant,pizza,45.3346871,-75.7252045
way,468194033,Boston Pizza,restaurant,pizza,45.3827704,-75.6302489
way,470443207,Boston Pizza,restaurant,pizza,45.2729835,-75.7473
way,484530529,Boston Pizza,restaurant,pizza,45.453032,-75.510242
way,632594648,Boston Pizza,restaurant,pizza,45.5339101,-75.3072795
node,1305071675,Boston Pizza,restaurant,pizza,45.2693955,-75.3018364
node,5640336089,Boston Pizza,restaurant,pizza,45.4268666,-75.7150607
way,583776652,Boukannen Bar & Grill,restaurant,caribbean,45.4415824,-75.6425794
way,591282739,Boulton House,restaurant,,45.1410426,-76.1457511
node,3741509602,Bramasole Diner,restaurant,,45.412338,-75.6939037
way,368638909,Brasserie La Vieille,restaurant,,45.4815938,-75.6410439
node,3522632487,Brassica,restaurant,italian,45.3928112,-75.7526373
way,69664972,Brian's Restaurant,restaurant,,45.3059739,-75.0808883
way,541623094,Brigadoon,restaurant,,44.9656183,-75.6781954
node,6873516125,Britannia Yacht Club,restaurant,,45.3716837,-75.8032635
way,153886833,Broadway Bar & Grill,restaurant,,45.4659365,-75.4667458
way,470444280,Broadway Bar & Grill,restaurant,,45.2678564,-75.7482699
way,470836259,Broadway Bar & Grill,restaurant,,45.2699233,-75.6956742
way,543613111,Broadway Bar & Grill,restaurant,,45.5445293,-75.3023721
node,5039207629,Broadway Bar & Grill,restaurant,,45.41453,-75.6052944
way,481890133,Broadway Bar&Grill,restaurant,,45.3536184,-75.7052551
way,674473727,Broadways Bar & Grill,restaurant,,45.4604899,-75.523557
node,11165843688,Bronx Pizza,restaurant,pizza,45.5028231,-75.805604
way,478956217,Brother Chiu's Chinese Food,restaurant,chinese,45.2922521,-75.7289467
way,610253344,Browns Social House,restaurant,,45.27651,-75.7493682
way,238120313,Browns Socialhouse,restaurant,,45.4063013,-75.6905196
node,6652405056,Browns Socialhouse,restaurant,,45.4201419,-75.692742
node,6720220647,Buckingham Pizza,restaurant,pizza,45.588517,-75.4170236
node,5667282252,Bukhari Restaurant,restaurant,yemeni,45.4338465,-75.6670409
node,5818685254,Burgers and Shakes,restaurant,american,45.2466369,-75.6495649
node,5838522833,Burrito Sensei,restaurant,mexican;sushi,45.4176515,-75.698141
way,233810239,Buster's Bar & Grill,restaurant,american,45.301059,-75.8813005
node,4497182201,Buvette Daphnée,restaurant,,45.4288765,-75.6927432
node,2625061152,Cabotto's,restaurant,italian,45.2798792,-75.9164633
node,3692154441,cacao 70,restaurant,,45.4276497,-75.6919413
node,747539341,Cadena Restaurant & Tap Bar,restaurant,,45.3912464,-75.7559923
way,167217989,Café 349,restaurant,,45.6038619,-76.4916955
node,3690183363,Café Aylmer,restaurant,,45.4039488,-75.8554745
node,3690576188,Café Cognac,restaurant,,45.4314175,-75.7324288
node,6720239441,Cafe Cosy,restaurant,,45.5870369,-75.4166883
node,6386569906,Café Merkén,restaurant,latin_american,45.4270088,-75.7158496
way,473653348,Café Mulligan,restaurant,,45.3954455,-75.8412225
node,5204815607,Cafe nostalgica,restaurant,burger;coffee_shop,45.4240305,-75.683922
node,7747286862,Cafe Orient,restaurant,asian,45.4092788,-75.7108
node,1419422340,Café Panorama,restaurant,,45.4298357,-75.7078658
node,2341907404,Cafe Postino,restaurant,italian,45.2255198,-76.1952954
node,3690650318,Café Renaissance,restaurant,,45.4816279,-75.6432785
node,13341720810,Cafe Tehran,restaurant,persian,45.4311143,-75.6796725
way,153185724,Caffe Mio,restaurant,italian,45.3983631,-75.7394233
node,3281225353,Canadian Cafe,restaurant,chinese,45.2262837,-76.1937369
way,70330962,Canal Ritz,restaurant,,45.404127,-75.6816785
way,330094273,Cantina,restaurant,,45.5106251,-75.5664876
node,5800014780,Cantina Gia,restaurant,,45.404201,-75.6888867
way,330376586,Canton,restaurant,chinese,45.4730758,-75.7008816
way,593943470,Canton Restaurant,restaurant,chinese,45.2871715,-75.6725014
node,6152284399,Capital Bites,restaurant,pizza,45.3221624,-75.7212482
node,4350033489,Capital Diner Deli & Grill,restaurant,,45.4203591,-75.6943507
way,413955342,Caramela,restaurant,,45.4517649,-75.7385948
way,484828770,Caravela,restaurant,portuguese,45.449955,-75.5173066
node,5941722843,Carleton Grill,restaurant,,45.4209245,-75.6975751
way,259846788,Carleton Noodle House Restaurant,restaurant,vietnamese,45.1416371,-76.1480182
way,167834835,Carlos Pizza,restaurant,pizza,45.3966647,-75.732686
node,9085059908,Carmalito Cafe,restaurant,,45.2851833,-75.7458001
node,683601326,Cartrites,restaurant,,45.6004765,-76.4949158
way,584710156,Casa Grecque,restaurant,greek,45.3949334,-75.8343562
node,6283783712,Casa Greque,restaurant,greek,45.4760283,-75.6917024
node,5576346600,Casa Mexico,restaurant,mexican,45.309573,-75.8812896
node,7747287176,Casa Mexico,restaurant,mexican,45.4053536,-75.7125472
way,575408955,Casa México,restaurant,mexican,45.358958,-75.7359357
way,330091905,Casse Croute Maxi Frite,restaurant,,45.4906154,-75.5929451
node,6564734735,Casselman Restaurant & Dining Lounge,restaurant,,45.3120488,-75.0858758
way,470334951,Castello's Pizza,restaurant,pizza,45.4211195,-75.424999
node,3690118369,Cazza Pizza,restaurant,pizza,45.4291802,-75.7160646
node,3690738739,Cellier,restaurant,,45.4268533,-75.719299
way,738303214,Centennial Restaurant,restaurant,,45.3331378,-76.2901099
node,4781941922,Ceylonta Restaurant,restaurant,indian,45.414963,-75.6977594
node,3661044095,Chahaya Malaysia,restaurant,malaysian,45.4460148,-75.6125772
way,273594641,Chalet Principal,restaurant,,45.5090774,-75.8512092
node,5932107709,Champa Thai,restaurant,thai,45.4333306,-75.6893273
way,157291438,Chances R Restaurant,restaurant,,45.3503045,-75.758608
node,293294911,Chantal's Hot Fries,restaurant,,45.2696561,-75.5930326
way,597802722,Charlie Chan,restaurant,chinese,45.4493928,-75.5221268
node,4243540392,Charm Thai Cuisine,restaurant,thai,45.4081418,-75.7138796
node,4782968326,Chef Bai Noodles Soup & Bao,restaurant,asian,45.4155311,-75.6966854
node,2784073678,Chelsea Shawarma & Pizza,restaurant,pizza,45.5043928,-75.7838645
node,12102755822,Chesterfield's Gastro Dinner (New Location),restaurant,,45.3987227,-75.7358331
node,3690210967,Chez Barbe,restaurant,breakfast,45.4288401,-75.7199855
node,1026537535,Chez Clauda,restaurant,,45.5302941,-75.4961532
node,3690234256,Chez Fatima,restaurant,,45.4256068,-75.7170133
node,6067433327,Chez Gerry,restaurant,pizza,45.4540809,-75.7522693
way,167321718,Chez In,restaurant,thai,45.6007816,-76.495728
way,622453054,Chez Lam,restaurant,vietnamese,45.2962321,-75.8895474
node,6386569908,Chez Le Thai,restaurant,thai,45.4267923,-75.7164665
node,5994539018,Chez Leila,restaurant,,45.4323043,-75.6435983
way,239060118,Chez Monik,restaurant,breakfast,45.4256158,-75.7337182
way,584505149,Chez Putters,restaurant,,45.3973706,-75.8348112
way,412293847,Chez Red Grillade,restaurant,sandwich,45.4407667,-75.73312
way,467495899,Chez Vickie,restaurant,,45.5132225,-75.739199
way,312872835,ChiChi Restaurant & Bar,restaurant,,45.4381175,-75.6567415
node,2097429143,Chickpeas,restaurant,caribbean,45.4283016,-75.6928105
node,5910591572,Chilaquiles,restaurant,mexican,45.4401681,-75.6757827
node,6760909712,Chili Chili Restaurant,restaurant,chinese,45.4107304,-75.707152
node,5960587129,Chili Thai,restaurant,thai,45.4767045,-75.513711
node,3690610475,China Moon,restaurant,chinese,45.4918992,-75.6580511
way,478521049,China Star,restaurant,chinese,45.2740526,-75.7193104
node,2556547862,Chinhon Restaurant,restaurant,chinese,45.1940745,-75.8425581
way,599071832,Chongqing Liuyishou Hotpot,restaurant,chinese;chongqing;sichuan;hotpot,45.3517185,-75.7348279
way,484428425,Chop,restaurant,,45.3387929,-75.7098991
node,3690948781,Choux Choux,restaurant,,45.42748,-75.715111
way,234032097,Chuck's Roadhouse,restaurant,burger;steak_house,45.2914913,-75.8571415
node,9035882819,Chuck's Roadhouse,restaurant,burger;steak_house,45.3515611,-75.7832363
node,5836839082,Ciao Italia,restaurant,italian,45.4119526,-75.7049089
node,6146660587,Cindy's Restaurant,restaurant,,45.3317685,-75.7064411
node,5951913914,Citizen,restaurant,,45.4164867,-75.6896699
node,7732339385,City Goose,restaurant,,45.4109993,-75.6930951
node,3690724377,Clandestin,restaurant,,45.4269555,-75.7164472
way,574620301,Clarendon Street Cafe,restaurant,,45.5205684,-76.2341644
node,8073886544,Club Red,restaurant,burger;pizza,45.2969462,-75.9258872
node,5836676590,Co Cham,restaurant,vietnamese,45.4097975,-75.7097531
way,485200637,COBS Bread,restaurant,,45.3994014,-75.6238288
way,693945808,Coco Frutti,restaurant,breakfast,45.3949454,-75.8314354
way,479757032,Coconut Lagoon,restaurant,indian,45.433284,-75.6420385
node,5951913906,Colonnade,restaurant,pizza,45.4157447,-75.6914476
way,249256393,Colonnade Pizza,restaurant,,45.380814,-75.6693485
way,422903536,Colonnade Pizza,restaurant,pizza,45.2857546,-75.7560492
way,487516630,Colonnade Pizza,restaurant,pizza;italian_pizza;breakfast,45.3708073,-75.768306
way,551943409,Colonnade Pizza,restaurant,italian,45.3613523,-75.7331296
node,5827078488,Constance Lake Lodge,restaurant,,45.4023137,-75.9757726
node,6682070467,Copper Branch,restaurant,,45.4182417,-75.7036478
way,738325549,Copper Kettle,restaurant,,45.3254745,-76.2908441
way,233910513,Cora,restaurant,breakfast,45.3389242,-75.9071291
way,412293087,Cora,restaurant,breakfast,45.4435718,-75.7330665
node,447045908,Cora,restaurant,breakfast,45.427413,-75.6893714
way,484428427,Cora,restaurant,breakfast,45.3394995,-75.7118263
way,562117358,Cora,restaurant,breakfast,45.3669475,-75.7874412
way,578268909,Cora,restaurant,breakfast,45.37345,-75.662071
way,606809606,Cora,restaurant,breakfast,45.4648711,-75.5399086
way,670790832,Cora,restaurant,breakfast,45.4726089,-75.7023277
node,2801647375,Cora,restaurant,breakfast,45.4114009,-75.6305597
node,2097412825,Corazon de Maiz,restaurant,mexican,45.4277676,-75.6926302
node,6744494972,Cork and Well,restaurant,airport,45.3233518,-75.6697808
node,2450668991,Corner Peach,restaurant,,45.4093221,-75.7106448
way,262901797,Cornerstone,restaurant,,45.429022,-75.6927138
way,319204712,Country Kitchen Restaurant,restaurant,,45.0875779,-75.3759412
way,472168773,Country Place Chinese Restaurant,restaurant,chinese,45.327033,-75.7192905
way,483103103,Cozy's Express,restaurant,,45.4111475,-75.626388
node,7747308093,Crazy Pho You,restaurant,vietnamese,45.401797,-75.7003337
way,560812572,CreekSide Bar & Grill,restaurant,,45.2269994,-75.6860301
way,499974976,Crispy's Grill & Resto,restaurant,,45.3420198,-75.7560792
way,762491853,Crust & Crate,restaurant,,45.3178545,-75.591707
way,1019583762,Crust & Crate,restaurant,pizza,45.3227124,-75.9265262
node,4924957946,Crust & Crate,restaurant,,45.4005047,-75.6838596
way,597564047,Cucina da Vito,restaurant,italian,45.4722905,-75.523725
node,11165699947,Cuisine Express,restaurant,indian,45.5027823,-75.8058387
way,576883849,Culinaire d'Orléans,restaurant,,45.4517071,-75.4831822
way,387943099,Cumberland pizza,restaurant,pizza,45.4299768,-75.6845292
node,11280529890,Cumin & Pepper,restaurant,chinese,45.4200913,-75.6876163
node,5731368056,Cyranos,restaurant,mediterranean,45.3237947,-75.8300769
way,460246050,D-Luxe,restaurant,,45.3342687,-75.7242952
way,466690718,D. J. Nels Plus,restaurant,caribbean,45.4375994,-75.6581642
node,4350029090,D'Afrique,restaurant,,45.4203354,-75.6944061
node,11110284787,D'Afrique,restaurant,ethiopian,45.4282203,-75.6904032
way,576378518,Daal Roti,restaurant,indian,45.3535665,-75.7358226
way,478188360,Dakgogi,restaurant,korean,45.2701988,-75.7425908
node,5868793710,Dakgogi,restaurant,korean,45.4173149,-75.6900863
node,2627158361,Daldongnae Korean BBQ,restaurant,korean,45.4121002,-75.703979
node,600126921,Daly's,restaurant,breakfast,45.4247136,-75.6924638
node,5635792581,Danas Indian Cuisine,restaurant,indian,45.3788455,-75.6673681
node,4342742090,Dante,restaurant,,45.4402048,-75.6763169
way,470386791,Darcy McGee's,restaurant,,45.296171,-75.8988734
node,2970941183,Datsun,restaurant,asian;fusion,45.414728,-75.6879688
node,5629499466,Delicious Sichuan Cuisine,restaurant,chinese,45.3685949,-75.7024191
way,484370739,Delicious Steak House,restaurant,steak,45.4656495,-75.535987
node,5680804055,Delina's,restaurant,,45.4094826,-75.7007253
node,5085980121,Denny's,restaurant,american,45.3596273,-75.7392854
way,671933055,Desi Tadka,restaurant,indian,45.3236699,-75.827094
node,4347487189,Dhruvees,restaurant,indian,45.4389499,-75.6770595
way,567226649,Digby's Seafood Restaurant,restaurant,seafood,45.3118235,-75.9157759
way,479521654,Dinette Atomique,restaurant,,45.42468,-75.6742655
node,7039333996,Ding Ho,restaurant,chinese,45.4875103,-75.7459763
node,12682361801,Dining Hall,restaurant,breakfast;diner,45.4228618,-75.6836948
way,462790350,Dinty's Restaurant,restaurant,breakfast;burger;pizza,45.399399,-75.8074705
node,12157506927,Dosa King,restaurant,indian,45.400591,-75.732179
way,607739751,Double 7 Bar & Grill,restaurant,,45.4281052,-75.6401062
node,5836676603,Double Happiness Food & BBQ,restaurant,chinese,45.4099661,-75.7099354
way,664536852,Dragon Fortune,restaurant,,45.292265,-75.8577461
way,465036736,Dragon Rouge,restaurant,chinese,45.587965,-75.4117352
way,262861749,DreamLand Cafe,restaurant,italian,45.4043301,-75.7120125
way,461161249,Dukes,restaurant,,45.3990336,-75.7065326
node,5836744312,Dumpling Bowl,restaurant,chinese,45.4103716,-75.7079747
node,9046594113,Dumpling? Dumpling!,restaurant,chinese,45.4135718,-75.6950058
node,4506648730,Dunn's Famous,restaurant,sandwich,45.4280974,-75.6902822
node,6056155791,Dunn's Famous,restaurant,sandwich,45.5459633,-75.2952223
node,7126118770,Dunn's Famous,restaurant,,45.2973773,-75.5798063
way,262721279,East India Company,restaurant,indian,45.325021,-75.8266225
node,2750783776,East India Company,restaurant,indian,45.4172438,-75.691292
node,6475954938,East N West Diner,restaurant,indian,45.1938016,-75.842236
way,233898921,East Side Mario's,restaurant,italian,45.3284625,-75.820582
way,460246049,East Side Mario's,restaurant,italian,45.3336094,-75.7257293
way,470091553,East Side Mario's,restaurant,italian,45.2968455,-75.8998638
way,482693115,East Side Mario's,restaurant,italian,45.432266,-75.6151125
way,484525716,East Side Mario's,restaurant,italian,45.4509515,-75.5156535
way,692860063,East Side Mario's,restaurant,italian,45.4417146,-75.7323428
node,1339127910,East Side Mario's,restaurant,italian,45.4346455,-76.346926
node,5857487901,Eateria Unlimited,restaurant,pizza,45.138485,-76.1441025
node,6034633363,Eatz,restaurant,mediterranean,45.4182408,-75.7027423
node,5800000108,Eddy's Diner,restaurant,diner,45.4035673,-75.6885226
node,2106234835,Edgar,restaurant,french,45.4207731,-75.7451457
node,11181983278,Edinburger,restaurant,burger,45.4400204,-75.6762409
node,4247530395,Edoko Japanese Steak House,restaurant,japanese,45.4225196,-75.6958566
way,593918057,Egg Roll Plus,restaurant,chinese,45.2984117,-75.8899146
node,4350048193,Eggspectation,restaurant,breakfast,45.4184151,-75.6987046
node,12202559128,Eggspectation,restaurant,breakfast,45.2969925,-75.9212607
node,5764954291,El Camino,restaurant,fusion;mexican,45.4148296,-75.687958
node,6652411603,El Camino,restaurant,spanish,45.4291751,-75.6930816
node,3690636614,El Meson Dominicano,restaurant,carribean,45.439983,-75.733171
node,2913128601,El Taco De Oro,restaurant,mexican,45.431643,-75.6912903
node,2294817715,Elgin Street Diner,restaurant,regional,45.4149134,-75.6880264
node,12344814878,Elise,restaurant,french,45.393182,-75.7531948
node,957642723,Elmazaj Lebanese Restaurant,restaurant,,45.452842,-75.587637
node,5707431594,Erling's Variety,restaurant,local,45.4075991,-75.690482
node,1144102554,Euro Bistro,restaurant,,45.4175168,-75.6902638
way,672788996,Everest Cuisine,restaurant,nepalese,45.3758656,-75.7564892
way,322817753,EVOO Greek Kitchen,restaurant,greek,45.3991616,-75.708921
node,5933580835,Fairouz Cafe,restaurant,arab,45.4283892,-75.6951079
node,11223530637,Farinella,restaurant,pizza,45.4009879,-75.7074582
node,5832443725,Fast Eddie's Diner,restaurant,diner,45.0181309,-75.6483056
node,5737284781,Fat Alberts,restaurant,pizza,45.4008512,-75.624155
way,753441815,Fat Les,restaurant,poutine,45.1032623,-75.2300049
way,167692074,Fatboys Southern Smokehouse,restaurant,barbecue,45.4289005,-75.694776
node,3741511389,Fauna,restaurant,,45.4124931,-75.6936979
node,4616578252,feast + revel,restaurant,regional,45.4287799,-75.6908634
node,2118022300,Feleena's,restaurant,mexican,45.4037736,-75.6889643
node,808468420,Festival Japan,restaurant,japanese,45.4188792,-75.7020756
way,237109086,Festival of India,restaurant,indian,45.4002411,-75.7095567
node,5986726656,Fiazza,restaurant,pizza,45.4296211,-75.693482
node,6403114284,Fiesta & Tequila,restaurant,mexican,45.4063921,-75.7131785
node,808846249,Fil's diner,restaurant,burger,45.4003813,-75.7305636
way,195441386,Fisherman Palace Chinese Restaurant,restaurant,chinese,45.136943,-76.1400383
way,545573657,Fitz's Classic Grill,restaurant,barbecue,45.3252735,-75.7800364
way,616359878,Five Star Restaurant,restaurant,,45.0182706,-75.6560304
node,1483919748,Flippers,restaurant,seafood,45.4022472,-75.6877944
way,1455060204,Flour Kitchen,restaurant,chinese;breakfast,45.4239626,-75.6831596
node,5667366792,Fontenelle,restaurant,,45.4336223,-75.6682907
way,585009461,Foodinator,restaurant,asian;chinese,45.4242875,-75.6744474
node,10708126186,Fragrant Noodles,restaurant,chinese;noodle,45.4295462,-75.6835058
node,7599156107,Franktown Pizza,restaurant,pizza,45.0387486,-76.0593147
way,567230332,Fratelli,restaurant,italian,45.3109861,-75.9199822
node,6714638178,Fratelli Westboro,restaurant,,45.393408,-75.7512666
way,307230162,Frerot,restaurant,,45.4640091,-75.7005591
way,510520359,Freshii,restaurant,salad,45.2688772,-75.7810836
way,558418652,Freshii,restaurant,salad,45.3538446,-75.9320439
way,667329599,Freshii,restaurant,salad,45.3385962,-75.71084
node,6651582680,Freska,restaurant,,45.1400639,-76.1460116
node,2434101409,Frida's Mexican Kitchen,restaurant,mexican,45.4294384,-75.6924394
node,6600802807,Friendly Restaurant,restaurant,pizza,45.5489964,-75.2912539
node,7039333999,Fuji Sushi,restaurant,sushi,45.4875611,-75.7461515
node,1796954783,Fulton's Pancake House,restaurant,,45.24775,-76.3112618
way,606804350,Gabriel Pizza,restaurant,pizza,45.4664009,-75.5341752
node,6666504734,Gabriel Pizza,restaurant,pizza,45.5005428,-75.6421472
node,7212135879,Garden Grille and Bar,restaurant,,45.327722,-75.6520848
way,476688737,Gatineau Pizza,restaurant,pizza,45.490241,-75.6514985
node,13040291679,Generations on the lake Restaurant,restaurant,,45.1044605,-76.1632024
node,3603219504,Georgie's Pizza&Subs,restaurant,pizza,45.379836,-75.7490267
node,3325661877,gezellig,restaurant,regional,45.3922141,-75.7540266
node,5732379446,Giant Panda,restaurant,chinese,45.4151476,-75.6717337
way,262866731,Giovanni,restaurant,,45.4013491,-75.710186
node,11110288197,Gitanes,restaurant,french,45.4153985,-75.6878888
node,1540354453,Giulia,restaurant,italian,45.415514,-75.6885052
way,481266833,Gladstone Golden Grill,restaurant,,45.410165,-75.6988205
node,5423846666,GoGiYa,restaurant,korean,45.4189055,-75.6991952
node,3089913769,GoGiYa Sushi n Poké,restaurant,sushi,45.4102989,-75.6926818
node,2970722678,Gokusen,restaurant,sushi,45.417434,-75.6901869
way,320898322,Golden BBQ Grill,restaurant,chinese,45.426832,-75.6394309
way,321072596,Golden Bowl,restaurant,chinese,45.418063,-75.6105485
node,3286789271,Golden India Restaurant,restaurant,indian,45.4319296,-75.6486314
way,237593148,Golden Palace,restaurant,chinese,45.369985,-75.7717409
node,6714638172,Goldfinch,restaurant,,45.3921004,-75.7535428
node,5941699907,Gooney's,restaurant,,45.4190004,-75.7021737
node,2264623799,Gourmet,restaurant,american,45.1289087,-76.1246473
way,607449917,Govinda's,restaurant,indian,45.422436,-75.6789247
node,5636351045,Greek to Go,restaurant,greek,45.4325161,-75.647118
way,315560681,Greely Hot Pizzeria,restaurant,,45.2653566,-75.5621583
way,262861750,Green Papaya,restaurant,thai,45.4044205,-75.7120935
way,270213045,Green Papaya,restaurant,thai,45.3622192,-75.7370145
node,3080792721,Green Papaya,restaurant,,45.4303328,-75.7102451
