OSM_TYPE,OSM_ID,NAME,TYPE,CUISINE,LATITUDE,LONGITUDE
node,6569052537,Prestotea,cafe,,45.4216998,-75.6399009
node,9354054193,Prestotea,cafe,bubble_tea,45.4188512,-75.8087455
node,9836641818,Quelque Chose,cafe,,45.3913796,-75.7557127
node,5933580834,RAW,cafe,,45.4287952,-75.6953542
way,437086811,Real Fruit Bubble Tea,cafe,bubble_tea,45.3473878,-75.8066738
way,528170403,Real Fruit Bubble Tea,cafe,bubble_tea,45.4781263,-75.5170689
way,651371830,Real Fruit Bubble Tea,cafe,bubble_tea,45.4256512,-75.6913863
way,652110293,Real Fruit Bubble Tea,cafe,bubble_tea,45.354909,-75.6452364
way,654080797,Real Fruit Bubble Tea,cafe,bubble_tea,45.4607665,-75.4868738
node,9894948888,Real Fruit Bubble Tea,cafe,bubble_tea,45.4106386,-75.6929206
node,11084961805,Red Door,cafe,,45.4416595,-75.6729585
node,9592565721,Ritual on Main,cafe,,45.2582563,-75.9209192
node,5622497590,Rooster's Coffeehouse,cafe,,45.3831012,-75.6978661
way,478969448,SconeWitch,cafe,,45.3916985,-75.756442
way,422898544,Second Cup,cafe,coffee_shop,45.269263,-75.746116
way,432284771,Second Cup,cafe,coffee_shop,45.4667115,-75.4908719
way,436986881,Second Cup,cafe,coffee_shop,45.3467654,-75.8071088
way,447277008,Second Cup,cafe,coffee_shop,45.334406,-75.6921115
way,457623304,Second Cup,cafe,coffee_shop,45.3726295,-75.7699621
way,473224062,Second Cup,cafe,coffee_shop,45.3448666,-75.7296078
way,477538597,Second Cup,cafe,coffee_shop,45.4217754,-75.6397567
way,477906992,Second Cup,cafe,coffee_shop,45.4757915,-75.6990516
way,566753801,Second Cup,cafe,coffee_shop,45.2962842,-75.8906397
way,654118370,Second Cup,cafe,coffee_shop,45.3867549,-75.7352776
way,683614556,Second Cup,cafe,coffee_shop,45.3824487,-75.6710137
node,938660537,Second Cup,cafe,coffee_shop,45.424905,-75.6843303
node,938691904,Second Cup,cafe,coffee_shop,45.4209905,-75.6955214
node,941527871,Second Cup,cafe,coffee_shop,45.3926855,-75.7217389
node,948968729,Second Cup,cafe,coffee_shop,45.4248065,-75.6908901
node,948968731,Second Cup,cafe,coffee_shop,45.4232829,-75.6843119
node,2207243264,Second Cup,cafe,coffee_shop,45.4293889,-75.7098974
node,2546870760,Second Cup,cafe,coffee_shop,45.4214639,-75.697723
node,5194249714,Second Cup,cafe,coffee_shop,45.4256591,-75.719666
node,5692990021,Second Cup,cafe,coffee_shop,45.4013018,-75.6477721
node,5726396622,Second Cup,cafe,coffee_shop,45.3998236,-75.7322358
node,9046464750,Second Cup,cafe,coffee_shop,45.3742871,-75.5980905
node,3690369608,Sérénithé,cafe,tea,45.3949267,-75.8421772
way,459469005,Sharpfle Coffee & Bar,cafe,waffle;coffee_shop,45.4293378,-75.6908535
node,5108651133,Shuyi Tealicious,cafe,bubble_tea,45.3584661,-75.7389887
node,13343773375,Shuyi Tealicious,cafe,bubble_tea,45.4275982,-75.6902965
node,5973552974,Simply Biscotti,cafe,,45.3464158,-75.703256
way,158028952,Sip Tea,cafe,,45.3555233,-75.7349879
node,6304257595,Smiley Cafe,cafe,,45.4287117,-75.6146911
way,167908116,Starbucks,cafe,coffee_shop,45.1320748,-76.1194026
way,223280425,Starbucks,cafe,coffee_shop,45.2750682,-75.7188783
way,231274825,Starbucks,cafe,coffee_shop,45.421022,-75.6492378
way,239508344,Starbucks,cafe,coffee_shop,45.2866988,-75.8677597
way,252266021,Starbucks,cafe,coffee_shop,45.3273715,-75.701512
way,376430577,Starbucks,cafe,coffee_shop,45.4032597,-75.6881484
way,382916383,Starbucks,cafe,coffee_shop,45.4654781,-75.7168641
way,397006255,Starbucks,cafe,coffee_shop,45.2744047,-75.7481878
way,481693124,Starbucks,cafe,coffee_shop,45.3503312,-75.7617254
way,570367946,Starbucks,cafe,coffee_shop,45.3282491,-75.8189932
way,570815671,Starbucks,cafe,coffee_shop,45.4895183,-75.4775911
way,576409130,Starbucks,cafe,coffee_shop,45.3624999,-75.7355323
way,614326760,Starbucks,cafe,coffee_shop,45.3001671,-75.8857216
way,621820178,Starbucks,cafe,coffee_shop,45.412868,-75.6463564
way,640355010,Starbucks,cafe,coffee_shop,45.3582726,-75.9346271
way,652157915,Starbucks,cafe,coffee_shop,45.4254888,-75.6929456
way,654079708,Starbucks,cafe,coffee_shop,45.4573958,-75.49751
node,671852037,Starbucks,cafe,coffee_shop,45.3495289,-75.7879882
way,672788706,Starbucks,cafe,coffee_shop,45.3689926,-75.7721892
way,674473772,Starbucks,cafe,coffee_shop,45.4612111,-75.523789
node,686659922,Starbucks,cafe,coffee_shop,45.3905632,-75.7573384
way,690762765,Starbucks,cafe,coffee_shop,45.3439848,-75.9305027
way,710558839,Starbucks,cafe,coffee_shop,45.2958852,-75.9395542
node,736395952,Starbucks,cafe,coffee_shop,45.421217,-75.6957529
way,758786528,Starbucks,cafe,coffee_shop,45.030258,-75.6349733
way,762491854,Starbucks,cafe,coffee_shop,45.3179588,-75.5909073
way,868191640,Starbucks,cafe,coffee_shop,45.3681,-75.6627256
node,938691909,Starbucks,cafe,coffee_shop,45.419023,-75.6915984
way,1032351727,Starbucks,cafe,coffee_shop,45.4701683,-75.4544999
way,1056536389,Starbucks,cafe,coffee_shop,45.5440443,-75.3039524
way,1420738250,Starbucks,cafe,coffee_shop,45.2820007,-75.6682309
node,1725499851,Starbucks,cafe,coffee_shop,45.4018158,-75.7100027
node,1826905562,Starbucks,cafe,coffee_shop,45.4210352,-75.6933691
node,2011458417,Starbucks,cafe,coffee_shop,45.3086788,-75.916787
node,2388632480,Starbucks,cafe,coffee_shop,45.3210869,-75.6657145
node,2435572791,Starbucks,cafe,coffee_shop,45.4187943,-75.7024634
node,3690735211,Starbucks,cafe,coffee_shop,45.4162501,-75.8069617
node,4485962422,Starbucks,cafe,coffee_shop,45.3566782,-75.655831
node,5081705877,Starbucks,cafe,coffee_shop,45.4069064,-75.734853
node,5159729978,Starbucks,cafe,coffee_shop,45.3822517,-75.6994825
node,5520981726,Starbucks,cafe,coffee_shop,45.4393087,-75.6773738
node,5614137260,Starbucks,cafe,coffee_shop,45.3871072,-75.6974168
node,5622497592,Starbucks,cafe,coffee_shop,45.383023,-75.6981631
node,5844174903,Starbucks,cafe,coffee_shop,45.4330125,-75.6136394
node,5882609721,Starbucks,cafe,coffee_shop,45.4546784,-75.5036608
node,5941722847,Starbucks,cafe,coffee_shop,45.420395,-75.6996477
node,5947441340,Starbucks,cafe,coffee_shop,45.4321998,-75.6174991
node,6152749753,Starbucks,cafe,coffee_shop,45.4200044,-75.7034411
node,6386333346,Starbucks,cafe,coffee_shop,45.4262535,-75.7192788
node,6682365636,Starbucks,cafe,coffee_shop,45.4613309,-75.4843435
node,6754398783,Starbucks,cafe,coffee_shop,45.3499125,-75.7562196
node,6760848994,Starbucks,cafe,coffee_shop,45.4267694,-75.6798931
node,7010373038,Starbucks,cafe,coffee_shop,45.3503642,-75.8513785
node,8127456111,Starbucks,cafe,coffee_shop,45.2996213,-75.0792106
node,9695158495,Starbucks,cafe,coffee_shop,45.3473522,-75.8073022
node,9721713684,Starbucks,cafe,coffee_shop,45.2816741,-75.9113663
node,10045487850,Starbucks,cafe,coffee_shop,45.2684135,-75.7430059
node,12015063850,Starbucks,cafe,coffee_shop,45.2688569,-75.9286507
node,12373638779,Starbucks,cafe,coffee_shop,45.3516267,-75.7594823
node,12459248483,Starbucks,cafe,coffee_shop,45.2710798,-75.9338731
node,12607940400,Starbucks,cafe,coffee_shop,45.3445429,-75.4420869
node,12921193345,Starbucks,cafe,coffee_shop,45.477558,-75.7001761
node,13104717379,Starbucks,cafe,coffee_shop,45.27031,-75.3127853
node,13109867979,Starbucks,cafe,coffee_shop,45.4259937,-76.3647711
node,13341720818,Starbucks,cafe,coffee_shop,45.4298858,-75.683822
node,13378711233,Starbucks,cafe,coffee_shop,45.3953771,-75.6842683
node,5668172184,Station Express,cafe,,45.4195196,-75.7040029
node,11164128219,Tartelette Bakery & Café,cafe,,45.409557,-75.6775316
node,5709610257,Tavern on the Falls,cafe,coffee_shop;sandwich;drinks,45.4420325,-75.6959702
way,512189259,Tavern on the Hill,cafe,,45.4283875,-75.6990848
node,6366514791,Tea & Cake,cafe,,45.2259563,-76.193847
node,438892467,Tea Store,cafe,,45.4282671,-75.6928924
way,473202698,Tealive,cafe,bubble_tea,45.418336,-75.59685
node,1461227907,Tealive,cafe,bubble_tea,45.4114449,-75.7060419
way,484079335,Ten Toes Coffee House,cafe,,45.4243195,-75.6334695
node,4857256362,Ten Toes Coffee House,cafe,coffee_shop,45.4077151,-75.6908987
node,5836628249,Ten Toes Coffee House and Laundry,cafe,coffee_shop,45.4090771,-75.7123004
node,5986762260,The Alley,cafe,bubble_tea,45.4272248,-75.6946032
way,559142241,The Bay Café,cafe,coffee_shop,45.4859181,-76.0743297
node,6337444312,The Bower Coffee CO,cafe,coffee_shop,45.3901126,-75.7582307
node,6154404893,The Canteen,cafe,,45.4182323,-75.7008051
node,3928664712,The Dadam,cafe,korean,45.3256343,-75.6534545
node,5838553665,The EveryPerson (EP) Cafe,cafe,coffee_shop,45.4191059,-75.6993668
node,5857487892,The Gathering Grounds Cafe,cafe,,45.1397176,-76.1456367
node,4143839524,The Gathering Room Cafe,cafe,,45.1022021,-75.2287201
way,566237517,The Grounds Café,cafe,,45.2854691,-75.9127058
node,12117670735,The Kitcheness,cafe,,45.1307711,-75.7161993
node,6300350761,The Owl Cafe,cafe,,45.3449972,-75.7975718
node,1643687468,The Scone Witch,cafe,,45.4395423,-75.6770382
way,664747075,The Scone Witch Express,cafe,,45.4172236,-75.6080669
node,5129263656,The Tulip Café,cafe,,45.3932323,-75.7209611
node,4152424712,The Vanitea Room,cafe,tea,45.4131195,-75.7021043
node,10966040783,The Village Cafe,cafe,,45.2819767,-75.9125021
node,7610828236,Thrive Cafe,cafe,,45.4054591,-75.6891872
way,576378541,Tiger Sugar,cafe,bubble_tea,45.352904,-75.735384
node,13289527428,Tim Horton,cafe,coffee_shop,45.2708837,-75.3096052
way,68609292,Tim Hortons,cafe,,45.375882,-75.7770965
way,68658476,Tim Hortons,cafe,coffee_shop,45.3209678,-75.8366985
way,89769326,Tim Hortons,cafe,coffee_shop,45.5582421,-75.4198134
way,94173715,Tim Hortons,cafe,coffee_shop,45.3956343,-75.8386036
way,132374603,Tim Hortons,cafe,coffee_shop,45.4367943,-75.7665445
way,138735304,Tim Hortons,cafe,,45.3373321,-75.9084551
way,153383765,Tim Hortons,cafe,coffee_shop,45.4344494,-75.6667157
way,166313378,Tim Hortons,cafe,coffee_shop,45.3704555,-75.732592
way,168259543,Tim Hortons,cafe,coffee_shop,45.4137812,-75.8078552
way,171266703,Tim Hortons,cafe,coffee_shop,45.3692738,-75.7026655
way,175821516,Tim Hortons,cafe,coffee_shop,45.2345608,-75.6764424
way,176414412,Tim Hortons,cafe,coffee_shop,45.46456,-75.7387887
way,182249105,Tim Hortons,cafe,coffee_shop,45.4810196,-75.7020217
way,217978240,Tim Hortons,cafe,coffee_shop,45.3863567,-75.8054746
way,218815745,Tim Hortons,cafe,coffee_shop,45.3555465,-75.8028065
way,219306013,Tim Hortons,cafe,coffee_shop,45.318831,-75.5932495
way,223446332,Tim Hortons,cafe,coffee_shop,45.2975275,-75.7324605
way,229189727,Tim Hortons,cafe,coffee_shop,45.0183645,-75.6579951
way,229623197,Tim Hortons,cafe,coffee_shop,45.460889,-75.4859544
way,233809750,Tim Hortons,cafe,coffee_shop,45.26849,-75.9407211
way,233898512,Tim Hortons,cafe,coffee_shop,45.327453,-75.821187
way,236328144,Tim Hortons,cafe,coffee_shop,45.377104,-75.7536615
way,236970180,Tim Hortons,cafe,coffee_shop,45.1354791,-76.1361414
way,239254040,Tim Hortons,cafe,coffee_shop,45.2883351,-75.8689792
way,242966111,Tim Hortons,cafe,coffee_shop,45.0302885,-75.6337037
way,244593903,Tim Hortons,cafe,coffee_shop,45.4749977,-75.5186016
way,262403214,Tim Hortons,cafe,coffee_shop,45.3056785,-75.0807993
way,270213695,Tim Hortons,cafe,coffee_shop,45.3617709,-75.7378316
way,275523459,Tim Hortons,cafe,coffee_shop,45.4036645,-75.62705
way,287531451,Tim Hortons,cafe,coffee_shop,45.4080813,-75.6577754
way,294224921,Tim Hortons,cafe,coffee_shop,45.5515805,-75.2952382
way,301866495,Tim Hortons,cafe,coffee_shop,45.4490862,-75.7546175
way,306190318,Tim Hortons,cafe,coffee_shop,45.4422508,-75.6447831
way,314351784,Tim Hortons,cafe,coffee_shop,45.4848912,-75.6430851
way,321396785,Tim Hortons,cafe,coffee_shop,45.2351395,-76.1841843
way,330063482,Tim Hortons,cafe,coffee_shop,45.4882788,-75.7477062
way,335826307,Tim Hortons,cafe,coffee_shop,45.4295141,-75.6398267
way,340738466,Tim Hortons,cafe,coffee_shop,45.468788,-75.453748
way,364377773,Tim Hortons,cafe,coffee_shop;donut;sandwich,45.4908161,-75.6760843
way,367700127,Tim Hortons,cafe,coffee_shop,45.5396444,-75.3023716
way,371771832,Tim Hortons,cafe,coffee_shop,45.4739674,-75.7053021
way,413958172,Tim Hortons,cafe,coffee_shop,45.4522007,-75.7381434
way,447587604,Tim Hortons,cafe,coffee_shop,45.394155,-75.605283
way,452580566,Tim Hortons,cafe,coffee_shop,45.4322529,-76.3429977
way,457623307,Tim Hortons,cafe,coffee_shop,45.372658,-75.770241
way,460242952,Tim Hortons,cafe,coffee_shop,45.3356279,-75.7239075
way,460246058,Tim Hortons,cafe,coffee_shop,45.329458,-75.7218139
node,466941416,Tim Hortons,cafe,coffee_shop,44.9712391,-75.0819749
way,469453077,Tim Hortons,cafe,coffee_shop,45.3817975,-75.602267
way,470376932,Tim Hortons,cafe,coffee_shop,45.2021485,-75.8287552
way,470443708,Tim Hortons,cafe,coffee_shop,45.270914,-75.744285
way,471797772,Tim Hortons,cafe,coffee_shop,45.2679669,-75.9284158
way,472229037,Tim Hortons,cafe,coffee_shop,45.4839625,-75.475755
way,473049693,Tim Hortons,cafe,coffee_shop,45.3473515,-75.6240485
way,473083848,Tim Hortons,cafe,coffee_shop,45.337964,-75.683493
way,473202506,Tim Hortons,cafe,coffee_shop,45.4163855,-75.601815
way,473224067,Tim Hortons,cafe,coffee_shop,45.3514544,-75.7330612
way,473789562,Tim Hortons,cafe,,45.4913367,-75.5933372
way,475412258,Tim Hortons,cafe,coffee_shop,45.3529985,-75.7554722
way,476957528,Tim Hortons,cafe,coffee_shop,45.5038635,-75.6766025
way,477546411,Tim Hortons,cafe,coffee_shop,45.4224791,-75.6376407
way,477906861,Tim Hortons,cafe,coffee_shop,45.4764687,-75.6940338
way,481482487,Tim Hortons,cafe,,45.3381788,-75.9118354
way,482693146,Tim Hortons,cafe,coffee_shop,45.433256,-75.608395
way,483073973,Tim Hortons,cafe,coffee_shop,45.4317335,-75.5634955
way,483664585,Tim Hortons,cafe,coffee_shop,45.3607145,-75.63074
way,483702489,Tim Hortons,cafe,,45.3773165,-75.6453565
way,484009024,Tim Hortons,cafe,coffee_shop,45.448436,-75.5904375
way,484384759,Tim Hortons,cafe,coffee_shop,45.4692412,-75.5312409
way,485006313,Tim Hortons,cafe,coffee_shop,45.413324,-75.7018087
way,510520342,Tim Hortons,cafe,coffee_shop,45.2704346,-75.7819877
way,510535386,Tim Hortons,cafe,coffee_shop,45.4370725,-75.6033891
way,545573642,Tim Hortons,cafe,coffee_shop,45.3254967,-75.7795168
way,572492543,Tim Hortons,cafe,coffee_shop,45.4103439,-75.8576491
way,574589075,Tim Hortons,cafe,coffee_shop,45.2737095,-75.7085938
way,575152879,Tim Hortons,cafe,coffee_shop,45.4609639,-75.7002602
way,576883846,Tim Hortons,cafe,coffee_shop,45.4520719,-75.4834519
way,605276173,Tim Hortons,cafe,coffee_shop,45.2679614,-75.301115
way,605312784,Tim Hortons,cafe,coffee_shop,45.2561534,-75.3748162
way,624881273,Tim Hortons,cafe,coffee_shop,45.5384967,-75.771709
way,651371848,Tim Hortons,cafe,coffee_shop,45.4257577,-75.6920277
way,652110308,Tim Hortons,cafe,coffee_shop,45.3541419,-75.6459537
way,675860414,Tim Hortons,cafe,coffee_shop,45.5750429,-75.4035627
way,679914088,Tim Hortons,cafe,,45.3853243,-75.6773551
way,709287239,Tim Hortons,cafe,coffee_shop,45.5012205,-75.6417402
node,736395925,Tim Hortons,cafe,coffee_shop,45.4208701,-75.6958842
way,744776212,Tim Hortons,cafe,coffee_shop,45.4780585,-75.5161588
node,876639105,Tim Hortons,cafe,coffee_shop,45.3421621,-75.7863524
way,1093702410,Tim Hortons,cafe,coffee_shop,45.2953541,-75.9418418
node,1339127908,Tim Hortons,cafe,coffee_shop,45.4232333,-76.3703376
node,1520453682,Tim Hortons,cafe,coffee_shop,45.3039853,-75.8779526
node,1648588224,Tim Hortons,cafe,coffee_shop,45.1323952,-76.1210998
node,2096396268,Tim Hortons,cafe,coffee_shop,45.2848892,-75.7225531
node,2277788204,Tim Hortons,cafe,coffee_shop,45.2951545,-75.8938952
node,2501656860,Tim Hortons,cafe,coffee_shop,45.3826826,-75.6315333
node,2608298967,Tim Hortons,cafe,coffee_shop,45.0864583,-75.3746163
node,2801647373,Tim Hortons,cafe,coffee_shop,45.4147318,-75.6436944
node,2873407138,Tim Hortons,cafe,coffee_shop,45.3457322,-75.7637548
node,2889822298,Tim Hortons,cafe,coffee_shop,45.2747218,-75.7385041
node,2935921841,Tim Hortons,cafe,coffee_shop,45.3861027,-75.6938094
node,2937152509,Tim Hortons,cafe,coffee_shop,45.4257901,-75.7158053
node,2965189866,Tim Hortons,cafe,coffee_shop,45.3782261,-75.6668207
node,3064006797,Tim Hortons,cafe,coffee_shop,45.3271228,-75.8197708
node,3277850472,Tim Hortons,cafe,coffee_shop,45.4113024,-75.6409784
node,3668935288,Tim Hortons,cafe,coffee_shop,45.342712,-75.6904345
node,3755250944,Tim Hortons,cafe,coffee_shop,45.3821288,-75.6959664
node,3755250945,Tim Hortons,cafe,coffee_shop,45.3833928,-75.698025
node,3836525496,Tim Hortons,cafe,coffee_shop,45.4532186,-75.5122822
node,4210789303,Tim Hortons,cafe,coffee_shop,45.4221172,-75.6948609
node,4350026291,Tim Hortons,cafe,coffee_shop,45.4205613,-75.6947011
node,4350044648,Tim Hortons,cafe,coffee_shop,45.4202346,-75.6980395
node,4352652592,Tim Hortons,cafe,coffee_shop,45.4194557,-75.6789885
node,4354739366,Tim Hortons,cafe,coffee_shop,45.418937,-75.7041701
node,4494519848,Tim Hortons,cafe,coffee_shop,45.4263948,-75.6918172
node,4613299441,Tim Hortons,cafe,coffee_shop,45.4159891,-75.6967151
node,4701375098,Tim Hortons,cafe,coffee_shop,45.6161171,-75.0290758
node,4708975590,Tim Hortons,cafe,coffee_shop,45.3221089,-75.6668641
node,4710641111,Tim Hortons,cafe,coffee_shop,45.4277133,-75.6870976
node,4715845735,Tim Hortons,cafe,coffee_shop,45.4146655,-75.6045105
node,5057582464,Tim Hortons,cafe,coffee_shop,45.4907323,-75.4797643
node,5129263655,Tim Hortons,cafe,coffee_shop,45.3925928,-75.7222632
node,5178407976,Tim Hortons,cafe,coffee_shop,45.2726719,-75.9309863
node,5204841596,Tim Hortons,cafe,coffee_shop,45.4226616,-75.683858
node,5228192846,Tim Hortons,cafe,coffee_shop,45.4018221,-75.726586
node,5363534914,Tim Hortons,cafe,coffee_shop,45.5951423,-75.6167283
node,5506692108,Tim Hortons,cafe,coffee_shop,45.3333194,-75.7018202
node,5543403442,Tim Hortons,cafe,coffee_shop,45.4403687,-75.6261116
node,5629538329,Tim Hortons,cafe,coffee_shop,45.4034586,-75.7007508
node,5640038599,Tim Hortons,cafe,coffee_shop,45.334939,-75.8070011
node,5645816802,Tim Hortons,cafe,coffee_shop,45.3218791,-75.6672788
node,5664638039,Tim Hortons,cafe,coffee_shop,45.4480389,-75.5938912
node,5668006570,Tim Hortons,cafe,coffee_shop,45.4212903,-75.7007385
node,5692997384,Tim Hortons,cafe,coffee_shop,45.4021965,-75.6460898
node,5720949125,Tim Hortons,cafe,coffee_shop,45.2940743,-75.9275155
node,5762406675,Tim Hortons,cafe,coffee_shop,45.364051,-75.6201464
node,5764424918,Tim Hortons,cafe,coffee_shop,45.3775068,-75.6673546
node,5808171270,Tim Hortons,cafe,coffee_shop,45.0882554,-75.3778276
node,5838522838,Tim Hortons,cafe,coffee_shop,45.4178835,-75.6983046
node,6016201028,Tim Hortons,cafe,coffee_shop,45.421782,-75.6814107
node,6032360164,Tim Hortons,cafe,coffee_shop,45.3101055,-75.9187302
node,6034633367,Tim Hortons,cafe,coffee_shop,45.4188074,-75.7014107
node,6197250455,Tim Hortons,cafe,coffee_shop,45.463479,-75.5406276
node,6197309348,Tim Hortons,cafe,coffee_shop,45.4518249,-75.5084363
node,6198754160,Tim Hortons,cafe,coffee_shop,45.4569954,-75.5908987
node,6198754163,Tim Hortons,cafe,coffee_shop,45.4435783,-75.6360831
node,6198974146,Tim Hortons,cafe,coffee_shop,45.4339991,-75.6660402
node,6504969772,Tim Hortons,cafe,coffee_shop,45.4420822,-75.7318577
node,6646683922,Tim Hortons,cafe,coffee_shop,45.5310734,-75.4956929
node,6648386631,Tim Hortons,cafe,coffee_shop,45.12929,-76.1235005
node,6719016821,Tim Hortons,cafe,coffee_shop,45.4269371,-75.7127682
node,6719059065,Tim Hortons,cafe,coffee_shop,45.425556,-75.7137588
node,6744498906,Tim Hortons,cafe,coffee_shop,45.3226637,-75.6670241
node,6754681510,Tim Hortons,cafe,coffee_shop,45.3486458,-75.7586483
node,7010373039,Tim Hortons,cafe,coffee_shop,45.3505042,-75.8504455
node,9695158494,Tim Hortons,cafe,coffee_shop,45.3474428,-75.8071268
node,9836659417,Tim Hortons,cafe,coffee_shop,45.3910651,-75.7563674
node,9893531119,Tim Hortons,cafe,coffee_shop,45.4080823,-75.6577875
node,12066197885,Tim Hortons,cafe,coffee_shop,45.5680414,-75.1236657
node,12150682912,Tim Hortons,cafe,coffee_shop,45.1553241,-75.6581162
node,13357437085,Tim Hortons,cafe,coffee_shop,45.3942248,-75.7209882
way,605374219,Timothy's,cafe,coffee_shop,45.3860824,-75.6766927
node,4352985557,Timothy's,cafe,coffee_shop,45.4204194,-75.7020573
node,5877024893,Tru Tea,cafe,bubble_tea,45.3951055,-75.7475238
node,11117083378,U-Rock,cafe,,45.4056353,-75.7226857
way,481046294,Union Street Kitchen Cafe,cafe,bakery,45.4418876,-75.6898568
way,477490694,Van Houtte Cafe Bistro,cafe,,45.2969968,-75.9385112
node,2904933202,War Museum Cafe,cafe,,45.4169773,-75.7177324
node,2092982851,Wild Oat Bakery,cafe,,45.4024931,-75.6879241
node,5868793689,Wise Town Cafe,cafe,coffee_shop,45.4159414,-75.6885467
node,6699498943,Working Title,cafe,coffee_shop;bakery,45.4272748,-75.6776448
node,12310449932,Xing Fu Tang,cafe,bubble_tea,45.409702,-75.6780092
node,11558082467,Y-Not Go For Tea,cafe,bubble_tea,45.3341244,-75.6899249
node,6464895586,Yo Lassie,cafe,,45.4389884,-75.6768694
node,6318998468,Z3 Specialty Coffee,cafe,,45.3124246,-75.8953799
way,580611245,Zoureen's Cafe,cafe,,45.4315062,-75.6538854
way,88427295,,restaurant,,45.517944,-75.5171614
way,116622288,,restaurant,,45.4270869,-75.7197811
way,162964253,,restaurant,,45.4813117,-75.6791667
way,326646528,,restaurant,,45.5275238,-76.2387648
way,551780151,,restaurant,greek,45.3509018,-75.7316116
way,623583432,,restaurant,,45.2721408,-75.2807798
way,776399381,,restaurant,,45.4988228,-75.8139034
node,11238869704,,restaurant,,45.5252364,-75.8008998
way,470452075,1000 Sushi Islands,restaurant,sushi,45.2693434,-75.7386326
way,551780152,168 Sushi,restaurant,sushi,45.3509222,-75.7314217
node,4354449991,168 Sushi Asian Buffet,restaurant,,45.4045114,-75.6268171
node,5931574164,2 Grands Piano Bar & Steakhouse,restaurant,steak_house,45.4331094,-76.3541235
node,5739855486,2020 Biryani Express,restaurant,indian,45.3263047,-75.7199527
way,250548973,3 Brewers,restaurant,burger;pizza;seafood,45.310092,-75.9082965
node,4231081791,3 Brewers,restaurant,burger;pizza;seafood,45.4209104,-75.7014335
node,671983436,99 VIP Seafood,restaurant,chinese;seafood,45.4264159,-75.6917147
node,4779809835,A La Istanbul Turkish Cuisine,restaurant,turkish,45.4266319,-75.6902108
way,578269816,Aahar,restaurant,indian,45.4083624,-75.657437
way,237159461,Aahar - The Taste of India,restaurant,indian,45.3812126,-75.7468628
node,6747283266,Absinthe,restaurant,,45.400129,-75.7305348
node,5756769169,African BBQ House,restaurant,,45.4138619,-75.7003277
node,10926955199,African BBQ House,restaurant,african,45.3554796,-75.8049947
node,13341720817,African BBQ House,restaurant,seafood;barbecue,45.4274414,-75.6901418
way,163762363,African Kitchen,restaurant,lebanese,45.4009815,-75.7324205
node,3692152723,Ahora Mexican Cuisine,restaurant,mexican,45.4294051,-75.6914119
node,7599158415,Aiana,restaurant,,45.421094,-75.6988158
node,2088038850,Aiyara Thai Cuisine,restaurant,thai,45.376752,-75.646263
node,6383659041,Al Quadrato Resto and Pizza,restaurant,italian,45.4158727,-75.6947983
node,2970918436,Al's,restaurant,steak_house,45.4160554,-75.6885669
way,380253018,Al's Diner,restaurant,breakfast,45.377865,-75.749738
way,483246510,Alhalabi Restaurant,restaurant,syrian,45.376954,-75.667095
way,591869372,Ali Baba bakery,restaurant,middle_eastern,45.4573656,-75.4874515
node,5749873122,Alice’s Village Cafe,restaurant,breakfast,45.3458441,-76.0377491
way,294777461,Alirang,restaurant,korean,45.3594884,-75.7354725
way,536141783,All Seasons restaurant,restaurant,,45.4199709,-75.6192612
node,4751129370,All You Can Eat,restaurant,chinese,45.4300121,-75.6922653
way,1292847078,Allo Mon Coco,restaurant,american,45.3577795,-75.9353024
way,477906989,Allô! Mon Coco,restaurant,breakfast,45.4753597,-75.6990825
way,481693133,Allô! Mon Coco,restaurant,breakfast,45.3500019,-75.7612879
way,605365770,Allô! Mon Coco,restaurant,breakfast,45.3855997,-75.6782658
node,7102261581,Alora,restaurant,regional,45.4283438,-75.6943453
way,567226652,Amaya Buffet,restaurant,indian,45.3119614,-75.9157047
way,473653392,Amazonas,restaurant,latin_american,45.3965185,-75.846412
node,2624036640,Amberwood Lounge & Eatery,restaurant,international,45.2712875,-75.9222786
node,6621453840,Amicci Pizza,restaurant,pizza,45.4304375,-75.7630545
way,129435336,Amigo's,restaurant,,45.3847796,-75.732877
node,10963899605,Amiral,restaurant,lebanese,45.4218871,-75.7439944
way,591685231,Amuse Kitchen,restaurant,,45.290582,-75.8708797
way,262861747,Anabella's Kitchen & Lounge,restaurant,,45.4041991,-75.7119374
node,9611926169,Angelina,restaurant,italian,45.2257042,-75.6853802
way,472413803,Angry Dragonz,restaurant,chinese,45.3203455,-75.690702
way,482238150,Angry Dragonz,restaurant,asian,45.4162187,-75.7002251
way,602277183,Anmol Indian Cuisine,restaurant,,45.4875795,-75.5117074
node,6747283265,Anthony's,restaurant,pizza,45.4000491,-75.7307725
way,473653355,Antonyme,restaurant,tapas,45.394947,-75.841516
way,570570091,Aperitivo,restaurant,,45.3101843,-75.909642
node,6034637686,ARC Lounge,restaurant,,45.420476,-75.6968126
way,843722769,Argos Greek & Pizza,restaurant,greek;pizza,45.2772149,-75.7484092
node,5631415369,Ariana Kabab House,restaurant,,45.430493,-75.6812358
way,578268901,Ariana Kebab House,restaurant,,45.3722962,-75.6625691
way,481786795,Arlo,restaurant,,45.415549,-75.695324
way,482238173,Aroma Meze,restaurant,greek,45.41683,-75.699654
node,5636351047,Arta Coffee House,restaurant,international,45.4325372,-75.6468671
