OBJECTID,FACILITY_TYPE,LENGTH_M,COORDINATES
61096,"Path",114,45.30184689826168,-75.90150114134862
61097,"Path",177,45.305470875363895,-75.9022663707691
61098,"Path",12,45.31443329463411,-75.89956065431721
61099,"Path",286,45.33363860196395,-75.9172263731793
61100,"Path",146,45.447249269800956,-75.58870676857643
61101,"Path",140,45.30680476001638,-75.89153637244699
61102,"Path",21,45.2906070673896,-75.81206868051848
61103,"Path",32,45.28599215952422,-75.80087655941429
61104,"Path",204,45.279192762927345,-75.78206646526137
61105,"Path",205,45.24699594067946,-75.70804487096346
61106,"Path",88,45.24997589091135,-75.92682564993117
61107,"Path",169,45.247231012656734,-75.7089151290635
61108,"Path",99,45.25046063120663,-75.9270711828545
61109,"Path",145,45.40424956641785,-75.66469127982171
61110,"Path",121,45.41453274238488,-75.68218647842637
61112,"Path",190,45.339746784558535,-75.92731166185607
61113,"Path",120,45.42299508735052,-75.62649538825143
61114,"Path",29,45.423321782128504,-75.6261847822672
61115,"Path",249,45.415863415254144,-75.6694756437223
61116,"Path",27,45.41181051336484,-75.6639987501382
61117,"Path",26,45.41183568857703,-75.66382770419354
61118,"Path",23,45.41543903054844,-75.66621042212164
61119,"Path",279,45.4780136147304,-75.50424481478969
61120,"Path",223,45.47171536552854,-75.5106912898541
61121,"Path",81,45.298201534411525,-75.89294573749963
61122,"Path",53,45.45746939898217,-75.52079642020772
61123,"Path",75,45.307730013429556,-75.89427222578077
61124,"Path",256,45.48436087533609,-75.5248565059076
61125,"Path",56,45.37472535755427,-75.61174296255912
61126,"Path",170,45.36839838347263,-75.6270469619207
61127,"Path",100,45.31423493929201,-75.91480398606562
61128,"Path",108,45.27068909689594,-75.7620569572589
61129,"Path",69,45.43518551013422,-75.5724986219614
61130,"Path",102,45.25004436652731,-75.92199108141507
61131,"Path",61,45.2704603498791,-75.76133980153108
61132,"Path",58,45.480378738789554,-75.45850935872494
61133,"Path",35,45.28390405369932,-75.68484821934294
61134,"Path",106,45.24482096785516,-75.92377379892486
61135,"Path",53,45.28503757219581,-75.86583711098241
61136,"Path",234,45.314151227341824,-75.9274762377077
61137,"Path",76,45.31978480563094,-75.93469707652282
61138,"Path",208,45.48011395899466,-75.52200969792018
61139,"Path",152,45.44416813230893,-75.65395242941455
61140,"Path",224,45.36230303855313,-75.638333809922
61141,"Path",260,45.28235090221901,-75.73610560756744
61142,"Path",92,45.28827867814861,-75.70616464685834
61143,"Path",18,45.288348173909995,-75.70611486859812
61144,"Path",33,45.3837993283713,-75.6995622370309
61145,"Path",52,45.276490172230396,-75.93908161238913
61146,"Path",29,45.4848001913363,-75.4749981852026
61147,"Path",981,45.47471801609917,-75.45764395382555
61148,"Path",31,45.40410844798875,-75.64951036686607
61149,"Path",939,45.493248333512,-75.48051783136358
61151,"Path",333,45.43332219836132,-75.52301198819353
61152,"Path",235,45.43486399595534,-75.52478578669025
61153,"Path",97,45.43760245789771,-75.56584801362813
61154,"Path",78,45.27410592424612,-75.68962070269654
61155,"Path",93,45.47699865889968,-75.4893517758327
61156,"Path",53,45.273837627434226,-75.68618098016937
61157,"Path",142,45.32699475307957,-75.7652414496099
61158,"Path",84,45.474170846515335,-75.55134771928056
61159,"Path",2614,45.324368692727056,-75.85781491115348
61160,"Path",84,45.313681880184205,-75.93054177617758
61161,"Path",136,45.43505667753867,-75.57037064628409
61162,"Path",552,45.259696189251855,-75.7344161121415
61163,"Path",126,45.46190315235443,-75.52631631789697
61164,"Path",91,45.45884120180709,-75.51589381244236
61165,"Path",83,45.29408198415207,-75.85445431098063
61166,"Path",52,45.29379099196977,-75.85470517271025
61167,"Path",210,45.37474539900826,-75.6104286156539
61168,"Path",903,45.37043387431105,-75.6175210989084
61169,"Path",228,45.35907688906423,-75.65151296945085
61170,"Path",839,45.32688279231845,-75.78295665989285
61171,"Path",34,45.48844376849629,-75.52265594362562
61172,"Path",121,45.438317193626716,-75.67827605001085
61173,"Path",28,45.37057192772316,-75.78506762995148
61174,"Path",13,45.3409416700898,-75.75980127021559
61175,"Path",352,45.26730577767196,-75.91085396350563
61176,"Path",47,45.41447963070136,-75.71912290232395
61177,"Path",47,45.36531241014266,-75.78298144092615
61178,"Path",1,45.366754622410106,-75.69199026922908
61179,"Path",432,45.36781697837158,-75.6927389099155
61180,"Path",33,45.36989646391968,-75.78617156960415
61181,"Path",167,45.37022795474762,-75.78560293513098
61182,"Path",35,45.324776208772555,-75.80987955713799
61183,"Path",18,45.47471157981822,-75.54178791793058
61184,"Path",74,45.26305947150262,-75.77045953402497
61186,"Path",75,45.47839598101818,-75.54584320473872
61187,"Path",144,45.43725401308119,-75.5591522190851
61188,"Path",191,45.45783279814181,-75.5217439667312
61189,"Path",22,45.3155336974647,-75.88662379158534
61190,"Path",618,45.32402322935488,-75.90653620480431
61191,"Path",35,45.34950921147267,-75.83179889922813
61192,"Path",128,45.34833022574397,-75.94527840210735
61193,"Path",249,45.26734400318699,-75.94863421357712
61194,"Path",83,45.48131670920871,-75.47404306899197
61195,"Path",98,45.48133402816531,-75.47193389612285
61196,"Path",131,45.29855568820465,-75.90078159619593
61197,"Path",117,45.45170847723907,-75.51955578971278
61198,"Path",181,45.30341257006506,-75.90157429635954
61199,"Path",402,45.461475810238674,-75.50379089685768
61200,"Path",13,45.26148833902265,-75.71537687855358
61201,"Path",681,45.291711962009536,-75.70639115486259
61202,"Path",278,45.425913277249876,-75.63493475491853
61203,"Path",111,45.34271339765496,-75.84302298758048
61204,"Path",31,45.384035306014404,-75.7226898491108
61205,"Path",65,45.392844900015696,-75.76050125904455
61206,"Path",36,45.47476914795565,-75.56782820109972
61207,"Path",44,45.466156038921014,-75.58127219360576
61208,"Path",57,45.466190355874616,-75.58140189685805
61209,"Path",1271,45.319976025881175,-75.89576089680162
61210,"Path",30,45.31925897920471,-75.89663491160444
61211,"Path",87,45.48698761567195,-75.50725820152486
61212,"Path",5819,45.304566410513495,-75.76694593908115
61213,"Path",178,45.33329166563441,-75.80126821968784
61214,"Path",147,45.45025233321404,-75.5356023248976
61215,"Path",85,45.29048895558507,-75.72920994181719
61217,"Path",86,45.27171325882758,-75.72922932207113
61218,"Path",154,45.328739573018844,-75.92588089445857
61219,"Path",123,45.289220045678015,-75.8894254483103
61220,"Path",77,45.35112361660696,-75.65446737716064
61221,"Path",217,45.366559475105895,-75.62011687452154
61222,"Path",115,45.44715299077452,-75.58938098110086
61223,"Path",83,45.334183925819616,-75.91271649417482
61224,"Path",249,45.3504612730419,-75.8082712430521
61225,"Path",98,45.33190183590467,-75.89488233277564
61226,"Path",1190,45.286900890768855,-75.87524377097105
61227,"Path",192,45.319056930177396,-75.92309439768559
61228,"Path",1707,45.398330452283226,-75.68096786221732
61229,"Path",52,45.37068573849054,-75.65307922916502
61230,"Path",199,45.39402716890163,-75.6770583251896
61231,"Path",601,45.44223869239687,-75.62530935605652
61232,"Path",96,45.364801681000976,-75.64327687772126
61233,"Path",94,45.3632545407297,-75.69709242246346
61234,"Path",21,45.34074621561552,-75.75975993962768
61235,"Path",157,45.43795340053123,-75.67822218792475
61236,"Path",61,45.3302958159578,-75.9132538163804
61237,"Path",19,45.34497813746823,-75.88013136159981
61238,"Path",47,45.25711442432576,-75.92266666001898
61239,"Path",91,45.347562816573365,-75.64633857006555
61240,"Path",352,45.47056292787131,-75.51183860245249
61241,"Path",183,45.27681521115112,-75.6905161724188
61242,"Path",206,45.315451847670644,-75.89111662701747
61243,"Path",89,45.313934000121534,-75.91918790138811
61244,"Path",98,45.306614990939515,-75.89590648198559
61245,"Path",113,45.27284458183746,-75.69566932127184
61247,"Path",86,45.280128485032165,-75.70588815080379
61249,"Path",78,45.31229247447287,-75.89362156624883
61250,"Path",212,45.32886411432183,-75.75856623582027
61251,"Path",325,45.29068178067484,-75.88850330790821
61252,"Path",18,45.32105756965545,-75.90044034939218
61253,"Path",59,45.45897108493816,-75.59905574243348
61254,"Path",10,45.42808857322162,-75.61829375802931
61255,"Path",232,45.39493376703212,-75.69860657329903
61256,"Path",321,45.38355680565089,-75.7020728396038
61257,"Path",78,45.42913651938118,-75.62289117305836
61258,"Path",56,45.41101849960814,-75.68361240751453
61259,"Path",208,45.462542359383974,-75.60330235097105
61260,"Path",96,45.46256896035257,-75.6173146464719
61262,"Path",98,45.28729305987475,-75.88412740664845
61263,"Path",278,45.32221056824898,-75.90151792201536
61264,"Path",67,45.28596796528345,-75.6911350083999
61265,"Path",127,45.28685186646832,-75.7182437310906
61266,"Path",209,45.3482651407921,-75.81000823416791
61267,"Path",434,45.286016744533306,-75.86274539540898
61268,"Path",53,45.48461102450828,-75.53009315659706
61269,"Path",66,45.46298904750412,-75.52326671077137
61270,"Path",89,45.29497695868263,-75.73825354048817
61271,"Path",518,45.31244192907769,-75.8829550135745
61272,"Path",204,45.31935362768367,-75.82168466986937
61273,"Path",352,45.43593984811024,-75.57039842531566
61274,"Path",113,45.475108589185254,-75.55314513986443
61275,"Path",147,45.47430511514642,-75.52455808042566
61276,"Path",116,45.46839258983674,-75.49897240700747
61277,"Path",113,45.47156499436822,-75.55118134215317
61278,"Path",795,45.3582899942193,-75.64141468071749
61279,"Path",282,45.408236528811805,-75.66023171666289
61280,"Path",40,45.39617290858546,-75.7065988349745
61281,"Path",119,45.34875380954786,-75.7417540092581
61282,"Path",57,45.42614086209481,-75.67117887848043
61283,"Path",71,45.47415492261072,-75.54367009382815
61284,"Path",162,45.43505045754982,-75.57155068284895
61285,"Path",121,45.465569470940075,-75.46700104567515
61286,"Path",100,45.31196182265513,-75.88811053696294
61287,"Path",827,45.33300169136837,-75.74201672906773
61288,"Path",350,45.274455388297,-75.74513699814278
61289,"Path",39,45.45317769711786,-75.5753771504707
61290,"Path",566,45.47433856913267,-75.52566095721436
61291,"Path",147,45.43403501454432,-75.56491538538546
61293,"Path",168,45.24824131374295,-75.90545696048913
61294,"Path",490,45.31671051631906,-75.92947660310978
61295,"Path",160,45.442599288591474,-75.52922822406953
61296,"Path",170,45.31794536072236,-75.89403625003372
61297,"Path",1278,45.25132257672131,-75.93230249406382
61298,"Path",99,45.28722191552509,-75.88823806954079
61299,"Path",45,45.27188084017506,-75.91397521565584
61300,"Path",483,45.44991946890377,-75.53020560891154
61301,"Path",61,45.28496179945987,-75.68542551425068
61302,"Path",53,45.321926730919635,-75.81710132750605
61303,"Path",48,45.427969032739206,-75.67293722782385
61304,"Path",240,45.35997204278518,-75.78173297312406
61305,"Path",295,45.43249522142212,-75.62783416262047
61306,"Path",1280,45.41999951663381,-75.68293946516215
61307,"Path",61,45.35590152520851,-75.76883664841245
61308,"Path",12,45.396665120286826,-75.6834488710137
61309,"Path",11,45.408799587486314,-75.68204857535218
61310,"Path",29,45.41612846584748,-75.68213335565375
61311,"Path",179,45.47513197837184,-75.54195279584573
61312,"Path",215,45.32578179671839,-75.92536982491038
61313,"Path",70,45.294818406729846,-75.89237852814519
61314,"Path",71,45.45075005084284,-75.54047076460502
61315,"Path",268,45.459883586448726,-75.50805676562874
61316,"Path",510,45.46113647151377,-75.48054929844967
61317,"Path",164,45.29001370119013,-75.89497461576568
61318,"Path",31,45.364392016569,-75.6306761754315
61319,"Path",244,45.3342135874452,-75.8011663678026
61320,"Path",48,45.29510030284872,-75.90386640100012
61321,"Path",129,45.29893743976875,-75.89336805168436
61322,"Path",23,45.46369000974782,-75.4691446559732
61323,"Path",115,45.46399513381626,-75.46821699266731
61324,"Path",173,45.34390046469704,-75.88008525287292
61325,"Path",4573,45.42298027505763,-75.51570622983797
61326,"Path",70,45.48431864605329,-75.46727607028926
61327,"Path",433,45.28938760537671,-75.91462597573675
61328,"Path",385,45.287026704797825,-75.8576248328912
61329,"Path",2015,45.32302872469673,-75.76882067906165
61330,"Path",500,45.32875228562657,-75.90444457334135
61331,"Path",427,45.47249514355182,-75.55204500950005
61332,"Path",351,45.35375846191035,-75.65828761057278
61333,"Path",308,45.35742586131409,-75.64397117651508
61335,"Path",165,45.37033195444665,-75.63069215764706
61336,"Path",21,45.40108103971169,-75.6683307810752
61337,"Path",56,45.46314675335289,-75.61755800008237
61338,"Path",41,45.315216495575115,-75.88626418519733
61339,"Path",163,45.331809793209885,-75.7610260063245
61340,"Path",218,45.28278797980771,-75.74308744129648
61341,"Path",90,45.34594286766921,-75.82732917522515
61342,"Path",43,45.315934827231885,-75.89710657605795
61343,"Path",78,45.48516144173754,-75.52869929125897
61344,"Path",177,45.28228725633736,-75.8424298442248
61345,"Path",901,45.286586051668934,-75.8882821974825
61346,"Path",164,45.26620768706014,-75.75695387217469
61348,"Path",150,45.26695031537629,-75.75630313168455
61349,"Path",275,45.252304270921975,-75.74200181715209
61350,"Path",57,45.25470568846839,-75.74033889588598
61351,"Path",97,45.25336611185423,-75.73944185261274
61353,"Path",406,45.47917958408462,-75.52425993067109
61354,"Path",143,45.27478704800642,-75.69199560631934
61355,"Path",43,45.31355155628354,-75.91942595510125
61356,"Path",444,45.27663944126267,-75.74689384672332
61357,"Path",128,45.297926356911915,-75.86731982347798
61358,"Path",199,45.4376988370061,-75.56687815902492
61359,"Path",57,45.27959936814403,-75.71673497188961
61360,"Path",88,45.27894624975873,-75.71728335277498
61361,"Path",235,45.27032499627902,-75.70569628233719
61362,"Path",303,45.34465341852898,-75.686945320712
61363,"Path",1587,45.34994482126931,-75.70630786436577
61364,"Path",438,45.4237939788567,-75.69291155443501
61365,"Path",316,45.4274137890849,-75.66994769714657
61366,"Path",398,45.38395159565248,-75.64530209662819
61367,"Path",195,45.42277489631634,-75.68768095212567
61368,"Path",38,45.4151210065103,-75.71185038702377
61369,"Path",26,45.37135268023921,-75.78265830973193
61370,"Path",25,45.456680315628574,-75.67814872459913
61371,"Path",702,45.34139792911475,-75.76555465711519
61372,"Path",237,45.37033811846595,-75.65346753372751
61373,"Path",84,45.27212406718798,-75.77671299997002
61374,"Path",678,45.42698961029426,-75.62085353691508
61375,"Path",34,45.452232800930695,-75.47629486826168
61376,"Path",318,45.30995420474756,-75.88900162944748
61377,"Path",125,45.31231419425991,-75.88743127506369
61378,"Path",153,45.252686694253846,-75.73573606132082
61379,"Path",176,45.437791100624736,-75.56509274044498
61380,"Path",89,45.33144894972064,-75.76642648557315
61381,"Path",43,45.4631076027697,-75.52330330886825
61382,"Path",367,45.333867828582996,-75.90686036636616
61383,"Path",197,45.31973289814243,-75.82002013624795
61384,"Path",138,45.434069653960755,-75.56391744839239
61385,"Path",1372,45.43941286199891,-75.63689324303634
61386,"Path",51,45.43563786295158,-75.6353556659148
61387,"Path",155,45.42869887732837,-75.60658641827494
61388,"Path",95,45.44360833329265,-75.54226464453185
61389,"Path",498,45.36584084810574,-75.69676909905327
61390,"Path",18,45.44117599921597,-75.69198923886147
61391,"Path",100,45.362090685142995,-75.63953822833564
61392,"Path",73,45.35831883929777,-75.69970314066529
61393,"Path",55,45.404178244090495,-75.75511632873514
61394,"Path",32,45.42292070933665,-75.7049419130942
61395,"Path",123,45.35986535952866,-75.64493556692427
61396,"Path",299,45.445091722196565,-75.47855240234368
61397,"Path",699,45.25620708135999,-75.73905915184818
61398,"Path",378,45.31575643834285,-75.6330758302634
61399,"Path",3175,45.287135090831725,-75.62645118035967
61400,"Path",115,45.333075097658416,-75.80887366680196
61401,"Path",1625,45.44792477471158,-75.48073682805344
61402,"Path",255,45.45946218982738,-75.48725239864069
61403,"Path",534,45.28749071308113,-75.67895143361757
61404,"Path",84,45.24833545371988,-75.90483561739096
61405,"Path",67,45.30979267025766,-75.89198197479587
61406,"Path",99,45.47663300570809,-75.55366069612998
61407,"Path",158,45.474202448216175,-75.4528335753024
61408,"Path",29,45.47399742171256,-75.45200847527316
61409,"Path",66,45.47393557011892,-75.45181478146894
61410,"Path",482,45.387813572327545,-75.73708280296097
61411,"Path",14,45.26779557518484,-75.76193546790466
61412,"Path",57,45.26790122245054,-75.76199541697515
61413,"Path",245,45.330847345759736,-75.90769253779759
61414,"Path",51,45.401990036651036,-75.71252420343694
61415,"Path",117,45.40344320632684,-75.71294735574982
61416,"Path",106,45.25943735753169,-75.94010684931526
61417,"Path",461,45.370006181969,-75.73844504361195
61418,"Path",43,45.36343934706384,-75.64680403660458
61419,"Path",3,45.36198367656271,-75.6374268369252
61420,"Path",123,45.36222450053357,-75.78390706140164
61421,"Path",23,45.44033796160233,-75.63703807661297
61422,"Path",72,45.36352934357883,-75.64570779647174
61423,"Path",165,45.3882024901689,-75.74783450981396
61424,"Path",159,45.383974386875025,-75.69963571023798
61425,"Path",153,45.460385697339845,-75.4818238185764
61426,"Path",188,45.463082777516476,-75.47705406215734
61427,"Path",119,45.31849669873428,-75.93703082686743
61428,"Path",108,45.31435518672219,-75.93263946200835
61429,"Path",26,45.31508067535875,-75.93693616060615
61430,"Path",81,45.24904151593001,-75.7417602507527
61431,"Path",10,45.291724797500315,-75.710949401093
61432,"Path",22,45.26845229231405,-75.77671153531459
61433,"Path",11,45.26770686137327,-75.77749498032838
61434,"Path",108,45.47281452962219,-75.45120932324204
61435,"Path",97,45.4705406874403,-75.57239577499337
61436,"Path",29,45.47476626985295,-75.56763831521496
61437,"Path",428,45.27356169133864,-75.91457484559959
61438,"Path",54,45.271889417008,-75.9142354593903
61439,"Path",21,45.30548454901534,-75.90580200992596
61440,"Path",165,45.41954361582568,-75.60321010854057
61441,"Path",189,45.419215592149115,-75.60404907271788
61442,"Path",29,45.28781410303468,-75.70326722875384
61443,"Path",36,45.29597712674955,-75.90324351212278
61444,"Path",140,45.29458124721235,-75.90384985727928
61445,"Path",36,45.292013254738585,-75.90019498823055
61446,"Path",69,45.30317698362777,-75.89956489911049
61447,"Path",40,45.27877701917598,-75.68524787403811
61448,"Path",878,45.40349889224853,-75.71315498246312
61449,"Path",78,45.36392754310078,-75.66431903568005
61450,"Path",103,45.411779621684325,-75.71062128219049
61451,"Path",1690,45.34279440753721,-75.76941243967966
61452,"Path",24,45.38779875107768,-75.76500539750609
61453,"Path",53,45.44515396514725,-75.60028586484084
61454,"Path",125,45.26808032472603,-75.77753783445901
61455,"Path",53,45.26814719998812,-75.77636934820019
61456,"Path",26,45.26834572429759,-75.77696898445967
61457,"Path",95,45.274161163081175,-75.74178683729185
61459,"Path",44,45.27508076340565,-75.7421993587046
61460,"Path",104,45.467774292079355,-75.5410433319025
61461,"Path",127,45.27675372647978,-75.76603756086921
61462,"Path",33,45.269481804796165,-75.94548668839977
61463,"Path",206,45.26306867309827,-75.7700049864912
61464,"Path",78,45.4863714866173,-75.50770456814192
61465,"Path",99,45.48633123160196,-75.50815573722384
61466,"Path",39,45.43689644659137,-75.5280329561841
61467,"Path",15,45.3484071565946,-75.94585165778088
61468,"Path",21,45.24584126976029,-75.91036088645264
61469,"Path",16,45.33308298700617,-75.75617524662239
61470,"Path",62,45.290644755199146,-75.87654463570703
61471,"Path",74,45.34288216081826,-75.63115570241837
61472,"Path",523,45.41136128670516,-75.72495591695485
61473,"Path",181,45.25967692573375,-75.7314493951081
61474,"Path",75,45.40271958962012,-75.67475208491541
61475,"Path",19,45.403878376877714,-75.68186883593854
61476,"Path",316,45.40837716393277,-75.72430550238695
61477,"Path",17,45.39673583203109,-75.68763555653192
61478,"Path",72,45.396537916511804,-75.68471432775443
61479,"Path",466,45.42412247346114,-75.64234781793309
61480,"Path",223,45.47543798631213,-75.45866996552563
61481,"Path",955,45.438088001879905,-75.70670084855648
61482,"Path",453,45.35763692158089,-75.69907853813652
61483,"Path",34,45.421636519807144,-75.70822134598954
61484,"Path",186,45.43652972523062,-75.6532284513899
61485,"Path",369,45.33496047338731,-75.74471995257719
61486,"Path",20,45.42169573190441,-75.70834483379839
61487,"Path",16,45.39548124052513,-75.69999507138593
61488,"Path",84,45.45880555024291,-75.59859489142137
61489,"Path",61,45.48512492005351,-75.52938016109749
61490,"Path",183,45.466639528661446,-75.48378113590631
61491,"Path",220,45.27513257063231,-75.77752981519848
61492,"Path",696,45.27363438708117,-75.77658643592812
61493,"Path",465,45.26420420798051,-75.77111258049042
61494,"Path",28,45.34400419225727,-75.8121503957683
61495,"Path",17,45.26768324286851,-75.75740340846453
61496,"Path",44,45.26802983704493,-75.75805573671903
61497,"Path",63,45.25442436465044,-75.9296837661042
61498,"Path",3,45.478000901854934,-75.5597021892616
61499,"Path",61,45.4779993166709,-75.54809175215635
61500,"Path",124,45.475189690467026,-75.53894822303178
61501,"Path",37,45.29222051602257,-75.73548699517482
61502,"Path",25,45.27242703145134,-75.75977885814757
61503,"Path",19,45.325194463959704,-75.89199659643505
61504,"Path",240,45.433110159575406,-75.56684195267285
61505,"Path",255,45.3142339986175,-75.92008124221792
61506,"Path",103,45.433588080558124,-75.67345433463852
61507,"Path",273,45.3544905299966,-75.92149384795347
61508,"Path",73,45.35812618313114,-75.92850942155701
61509,"Path",64,45.275225888137534,-75.73580003753872
61510,"Path",34,45.28631109770357,-75.7101020841104
61511,"Path",24,45.28634853371874,-75.70993790277875
61512,"Path",234,45.36458096429018,-75.73764198721474
61513,"Path",302,45.42980575633771,-75.51656082797471
61514,"Path",358,45.421791332661854,-75.4849086743015
61515,"Path",98,45.415215878093264,-75.41732235454394
61516,"Path",576,45.48145930506665,-75.52674833119184
61517,"Path",605,45.36841670305142,-75.73418749667687
61518,"Path",77,45.36243235929569,-75.73170481077253
61519,"Path",125,45.362962625253296,-75.6476447272979
61520,"Path",6,45.36101731925662,-75.64436731603173
61521,"Path",359,45.44127446293532,-75.60600289845934
61522,"Path",73,45.394131791917594,-75.7432925286924
61523,"Path",356,45.26735003280269,-75.7594058659635
61525,"Path",3,45.48272736301628,-75.48923793143845
61526,"Path",54,45.433571988909144,-75.56989000518665
61527,"Path",23,45.28766733287194,-75.7150856560448
61528,"Path",19,45.32079962766849,-75.82528012794354
61529,"Path",1892,45.4233572398622,-75.34072053720509
61530,"Path",50,45.48042360939741,-75.5225664609295
61531,"Path",312,45.34470371552526,-75.93127033878551
61532,"Network Link",31,45.345063627891605,-75.93083597100629
61533,"Path",14,45.29522476788728,-75.90182406413368
61534,"Path",186,45.29594378295408,-75.90289898595789
61535,"Path",83,45.296065243231695,-75.903847968936
61536,"Path",26,45.32632859012601,-75.81224593401278
61537,"Path",114,45.33568896226972,-75.9162825672092
61538,"Path",27,45.27024664776573,-75.94659194708349
61539,"Path",73,45.48732409263422,-75.4805235200816
61540,"Path",1587,45.43236172538554,-75.63258672012557
61541,"Path",71,45.36001267573722,-75.6442594804684
61542,"Path",316,45.35495456836359,-75.66340118393474
61543,"Path",27,45.42763640512976,-75.67260885646277
61544,"Path",117,45.42640312598998,-75.69878090754959
61545,"Path",110,45.39817544461052,-75.70226204187061
61546,"Path",28,45.365177120919185,-75.79730139414045
61547,"Path",17,45.363358612783,-75.80099484168562
61548,"Path",223,45.38967182789301,-75.76467917880223
61549,"Path",134,45.39494214988386,-75.76073944734213
61550,"Path",64,45.343259766787185,-75.73863783887745
61553,"Path",126,45.397788549124655,-75.70611007869641
61554,"Path",70,45.42638757011092,-75.64431093539017
61555,"Path",79,45.42608151527981,-75.67163703425634
61556,"Path",110,45.36762999796744,-75.62703677933646
61557,"Path",185,45.47746242161145,-75.52854938657548
61558,"Path",0,45.323642933305024,-75.81658276422851
61559,"Path",32,45.45340275170113,-75.57546908405686
61560,"Path",52,45.2982427701941,-75.89383149528757
61561,"Path",29,45.462997715577934,-75.47791487748789
61562,"Path",50,45.46286967328545,-75.47809611888466
61563,"Path",119,45.459584052139334,-75.48231423774196
61564,"Path",103,45.45999010580786,-75.48218530798475
61565,"Path",3,45.31548230509402,-75.92131132089835
61566,"Path",58,45.32059102611744,-75.82542379251336
61567,"Path",38,45.34342005512036,-75.8108901905787
61568,"Path",7,45.25700387027585,-75.92252770087849
61569,"Path",22,45.25843556416044,-75.92042338744398
61570,"Path",139,45.33997880892031,-75.87163254173225
61572,"Path",501,45.31923516856872,-75.89781393799298
61573,"Path",2254,45.41627826372371,-75.44767750597269
61574,"Path",1385,45.414804456499105,-75.4129823670309
61575,"Path",100,45.365217396061766,-75.63914182231224
61576,"Path",253,45.38417108957693,-75.70017115285971
61577,"Path",1378,45.41930479273613,-75.63798052522868
61578,"Path",576,45.4576218000905,-75.6620484193009
61579,"Path",404,45.38765912399864,-75.68899675032574
61580,"Path",47,45.37046388174866,-75.74411289176942
61581,"Path",92,45.36986825920286,-75.74427205886472
61582,"Path",233,45.371956110500996,-75.74072712619223
61583,"Path",140,45.42846929803822,-75.67336464628238
61584,"Path",210,45.36833592146575,-75.79100121979539
61585,"Path",12,45.45916910932101,-75.66264438041196
61586,"Path",71,45.42838626612928,-75.61772541371198
61587,"Path",828,45.36268127125021,-75.69768421433072
61588,"Path",57,45.35433993094891,-75.665310004664
61589,"Path",95,45.37095085165078,-75.7384827691315
61590,"Path",31,45.47000661092061,-75.4680770180512
61591,"Path",119,45.33218340103704,-75.75937859580642
61592,"Path",140,45.30401246779943,-75.8839066348876
61593,"Path",36,45.305741467313034,-75.88615673278522
61594,"Path",156,45.47602515709334,-75.52333711903758
61596,"Path",29,45.44041523850966,-75.53301373672132
61597,"Path",38,45.31547128313997,-75.8975396463088
61598,"Path",74,45.47623279111256,-75.54916732871791
61599,"Path",140,45.474203779197154,-75.54940368644766
61600,"Unknown",89,45.33521282505617,-75.9211966257995
61601,"Path",2,45.31573418323317,-75.8352579592477
61602,"Path",27,45.4568449045462,-75.5212036074954
61603,"Path",52,45.455195470706144,-75.52033750353861
61604,"Path",191,45.324181762671714,-75.76735100571287
61605,"Path",352,45.48342486904028,-75.48940571517396
61606,"Path",155,45.48169894979898,-75.48933269561607
61607,"Path",102,45.48115694221666,-75.49019268787187
61608,"Path",91,45.368686848095216,-75.78198138694451
61609,"Path",98,45.36584829224287,-75.64114007372201
61610,"Path",31,45.45978836666138,-75.6622626610949
61611,"Path",35,45.383097388637914,-75.77059546214403
61612,"Path",47,45.35237569297158,-75.76378365009212
61613,"Path",57,45.37336603599302,-75.78390812051536
61614,"Path",34,45.4171391829884,-75.68050364823497
61615,"Path",58,45.427575188137645,-75.67221148669685
61616,"Path",139,45.42856478252006,-75.69911077880339
61617,"Path",131,45.41572591432445,-75.66120540598924
61618,"Path",24,45.41651296631635,-75.68189687146025
61619,"Path",23,45.41957910313649,-75.68298647759424
61620,"Path",914,45.348500533984705,-75.76334556059267
61621,"Path",317,45.37745437997884,-75.72260103537361
61622,"Path",22,45.36860918434791,-75.78208444796212
61623,"Path",338,45.373477334538954,-75.7819865639355
61624,"Path",34,45.43966648182171,-75.63720226840823
61625,"Path",84,45.37556737753092,-75.65645511786249
61626,"Path",129,45.48475634412396,-75.51443473911348
61627,"Path",75,45.286816106999495,-75.70254222101785
61628,"Path",76,45.28656625744095,-75.70381576708772
61629,"Path",107,45.286385778316514,-75.70641286236572
61630,"Path",199,45.286380454029,-75.69157161478081
61631,"Path",238,45.28474400899073,-75.6900620845834
61632,"Path",98,45.482132672230975,-75.49101961730608
61633,"Path",56,45.47683742704935,-75.48914877544313
61634,"Path",39,45.483585855305584,-75.51026802404233
61635,"Path",62,45.364876344536185,-75.6304081231466
61636,"Path",18,45.36428686461984,-75.63037833989735
61637,"Path",55,45.334206155713346,-75.77444045993768
61638,"Path",47,45.33354191648451,-75.77355276176947
61639,"Path",27,45.45465566341861,-75.48193880444632
61640,"Path",15,45.30661473048156,-75.89221064071273
61641,"Path",110,45.458049050128736,-75.4688333950557
61642,"Path",69,45.28160383940614,-75.76046933214784
61643,"Path",27,45.47405439712848,-75.45203215601937
61644,"Path",586,45.37236531295365,-75.69595014451112
61645,"Path",97,45.46483883487635,-75.60324727436267
61646,"Path",177,45.40997129067111,-75.649767279596
61647,"Path",86,45.429239146901494,-75.61946542256955
61648,"Path",46,45.42288144437397,-75.70507703678092
