COURT_TYPE,SPORT_TYPE,NAME,PARK_NAME,ADDRESS,LATITUDE,LONGITUDE,FIELD_SIZE,LIGHTS,ACCESSIBLE,WARD
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Navan Centennial Park","3591 Wickham Court","45.42001522001903","-75.4232109262157","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Princess Louise Park","550 Princess Louise Drive, Cumberland","45.48234842477214","-75.49454836356303","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Four Seasons Park","4386 Spratt Road, Gloucester","45.275328359583234","-75.69074910203531","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Frank J. Licari Park","1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa","45.36821842729785","-75.65806152437871","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 03","Carlington Park","937 Clyde Avenue, Ottawa","45.375526537197054","-75.7437911538622","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Baseball","Gardenway Park","2001 Gardenway Drive, Cumberland","45.46632138886186","-75.48283627351744","","no/non","no/non",""
"Ball Diamond","ball_diamond","Graham Ball Softball Diamond","Graham Ball Softball Diamond","89 Castlefrank Road, Kanata","45.29343737969493","-75.88292135819239","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Trèva Cousineau Park","1756 Grey Nuns Drive, Gloucester","45.46913084366872","-75.53510131496292","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02","Harkness Park","6020 Piperville Road, Gloucester","45.3649117680252","-75.46321068248722","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 03 (Minors)","Andy Shields Park","1448 Meadow Drive","45.25785607267269","-75.563677043951","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","#3 Baseball","Brewer Park","100 Brewer Way, Ottawa","45.38655545940983","-75.68892639067943","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02","Dumaurier Park","2850 Dumaurier Avenue, Ottawa","45.35050782815319","-75.79269095353978","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond A - Baseball North","Tauvette Park","2436 Innes Road, Gloucester","45.42791999299958","-75.57304979253765","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Blackburn Park","180 - 190 Glen Park Drive, Gloucester","45.42988039603794","-75.56211100193305","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01 - Minor Baseball","Britannia Park","2805 Carling Avenue","45.35885962943428","-75.798265402323","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02","Britannia Park","2805 Carling Avenue","45.360011773119695","-75.79722988375225","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","#1 Softball","Brewer Park","100 Brewer Way, Ottawa","45.38592299769327","-75.68989783691251","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Elizabeth Manley Park","1161 Blohm Drive, Ottawa","45.36997909825685","-75.61860733923375","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Fallingbrook Park","681 Deancourt Crescent, Cumberland","45.48152327017951","-75.48915715762304","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Russell Boyd Park","1735 St. Bernard Street, Gloucester","45.352699028662215","-75.62579361716496","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Pauline Vanier Park","1015 Harkness Avenue, Ottawa","45.3676812009746","-75.67705341326476","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Riverview Park","256 Knox Crescent, Ottawa","45.40515771908581","-75.65578866813226","","no/non","no/non",""
"Ball Diamond","ball_diamond","Hamilton Yards Baseball Diamond","Nepean Sportsplex Park","1701 Woodroffe Avenue, Nepean","45.32621282383218","-75.74360732262247","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02","Ottawa Business Park","3035 Conroy Road, Ottawa","45.3824928682629","-75.61805077632137","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Ottawa Business Park","3035 Conroy Road, Ottawa","45.38223230982391","-75.62084612417809","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Windsor Park Gloucester","3560 Wyman Place, Gloucester","45.34485013298827","-75.65906735003603","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Grassy Area","Trend Park","36 Canfield Road, Nepean","45.327728307234715","-75.78677883522778","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Alcide Trudeau Park (Vars)","5715 Rockdale Road, Cumberland","45.35564990141753","-75.35138536500426","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Bayshore Park","175 Woodridge Crescent, Nepean","45.34969799361698","-75.80918296663576","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Bel-Air Park","2149 Berwick Avenue, Ottawa","45.35768417380258","-75.76319177620256","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond (Youth)","Eastvale Park","740 Eastvale Drive, Gloucester","45.45958603086227","-75.59707818847208","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Dumaurier Park","2850 Dumaurier Avenue, Ottawa","45.35176837086974","-75.79156817352066","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 - Baseball","Alexander Grove Park","10 Warner Colpitts Lane, Goulbourn","45.26002797385196","-75.92781495377378","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Echo Park","6698 Marina Drive, Rideau","45.16889635989088","-75.63929396458201","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Alfred Taylor Recreation Facility - North Gower","2300 Community Way, Rideau","45.131241191472334","-75.70956273372798","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Alta Vista Park","1309 Randall Avenue, Ottawa","45.384336254584255","-75.6662708890954","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Carrol Homestead Community Park / Corkery Community Centre","3447 Old Almonte Road, West Carleton","45.26065000261656","-76.06141666713069","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 (Women/Minor)","Andy Shields Park","1448 Meadow Drive","45.25719882636024","-75.56528421174099","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Baseball","Appleford Park","1879 Appleford Street, Gloucester","45.439939583896134","-75.598593947292","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Andy Shields Park","1448 Meadow Drive","45.257091956450616","-75.56562943071138","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Kemp Park","11 Robert Kemp Street, Gloucester","45.33701053261916","-75.60601036281922","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Lower Field Softball","Wilfred Murray Park / R.J. Kennedy Community Hall and Arena","1115 Dunning Road, Cumberland","45.5149623925225","-75.40128938684636","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 04 - Baseball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.3501331985528","-75.77376058577593","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 - Softball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.34870458119912","-75.77276130883703","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Grovehurst Park","100 Grovehurst Drive, Nepean","45.27719089525303","-75.71184964232042","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Don Boudria Park","655 Décoeur Drive","45.444432310421846","-75.49043129029279","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Hampton Park","645 Parkview Road, Ottawa","45.3864426408847","-75.73828962941546","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Harkness Park","6020 Piperville Road, Gloucester","45.365059928188664","-75.46378331536171","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Dunrobin Community Centre","1151 Thomas A. Dolan Parkway, West Carleton","45.42235641063821","-76.0250865988634","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Hawthorne Park","2139 Tawney Road, Ottawa","45.39414488269947","-75.61496796937035","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Huntley Community Centre","108 Juanita Avenue, West Carleton","45.34992691658796","-76.03761991167374","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Clarence Mussell Ball Diamond 01","Osgoode Community Centre","5660 Osgoode Main Street, Osgoode","45.14848331066978","-75.60030293642451","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Carlington Park","937 Clyde Avenue, Ottawa","45.37514465039932","-75.74609276158763","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Carson Grove Park","1423 Matheson Road, Gloucester","45.437445188842084","-75.62215729977689","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Sharel Park","1900 Florida Avenue, Ottawa","45.38195018851901","-75.63820464051904","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","New Edinburgh Park","203 Stanley Avenue, Ottawa","45.438700656119394","-75.6859575395138","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Vernon Recreation Centre","7950 Lawrence Street, Osgoode","45.16286993514818","-75.45407087424026","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ludger Landry Park","4825 Piperville Road, Gloucester","45.344982929556984","-75.51846814689141","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Clarke Fields Park","93 Houlahan Street, Nepean","45.261729564427256","-75.77021925265278","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Stonecrest Park","220 Stoneway Drive","45.28657517587313","-75.71784608728474","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Utman Park","280 Mountshannon Drive, Nepean","45.28608161049932","-75.74129761748307","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01","Richmond Lions Community Park","3302 Huntley Road, Goulbourn","45.19781500704935","-75.84379440684756","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - T-Ball","Gardenway Park","2001 Gardenway Drive, Cumberland","45.46559605346973","-75.4829930888233","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ralph Street Park","12 Ralphpark Street, Goulbourn","45.257944508473464","-75.91680168834054","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Village Green Park","270 Springfield Road, Rockcliffe Park","45.44957430940027","-75.67685171094078","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Sawmill Creek Pool Park","3380 D'Aoust Avenue, Gloucester","45.34970700502263","-75.63555450442966","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Kinsella Park","1600 Prestwick Drive, Cumberland","45.46869613445844","-75.499220504949","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Baseball","Yves Richer Park","499 des Épinettes Avenue, Cumberland","45.46263223053578","-75.49677895766861","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Yves Richer Park","499 des Épinettes Avenue, Cumberland","45.46246666941582","-75.4958166670649","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - North","Garneau Park","1567 Champneuf Drive, Gloucester","45.4653462674157","-75.52351409253843","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Roy Park","6210 Meadowglen Drive, Gloucester","45.448999622255094","-75.53105516817594","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Queenswood Heights Centennial Park and Community Centre","1485 Duford Drive, Cumberland","45.470418400661124","-75.50716194533557","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Davidson Park","5 Ryerson Avenue, Nepean","45.26590558108274","-75.71414635512585","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Chapel Hill Park","1556 Forest Valley Drive, Gloucester","45.45073523701109","-75.53903857605597","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Des Pionniers Park","1880 Carrigan Drive, Cumberland","45.471746117391376","-75.48159268895724","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 - Baseball","Sylvia Holden Park","641 O'Connor Street, Ottawa","45.40245524670467","-75.68153526182917","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Trend-Arlington Park","50 Bellman Drive, Nepean","45.326713078785254","-75.78464269807601","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Queenswood Ridge Park","346 Kennedy Lane East","45.476929233755826","-75.50241082406983","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Westwood Park","2000 Saville Row, Ottawa","45.37767883294802","-75.7673819903032","","no/non","no/non",""
"Ball Diamond","ball_diamond","Brian Kearns Ball Diamond 01","Fisher Park","250 Holland Avenue, Ottawa","45.39598826059655","-75.73164299103497","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Pickford Park","50 Pickford Drive","45.308423368187974","-75.88222531206922","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Fairmile View Park","2429 Fairmile Road, Rideau","45.06813055754899","-75.65060218465227","","no/non","no/non",""
"Ball Diamond","ball_diamond","Hanlon Baseball Diamond","Whitehaven / George C. Brown Park","970 Parkhaven Avenue, Ottawa","45.361354526383934","-75.7773330985243","","no/non","no/non",""
"Ball Diamond","ball_diamond","Aurèle G. Morin Baseball Diamond #2","Riverain Park","400 North River Road, Vanier","45.43025136173892","-75.66992221104366","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond (T-Ball)","Rabbi Bulka Kindness Park","2330 Virginia Drive, Ottawa","45.38491478635999","-75.64572412335204","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Joella Park","5565 Joella Crescent, Osgoode","45.1399458453319","-75.60469271935035","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Stanstead Park","861 Stanstead Road, Ottawa","45.36312513347363","-75.67259458582618","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Pauline Vanier Park","1015 Harkness Avenue, Ottawa","45.36692964532873","-75.67686674424705","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Yves Chénier Park","3585 Sarsfield Road, Cumberland","45.43975400555315","-75.34173294122525","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Upper Field Baseball","Wilfred Murray Park / R.J. Kennedy Community Hall and Arena","1115 Dunning Road, Cumberland","45.51429218913133","-75.40246678623139","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Tanglewood Park","30 Woodfield Drive, Nepean","45.335709902520776","-75.731037169004","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01 - T-Ball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.34830000192112","-75.77338333288247","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball Diamond","Harry Craig Centre","6047 Prince of Wales Drive, Rideau","45.17478994513166","-75.71514365487282","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Aladdin Park","3939 Albion Road","45.341766460966056","-75.63376896625856","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Shearer Park","89 Kakulu Road, Kanata","45.306520448676345","-75.89174091704056","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball Diamond","Whitehaven / George C. Brown Park","970 Parkhaven Avenue, Ottawa","45.36190026239908","-75.77636200083754","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - (Youth)","Palmerston Park","1326 Ogilvie Road, Gloucester","45.42942146458724","-75.6223500333211","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Williams Park","34 Tanglewood Drive, Nepean","45.31940329362067","-75.82715737871527","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 06 - Minor Baseball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.35211782773018","-75.77492021019643","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Connaught Park","993 Connaught Avenue, Ottawa","45.35904248487069","-75.77979548312601","","no/non","no/non",""
"Ball Diamond","ball_diamond","Jays Care Field","Notre-Dame-des-Champs Park","3659 Navan Road, Gloucester","45.4276233031948","-75.49252719549625","","yes/oui","yes/oui",""
"Ball Diamond","ball_diamond","Ball Diamond","Vanessa Gilles Park","1465 Ridgebrook Drive, Gloucester","45.42303028048036","-75.60390562358326","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Olmstead Park","26 Viewmount Drive, Nepean","45.342554193321774","-75.74601424613685","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Kingsmere Park","2074 Benjamin Avenue, Ottawa","45.36576666894328","-75.76265000045808","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Scala Park","797 Scala Avenue, Cumberland","45.462741248259334","-75.46918949082759","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Weybridge Park","75 Flanders Street, Nepean","45.26958734587331","-75.76849744815443","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Rooney Park","15 Steeple Hill Crescent, Nepean","45.268110637417934","-75.82565639538514","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Walkley Albion Park","2930 Albion Road North","45.373463213512586","-75.65478413694726","","no/non","no/non",""
"Ball Diamond","ball_diamond","West Baseball Diamond","Walter Baker Park","100 Charlie Rogers Place","45.29360427126293","-75.89998888326335","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Kars Community Park","1604 Old Wellington Street","45.150094401933664","-75.64865683439548","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Kars Community Park","1604 Old Wellington Street","45.14858900300969","-75.64892745456977","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Pierre Rocque Park","1257 Joseph-Drouin Avenue, Gloucester","45.47586857621295","-75.52452747662056","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","West Softball Diamond","Walter Baker Park","100 Charlie Rogers Place","45.296600137602","-75.90728383308941","","no/non","no/non",""
"Ball Diamond","ball_diamond","Scott ToKessey Baseball Diamond","Walter Baker Park","100 Charlie Rogers Place","45.29811467534246","-75.90501511448316","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Woodroffe Park","180 Lockhart Avenue, Ottawa","45.37643872936283","-75.77284201438047","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Presland Park","368 Presland Road, Ottawa","45.42263671741971","-75.64928680224298","","no/non","no/non",""
"Ball Diamond","ball_diamond","Aurèle G. Morin Baseball Diamond #1","Riverain Park","400 North River Road, Vanier","45.428770040713985","-75.66939926937741","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ashton Park and Cavanagh Community Centre","8930 Flewellyn Road, Goulbourn","45.157671746383606","-76.02965299326907","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Carleton Heights Park","1665 Apeldoorn Avenue, Ottawa","45.358670913197614","-75.70233539200851","","no/non","no/non",""
"Ball Diamond","ball_diamond","#1 - North (Clay Wheaton Softball Diamond)","Deevy Pines Park","65 Stonehaven Drive, Kanata","45.28927057581088","-75.8562849607487","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","#2 - South","Deevy Pines Park","65 Stonehaven Drive, Kanata","45.28786561733733","-75.8564531918452","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Raymond Chabot Grant Thornton Park","Raymond Chabot Grant Thorton Park","300 Coventry Road, Ottawa","45.420062223588744","-75.65364535793293","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Whalen Park","4111 Kanata Avenue, Kanata","45.321804813743405","-75.92327190029414","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Kinsmen Baseball Diamond","Walter Baker Park","100 Charlie Rogers Place","45.29374676314562","-75.89840856611721","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ruth Wildgen Park","1099 Grenon Avenue, Ottawa","45.35116117734903","-75.79534799228377","","no/non","no/non",""
"Ball Diamond","ball_diamond","Clarence Mussell Ball Diamond 02","Osgoode Community Centre","5660 Osgoode Main Street, Osgoode","45.14743363971791","-75.60105036258867","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Morrison Park","1095 Morrison Drive, Ottawa","45.34477577268338","-75.79410056293415","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Bluegrass Park","59 Bluegrass Drive","45.28552628190742","-75.85980723880806","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond C - Softball South","Tauvette Park","2436 Innes Road, Gloucester","45.425754332267665","-75.5724070263923","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond B - Softball Central","Tauvette Park","2436 Innes Road, Gloucester","45.42714199946901","-75.57246227727384","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 - North","Canterbury Park","2185 Arch Street, Ottawa","45.39122604588014","-75.6278874535483","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Calzavara Family Park","1602 Blohm Drive, Ottawa","45.37470755035069","-75.60730020971825","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","CARDELREC Recreation Complex (Goulbourn)","1500 Shea Road, Goulbourn","45.261481601198724","-75.9072994431141","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02","R. George Pushman Park","1270 Pebble Road, Ottawa","45.35963412678044","-75.64887282801735","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Sheffield Glen Park","2320 Southvale Crescent, Ottawa","45.39788025871345","-75.61452028047381","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Playfair Park","1801 Playfair Drive, Ottawa","45.39153111661973","-75.64580931867526","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Bearbrook Park and Pool","99 Bearbrook Road, Gloucester","45.43466408629629","-75.56503815240487","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Softball","Barry Mullen Park","152 Grandview Road, Nepean","45.360056854113765","-75.8560912651088","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ainsley Park","1650 Ainsley Drive","45.358473349808605","-75.74896635450223","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01 - Baseball","Sylvia Holden Park","641 O'Connor Street, Ottawa","45.40149146744999","-75.68228297725084","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Brian Kearns Ball Diamond 02 - T-Ball","Fisher Park","250 Holland Avenue, Ottawa","45.39683054778226","-75.73213085977758","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 02 - North","Fitzroy Harbour Community Centre and Campbell Bicentennial Park","100 Clifford Campbell Street, West Carleton","45.47013740389416","-76.20719474053327","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Fisher Heights Park","31 Sutton Place, Nepean","45.365506579996136","-75.7207167031825","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ryan Farm Park","5 Parkglen Drive, Nepean","45.34812160749925","-75.75301749232891","","no/non","no/non",""
"Ball Diamond","ball_diamond","T-Ball","Navan Centennial Park","3591 Wickham Court","45.41923769638163","-75.42398357617473","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 05 - Minor Baseball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.35051919420491","-75.77603211610901","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 03 - Softball","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.34900302835325","-75.77414534948348","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01 - South","Fitzroy Harbour Community Centre and Campbell Bicentennial Park","100 Clifford Campbell Street, West Carleton","45.46978472151167","-76.20635609494359","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Linton Park","1000 Walkley Road, Ottawa","45.364642435120835","-75.66765372240611","","no/non","no/non",""
"Ball Diamond","ball_diamond","Mike Channing Softball Diamond","Walter Baker Park","100 Charlie Rogers Place","45.297916888621636","-75.90420875344647","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond 01 - Baseball","Alexander Grove Park","10 Warner Colpitts Lane, Goulbourn","45.26017407142934","-75.92603231626272","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","François Dupont Park","755 Champlain Street, Cumberland","45.488167039501974","-75.52219928055936","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Bayshore Park","175 Woodridge Crescent, Nepean","45.350978082433194","-75.80936237726598","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Kaladar Park","2554 Kaladar Avenue, Ottawa","45.37349747894023","-75.67208361241445","","no/non","no/non",""
"Ball Diamond","ball_diamond","Bill and Marion Atwell Baseball Diamond - East","Grasshopper Hill/Kilborn Park","1609 Kilborn Avenue","45.38794519583377","-75.65331621790779","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Kinburn Community Centre","3045 Kinburn Side Road, West Carleton","45.39328094262673","-76.18866173624716","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Ledbury Park and Pavilion","1250 Ledbury Avenue, Ottawa","45.36543801987214","-75.65586568788808","","no/non","no/non",""
"Ball Diamond","ball_diamond","Baseball West - Eagles Nest 1","Ken Ross Park","600 Longfields Drive, Nepean","45.284004428258996","-75.74354699985282","","no/non","no/non",""
"Ball Diamond","ball_diamond","Southgate Baseball Diamond","Bruff Park","250 Lorry Greenberg Drive, Ottawa","45.361796273503685","-75.63286442654783","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Houlahan Park and West Houlahan Park","44 Tartan Drive, Nepean","45.267320798928594","-75.76052259852413","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Huntsman Park","38 A Huntsman Crescent, Kanata","45.280426584982045","-75.86074031350377","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Huntley Community Centre","108 Juanita Avenue, West Carleton","45.350464266053145","-76.03840450293784","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Hutton Park","1830 Hutton Avenue, Ottawa","45.40141107855169","-75.63016267416057","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Inverness Park","76 Inverness Avenue, Nepean","45.35940650233374","-75.72206772086079","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","J.J. Clarke Park","75 Bridlewood Drive, Kanata","45.29352180979061","-75.86458667407324","","no/non","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Baseball","Jasmine Park","2040 Jasmine Crescent, Gloucester","45.44068691528935","-75.59304670488551","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond","Constance Buckham's Bay Community Centre Park","262 Len Purcell Drive, West Carleton","45.49889097199565","-76.09360671196887","","yes/oui","no/non",""
"Ball Diamond","ball_diamond","Ball Diamond - Baseball","Joe Jamieson Park","6940 Bilberry Drive, Gloucester","45.48013546784056","-75.52363423861443","","no/non","no/non",""
"Ball Diamond","ball_diamond","Greely West Ball Diamond","Greely West Park","6485 Greely West Drive, Osgoode","45.249767763713756","-75.5990827511808","","no/non","no/non",""
