COURT_TYPE,SPORT_TYPE,NAME,PARK_NAME,ADDRESS,LATITUDE,LONGITUDE,FIELD_SIZE,LIGHTS,ACCESSIBLE,WARD
"Sports Field","soccer","Sports Field","Mountain Meadows Park","3740 Mountain Meadows Crescent, Gloucester","45.28445303677581","-75.68442747322634","full","no/non","no/non",""
"Sports Field","general open field","General Open Field","Portobello Park","670 Aquaview Drive, Cumberland","45.457125704721975","-75.47062044598975","full","no/non","no/non",""
"Sports Field","soccer","Colonnade Park Mini Field - West","Colonnade Park","2 Colonnade Road, Nepean","45.34041838476069","-75.72186558375218","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Birdland Park","3 Whippoorwill Drive, Gloucester","45.45231276881878","-75.61562295170526","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","François Dupont Park","755 Champlain Street, Cumberland","45.48933119098487","-75.52024113469966","mini","no/non","no/non",""
"Sports Field","multi-use","Minto Sports Field - Mini North","Nepean Sportsplex Park","1701 Woodroffe Avenue, Nepean","45.327124054115686","-75.74199148339504","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field #10","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.43996952544705","-75.57729589891697","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #4","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.44375513382016","-75.57748571742809","full","no/non","no/non",""
"Sports Field","soccer","Sports Field (Indoor)","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.442295286119645","-75.57710134089442","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Grey Nuns Park","1595 Grey Nuns Drive, Gloucester","45.46729578216677","-75.54065721443382","int","no/non","no/non",""
"Sports Field","multi-use","Sports Field #2 - Combo","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46708159266739","-75.44901991150235","full","no/non","no/non",""
"Sports Field","cricket","Sports Field - Cricket / Ultimate","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46627692497519","-75.44497980319072","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #10","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46539195617388","-75.4448525487459","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Russell Boyd Park","1735 St. Bernard Street, Gloucester","45.35243694411885","-75.62659326688815","full","no/non","no/non",""
"Sports Field","general open field","General Open Field","Rooney Park","15 Steeple Hill Crescent, Nepean","45.26863009427144","-75.82529718605245","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Clarke Fields Park","93 Houlahan Street, Nepean","45.26140608880094","-75.76787972344594","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Multi-use","Lynwood Park","7 Sycamore Drive, Nepean","45.31936963845709","-75.82026541761724","int","yes/oui","no/non",""
"Sports Field","soccer","Sports Field 02 Soccer","Roland Michener Park","989 Teron Road, Kanata","45.32798975083263","-75.89561762270033","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Roland Michener Park","989 Teron Road, Kanata","45.32766434774031","-75.89635599564305","mini","no/non","no/non",""
"Sports Field","soccer","Hugh O'Gorman Soccer Field - Mini South 1","Dunrobin Community Centre","1151 Thomas A. Dolan Parkway, West Carleton","45.42155870244068","-76.02443980557062","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini North","Dunrobin Community Centre","1151 Thomas A. Dolan Parkway, West Carleton","45.42195052398223","-76.02486293991721","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Chris Bracken Park","5545 South River Drive, Rideau","45.227753212604895","-75.67865510222983","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - South","Clarke Fields Park","93 Houlahan Street, Nepean","45.26135470174277","-75.76895148095353","int","no/non","no/non",""
"Sports Field","soccer","Sports Field","City Centre Park","1800 City Park Drive","45.428137614588955","-75.61649404534133","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Echo Park","6698 Marina Drive, Rideau","45.1692842913266","-75.63890679788108","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Elizabeth Manley Park","1161 Blohm Drive, Ottawa","45.37036224361128","-75.61950577129883","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Father Richard Ward Park","1073 Chablis Park, Gloucester","45.472160564088846","-75.55133100741949","full","no/non","no/non",""
"Sports Field","soccer","Sports Field 1 - Mini North","Shefford Sports Park","815 Shefford Road / 845 Shefford Road / 750 Green Creek Drive","45.4587798101033","-75.58565675282826","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field 2 - Mini Central","Shefford Sports Park","815 Shefford Road / 845 Shefford Road / 750 Green Creek Drive","45.45833222808346","-75.58540946369851","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Sawyer's Meadow Park","80 Sawyer Way, Kanata","45.28289328379178","-75.8424362915802","full","no/non","no/non",""
"Sports Field","ultimate","Sports Field - Ultimate","W.C. Levesque Fields","52 Riverstone Drive, Nepean","45.263861644862715","-75.72387714613362","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Portobello Park","670 Aquaview Drive, Cumberland","45.45714422385113","-75.46905106134061","full","no/non","no/non",""
"Sports Field","ultimate","Sports Field - Ultimate","Jules Morin Park","400 Clarence Street East, Ottawa","45.43370394549784","-75.68263218384281","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Josie Anselmo Memorial Park","6499 Princiotta Street, Osgoode","45.244952862930575","-75.59472119332118","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Juanita Snelgrove Park","374 Kinghorn Crescent, Kanata","45.356278698409554","-75.9262277860753","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Malvern Park","100 Malvern Drive, Nepean","45.281036830092695","-75.75952827669232","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Westcliffe Park","681 Seyton Drive, Nepean","45.315826975970964","-75.83347930576493","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Multi-use","Valin Park and South Fallingbrook Community Centre","998 Valin Street, Cumberland","45.4716214841263","-75.46383112459947","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Kaladar Park","2554 Kaladar Avenue, Ottawa","45.37325704057264","-75.67341583194712","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Southeast","Orlando Park Annex","2347 Orlando Avenue, Ottawa","45.38082184191587","-75.65606092952856","full","no/non","no/non",""
"Sports Field","soccer","#1 Clay Wheaton Sports Field","Deevy Pines Park","65 Stonehaven Drive, Kanata","45.28878363760822","-75.85761487610263","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Mini","George Brancato Park","90 Banner Road, Nepean","45.33183337210355","-75.79379175807209","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Intermediate North","North Vineyard Park","6018 Voyageur Drive, Gloucester","45.473729265206146","-75.5506142173998","int","no/non","no/non",""
"Sports Field","soccer","Sports Field #3 - West Mini 1","Richmond Lions Community Park","3302 Huntley Road, Goulbourn","45.198969144250086","-75.84370042061096","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Tom Brown Arena","141 Bayview Station Road","45.40836954491312","-75.72171209760275","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - North","Langstaff Drive Soccer Fields","192 Langstaff Drive, West Carleton","45.34973547294896","-76.03521004977006","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Moffatt Farm Veterans Park","591 Kochar Drive, Ottawa","45.35982657526489","-75.6941939938262","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Greenboro Park and Community Centre","363 Lorry Greenberg Drive","45.36261299394869","-75.63755016034237","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #8","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.44058987099708","-75.57604128933328","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #5","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.44313885745054","-75.57674739029943","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Klondike Road Park","1365 Halton Terrace, Kanata","45.34972915095312","-75.93745838901005","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Elizabeth Manley Park","1161 Blohm Drive, Ottawa","45.36920848052376","-75.61814010569152","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Utman Park","280 Mountshannon Drive, Nepean","45.286346310927605","-75.74050448593556","full","no/non","no/non",""
"Sports Field","soccer","Hamilton Field","Nepean Sportsplex Park","1701 Woodroffe Avenue, Nepean","45.32532249898177","-75.74593008297788","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Stonemeadow Park","56 Stonemeadow Drive, Kanata","45.2879031571833","-75.84480816013726","full","no/non","no/non",""
"Sports Field","football","Sports Field - Football 2","Orlando Park Annex","2347 Orlando Avenue, Ottawa","45.382005985848885","-75.65643251764585","full","no/non","no/non",""
"Sports Field","football","Sports Field - Multi-use","Pinecrest Recreation Complex and Park","2250 Torquay Avenue, Ottawa","45.350798834722156","-75.77450441598401","full","no/non","no/non",""
"Sports Field","soccer","Sports Field 06 - North East","Ben Franklin Park East","180 Knoxdale Road, Nepean","45.32612720894549","-75.76955644419512","full","no/non","no/non",""
"Sports Field","soccer","Sports Field 5 - Potvin South East","Shefford Sports Park","815 Shefford Road / 845 Shefford Road / 750 Green Creek Drive","45.45785881499582","-75.58631307544955","full","no/non","no/non",""
"Sports Field","cricket","Jim Siew Cricket Pitch #1","Lynda Lane Park","580 Smyth Road, Ottawa","45.396416669046204","-75.64686666720571","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Centre","W.C. Levesque Fields","52 Riverstone Drive, Nepean","45.26294354884683","-75.7273243645611","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Laura Dubois Park","24 Shetland Way, Kanata","45.297788621061756","-75.86523379525109","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","W.C. Levesque Fields","52 Riverstone Drive, Nepean","45.26288598450427","-75.72851656548704","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - East","Plouffe Park","930 Somerset Street West, Ottawa","45.40717263027299","-75.71398019823933","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field","Stonecrest Park","220 Stoneway Drive","45.28678958945092","-75.71578285290987","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Vanessa Gilles Park","1465 Ridgebrook Drive, Gloucester","45.42241293729212","-75.60313808683483","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Westcliffe Park","681 Seyton Drive, Nepean","45.31564856009116","-75.8365380486461","full","no/non","no/non",""
"Sports Field","general open field","General Open Field","Chanonhouse Park","28 Chanonhouse Drive, Goulbourn","45.19342248687768","-75.82345114455035","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Centrepointe Park","260 Centrepointe Drive","45.34077562696348","-75.77016903593008","int","no/non","no/non",""
"Sports Field","football","Ed Laverty Field West","McCarthy Park","3320 Paul Anka Drive","45.35145948087163","-75.6756402905593","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Varennes Park","1595 Varennes Boulevard, Cumberland","45.47753613790137","-75.47255981346675","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Fitzroy Harbour Community Centre and Campbell Bicentennial Park","100 Clifford Campbell Street, West Carleton","45.468650406799085","-76.20519811264344","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - East Mini 1","Fitzroy Harbour Community Centre and Campbell Bicentennial Park","100 Clifford Campbell Street, West Carleton","45.469180393669575","-76.20487503534814","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","George Wilson Park","9 A Virgil Road, Nepean","45.32340800166255","-75.8248090900361","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini Centre","Rabbi Bulka Kindness Park","2330 Virginia Drive, Ottawa","45.38593797301731","-75.64659962322457","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Kimmins Court Park","250 Walden Drive, Kanata","45.33576735129992","-75.91564684205906","mini","no/non","no/non",""
"Sports Field","soccer","Carp River Sportsfield North","Walter Baker Park","100 Charlie Rogers Place","45.293597062074014","-75.90268051792556","full","no/non","no/non",""
"Sports Field","general open field","General Open Field","Watters Park","841 Clearcrest Crescent, Cumberland","45.47943244880369","-75.4818192090376","mini","no/non","no/non",""
"Sports Field","general open field","General Open Field","McKellar Park","539 Wavell Avenue, Ottawa","45.38289297321024","-75.76494383416302","int","no/non","no/non",""
"Sports Field","soccer","Sports Field #5","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46818638219886","-75.44901486117382","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - East Mini 2","Constance Buckham's Bay Community Centre Park","262 Len Purcell Drive, West Carleton","45.49963574783247","-76.0917230050052","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Sheperds Grove Park","3825 Stonecrest Road, West Carleton","45.436851531497744","-76.11628278856617","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Sheperds Grove Park","3825 Stonecrest Road, West Carleton","45.43735585052567","-76.11694486579519","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","J.J. Clarke Park","75 Bridlewood Drive, Kanata","45.293195023217145","-75.86274172851576","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","Langstaff Drive Soccer Fields","192 Langstaff Drive, West Carleton","45.34942122458252","-76.0341246764977","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini Centre","Langstaff Drive Soccer Fields","192 Langstaff Drive, West Carleton","45.34918937402108","-76.03445872940914","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini West","Langstaff Drive Soccer Fields","192 Langstaff Drive, West Carleton","45.349003328232136","-76.03475057228201","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Artificial Turf - Mini South","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46476925992596","-75.44990221521485","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Mini East - 04","Ottawa Business Park","3035 Conroy Road, Ottawa","45.38126989429716","-75.62208159515465","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Brookshire Park","1027 Klondike Road, Kanata","45.35871546503898","-75.92847999184997","full","no/non","no/non",""
"Sports Field","soccer","E2E Soccer Field","Richcraft Recreation Complex - Kanata","4101 Innovation Drive, Kanata","45.33972123132904","-75.92875210143102","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Mini","Fosterbrook Park","428 Fosterbrook Way, Nepean","45.267995194188785","-75.77699192376927","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Kilbirnie Park","665 Kilbirnie Drive, Nepean","45.24789443662316","-75.72446218204723","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field #2 - Mini West","NCC Aubrey Moodie Park","595 Moodie Drive, Nepean","45.310839401234986","-75.82401401453433","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field #2","NCC Aubrey Moodie Park","595 Moodie Drive, Nepean","45.31093265431945","-75.82376768031375","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Cardinal Creek Community Park","1825 Trim Road, Cumberland","45.478696775807336","-75.45869279351363","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field #5","George Nelms Sports Park","5650 Mitch Owens Road","45.24143326280545","-75.65146293328952","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #3","George Nelms Sports Park","5650 Mitch Owens Road","45.242220103413594","-75.65219166102104","full","no/non","no/non",""
"Sports Field","multi-use","Minto Sports Field","Nepean Sportsplex Park","1701 Woodroffe Avenue, Nepean","45.326938159389094","-75.7418562528088","full","yes/oui","no/non",""
"Sports Field","general open field","General Open Field","Uplands Park","3165 Uplands Drive, Ottawa","45.34925723097253","-75.68262781623389","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Goldfinch Park","280 Joshua Street","45.42618551347511","-75.51253122519608","full","no/non","no/non",""
"Sports Field","multi-use","Minto Sports Field - Mini South","Nepean Sportsplex Park","1701 Woodroffe Avenue, Nepean","45.32675937934226","-75.74171687739585","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Artificial Turf - Mini North","Cumberland Millennium Sports Park","100 Millennium Boulevard","45.46515093667323","-75.4501196659041","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Mini","Dogwood Park and Munster Hamlet Community Centre","2890 Munster Road, Goulbourn","45.16329183654182","-75.94032509543969","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Dr. John Hopps Park","300 Den Haag Drive, Ottawa","45.440069922150535","-75.63172505105217","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Fitzroy Harbour Community Centre and Campbell Bicentennial Park","100 Clifford Campbell Street, West Carleton","45.46916556514987","-76.20608646381442","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini South","François Dupont Park","755 Champlain Street, Cumberland","45.488868104975026","-75.52092311679877","mini","no/non","no/non",""
"Sports Field","general open field","General Open Field","Joe Rowan Park","2665 Glenwood Drive, Osgoode","45.23737825438541","-75.46584091460483","mini","no/non","no/non",""
"Sports Field","soccer","Pat O'Kane Soccer Field","Walter Baker Park","100 Charlie Rogers Place","45.293473386551334","-75.89727751171601","full","yes/oui","no/non",""
"Sports Field","soccer","Carp River Sportsfield South","Walter Baker Park","100 Charlie Rogers Place","45.29248639746788","-75.90101865441288","full","no/non","no/non",""
"Sports Field","soccer","Soccer Sportsfield West","Walter Baker Park","100 Charlie Rogers Place","45.29675097765638","-75.90443061037219","full","no/non","no/non",""
"Sports Field","soccer","Soccer Sportsfield East","Walter Baker Park","100 Charlie Rogers Place","45.29720558258221","-75.90388573903324","full","no/non","no/non",""
"Sports Field","soccer","David Ireland Soccer Field","Walter Baker Park","100 Charlie Rogers Place","45.29576637107195","-75.90554524806157","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Black Raven Community Park","675 Dundonald Drive","45.24124686821924","-75.74055645347475","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Bert Dowler Park","100 Highgarden Terrace","45.32444097598075","-75.5835408771777","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Nimiq Park","5058 North Bluff Drive, Gloucester","45.28356828850397","-75.67366663977782","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini South","Craig Henry Park","135 Craig Henry Drive, Nepean","45.33346938119883","-75.78156603919481","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini North","Trend-Arlington Park","50 Bellman Drive, Nepean","45.327319313088935","-75.78259091901762","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Charing Park","37 Chartwell Avenue, Nepean","45.33158047679491","-75.7656617497718","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - East","Ken Ross Park","600 Longfields Drive, Nepean","45.28406414479692","-75.74126397288074","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Ravenscroft Park","126 Shirley's Brook Drive, Kanata","45.3546199550781","-75.92012735932019","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Trend-Arlington Park","50 Bellman Drive, Nepean","45.326406787426514","-75.78390877269226","full","no/non","no/non",""
"Sports Field","multi-use","Quinn's Pointe Field","Minto Recreation Complex - Barrhaven","3500 Cambrian Road, Nepean","45.251635331648096","-75.73364236417633","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field","Gow Park","1009 Beaverbrook Road, Kanata","45.32592963996016","-75.9028165471141","int","no/non","no/non",""
"Sports Field","cricket","Cricket","W.C. Levesque Fields","52 Riverstone Drive, Nepean","45.26290279755741","-75.72791371777797","full","no/non","no/non",""
"Sports Field","soccer","Lindsey Winter Memorial Sports Field","Kars Community Park","1604 Old Wellington Street","45.14985407107714","-75.65153918318916","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Grovehurst Park","100 Grovehurst Drive, Nepean","45.27711304339632","-75.71289774089837","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Intermediate","Half Moon Bay Park","3525 Cambrian Road","45.25307295170749","-75.73773916157226","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini South","Mountain Meadows Park","3740 Mountain Meadows Crescent, Gloucester","45.28422431685561","-75.68440646702173","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini West","Ken Ross Park","600 Longfields Drive, Nepean","45.28397714524914","-75.74151836588773","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","Ken Ross Park","600 Longfields Drive, Nepean","45.284171294492104","-75.74099638002895","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Forbes Park","669 Paul Avenue, Ottawa","45.43913865427547","-75.64264166315073","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Harold Barnhart Park","5650 Scobie Crescent, Osgoode","45.22947908290413","-75.64145793962612","full","no/non","no/non",""
"Sports Field","soccer","Sports Field #1 - Artificial Turf","George Nelms Sports Park","5650 Mitch Owens Road","45.24324389052644","-75.65241336433485","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Mini","Helen Redpath Thomson Park","861 Cummings Avenue, Ottawa","45.435163447534414","-75.63598326312827","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field #1","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.44477157130763","-75.57950915194432","int","no/non","no/non",""
"Sports Field","soccer","Sports Field #11","Hornets Nest Park","1660 Bearbrook Road, Gloucester","45.43923603954382","-75.57765258308535","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","Ray Friel Recreation Complex and Park","1585 Tenth Line Road, Cumberland","45.471133713071254","-75.49079314606229","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini West","Ray Friel Recreation Complex and Park","1585 Tenth Line Road, Cumberland","45.47098135446405","-75.49135674907154","mini","no/non","no/non",""
"Sports Field","soccer","Lindsey Winter Memorial Sports Field - Mini East","Kars Community Park","1604 Old Wellington Street","45.149930032630024","-75.65128700452932","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Mary Durling Park","33 Brae Crescent","45.25024843739916","-75.91900830281791","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Fallingbrook Park","681 Deancourt Crescent, Cumberland","45.481699248973996","-75.49002963735958","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Weybridge Park","75 Flanders Street, Nepean","45.269566305320005","-75.76935196338195","full","no/non","no/non",""
"Sports Field","soccer","Colonnade Park Mini Field - East","Colonnade Park","2 Colonnade Road, Nepean","45.34095820807722","-75.72053914128512","mini","no/non","no/non",""
"Sports Field","soccer","Colonnade Park Mini Field - North","Colonnade Park","2 Colonnade Road, Nepean","45.340792861450616","-75.72242810429152","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field #3- West Mini 2","Richmond Lions Community Park","3302 Huntley Road, Goulbourn","45.198677908766804","-75.84331020592626","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Alfred Taylor Recreation Facility - North Gower","2300 Community Way, Rideau","45.13038230350234","-75.71018334472349","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Des Pionniers Park","1880 Carrigan Drive, Cumberland","45.47285871369761","-75.48159833756374","int","no/non","no/non",""
"Sports Field","soccer","Hugh O'Gorman Soccer Field","Dunrobin Community Centre","1151 Thomas A. Dolan Parkway, West Carleton","45.421420724348835","-76.02423811133147","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Dowitcher Park","50 Dowitcher Grove","45.246856785000254","-75.74522769924037","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Aquaview Park","318 Aquaview Drive, Cumberland","45.454091912012146","-75.4779197849843","full","no/non","no/non",""
"Sports Field","soccer","Hugh O'Gorman Soccer Field - Mini South 2","Dunrobin Community Centre","1151 Thomas A. Dolan Parkway, West Carleton","45.421271363191906","-76.024047331623","mini","no/non","no/non",""
"Sports Field","general open field","General Open Field","Bordeleau Park","349 Bruyère Street, Ottawa","45.43572513271668","-75.6882884448939","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Blue Willow Park","6011 Longleaf Drive, Gloucester","45.43736197614673","-75.52825043472114","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Mohawk Park","90 Queensline Drive, Nepean","45.344921484089035","-75.80393933593064","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Intermediate","Trillium Park","2030 Ogilvie Road, Gloucester","45.43587563061215","-75.60074538634633","int","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - South","Alexander Grove Park","10 Warner Colpitts Lane, Goulbourn","45.25872177454242","-75.92682164883489","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini South","Alexander Park","960 Silver Street, Ottawa","45.379668378655204","-75.73176307422891","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - East - 03","Ottawa Business Park","3035 Conroy Road, Ottawa","45.38351332388632","-75.61634123203004","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini West - 05","Ottawa Business Park","3035 Conroy Road, Ottawa","45.38032241900794","-75.62459601107594","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Multi-use - West - 01","Ottawa Business Park","3035 Conroy Road, Ottawa","45.379685403171315","-75.62589880359651","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini East","Balena Park","1640 Devon Street, Ottawa","45.40614039359882","-75.64387722755208","mini","no/non","no/non",""
"Sports Field","general open field","General Open Field","Barnett Park","2045 Regional Road 174","45.516974791534295","-75.43013125880537","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field 2B","Bell Centennial Arena and Bell Arena Park","50 Cassidy Road, Nepean","45.32412034572514","-75.80784574258865","full","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - North","Alexander Grove Park","10 Warner Colpitts Lane, Goulbourn","45.25905366781564","-75.92721387215255","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Bellevue Manor Park","1520 Caldwell Avenue, Ottawa","45.37261767963153","-75.73986778341838","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field 02 - East","Ben Franklin Park West","191 Knoxdale Road, Nepean","45.32462075810789","-75.77291396584147","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Beaverbrook Park","2500 Campeau Drive, Kanata","45.32075143490341","-75.89857013440927","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Blackstone Park","101 Tapadero Avenue","45.27699974811194","-75.8864370165664","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Blackburn Park","180 - 190 Glen Park Drive, Gloucester","45.4293100372612","-75.5638640237858","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Bryanston Gate Park","23 Alon Street","45.27779904366409","-75.92799097416211","mini","yes/oui","no/non",""
"Sports Field","soccer","Sports Field - Multi-use","Bruff Park","250 Lorry Greenberg Drive, Ottawa","45.36286215740571","-75.63099736806132","full","no/non","no/non",""
"Sports Field","soccer","Sports Field","Cardinal Farm Park","1921 Wildflower Drive, Cumberland","45.46142214667716","-75.50521939602585","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - West","Constance Buckham's Bay Community Centre Park","262 Len Purcell Drive, West Carleton","45.49946854626312","-76.09232492295797","int","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini","Country Place Park","83 Amberwood Crescent, Nepean","45.321447262371784","-75.7082550921015","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Carrol Homestead Community Park / Corkery Community Centre","3447 Old Almonte Road, West Carleton","45.259721437210146","-76.0610127926638","full","no/non","no/non",""
"Sports Field","soccer","Sports Field - Mini West","Carrol Homestead Community Park / Corkery Community Centre","3447 Old Almonte Road, West Carleton","45.259589190080575","-76.0612318809818","mini","no/non","no/non",""
"Sports Field","soccer","Sports Field","Carrol Homestead Community Park / Corkery Community Centre","3447 Old Almonte Road, West Carleton","45.25975187007991","-76.06296154484055","full","no/non","no/non",""
