way_id,name,ref,type,lat,lng
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4967216,-75.7161713
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4966301,-75.716199
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4965379,-75.7162257
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4964446,-75.7162513
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4963492,-75.7162751
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4962494,-75.716298
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4961389,-75.7163217
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4960222,-75.7163455
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4959137,-75.7163664
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4958127,-75.7163845
30074753,"Autoroute Guy-Lafleur","50",motorway,45.495717,-75.7163999
30074753,"Autoroute Guy-Lafleur","50",motorway,45.495626,-75.7164129
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4955371,-75.7164245
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4954507,-75.7164349
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4953677,-75.7164447
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4952854,-75.7164536
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4951957,-75.7164612
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4950984,-75.7164677
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4949929,-75.716473
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4948836,-75.7164771
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4947839,-75.7164797
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4946912,-75.7164808
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4945976,-75.7164801
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4945025,-75.7164779
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4944044,-75.7164743
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4943035,-75.7164696
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4941998,-75.7164635
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4940923,-75.7164558
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4939773,-75.7164446
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4938587,-75.7164307
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4937479,-75.7164162
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4936412,-75.7164009
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4935278,-75.7163843
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4933897,-75.7163635
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4931726,-75.7163302
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4928814,-75.7162849
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4925303,-75.7162289
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4920353,-75.716149
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4908744,-75.7159683
30074753,"Autoroute Guy-Lafleur","50",motorway,45.4897292,-75.7157821
30074753,"Autoroute Guy-Lafleur","50",motorway,45.488773,-75.7156386
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110203,-75.5993708
30074764,"Autoroute Guy-Lafleur","50",motorway,45.511016,-75.5964555
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110103,-75.5939571
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110107,-75.5926087
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110233,-75.5916824
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110301,-75.5911704
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110422,-75.5906205
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110543,-75.5901157
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110661,-75.5897075
30074764,"Autoroute Guy-Lafleur","50",motorway,45.511076,-75.5894035
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5110964,-75.5888771
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5111188,-75.5883066
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5111391,-75.5878449
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5111585,-75.5873931
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5111756,-75.587052
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5111926,-75.5866967
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5112167,-75.5862925
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5112427,-75.5858555
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5112719,-75.5853515
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5112983,-75.584963
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5113268,-75.5845361
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5113757,-75.5838734
30074764,"Autoroute Guy-Lafleur","50",motorway,45.511418,-75.5833195
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5114603,-75.5827969
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5115086,-75.5822029
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5115875,-75.581274
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5118774,-75.5778217
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5122466,-75.5733837
30074764,"Autoroute Guy-Lafleur","50",motorway,45.5123405,-75.5722438
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4844796,-75.7146759
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4851492,-75.7147843
30074794,"Autoroute Guy-Lafleur","50",motorway,45.48568,-75.7148678
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4864259,-75.7149817
30074794,"Autoroute Guy-Lafleur","50",motorway,45.487304,-75.7151222
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4879223,-75.7152188
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4887991,-75.7153548
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4904891,-75.7156201
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4917128,-75.7158107
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4928479,-75.715989
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4929902,-75.7160114
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4932054,-75.7160449
30074794,"Autoroute Guy-Lafleur","50",motorway,45.493371,-75.7160692
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4934956,-75.7160857
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4936055,-75.7160986
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4937049,-75.7161085
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4938062,-75.7161177
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4939067,-75.7161258
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4939981,-75.716132
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4940833,-75.7161365
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4941711,-75.7161402
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4942605,-75.7161429
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4943483,-75.7161437
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4944366,-75.7161429
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4945315,-75.7161413
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4946304,-75.7161388
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4947264,-75.7161343
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4948218,-75.716128
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4949241,-75.7161199
30074794,"Autoroute Guy-Lafleur","50",motorway,45.495032,-75.7161101
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4951425,-75.7160981
30074794,"Autoroute Guy-Lafleur","50",motorway,45.495253,-75.7160845
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4953566,-75.7160706
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4954577,-75.7160556
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4955701,-75.7160365
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4956902,-75.7160142
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4958071,-75.7159906
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4959189,-75.7159662
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4960194,-75.7159421
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4961116,-75.7159182
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4962039,-75.7158938
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4962971,-75.715868
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4963942,-75.7158386
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4964919,-75.7158071
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4965811,-75.7157773
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4966653,-75.715748
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4967547,-75.7157158
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4968468,-75.7156815
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4969335,-75.7156477
30074794,"Autoroute Guy-Lafleur","50",motorway,45.4970147,-75.7156148
