neighbourhood_id,neighbourhood_name,name,shop_type,category,brand,address,latitude,longitude,osm_id,osm_type
glebe-dows-lake,Glebe - Dows Lake,ERLING'S VARIETY,,grocery,,225 STRATHCONA AVE,45.407634,-75.690508,,
glebe-dows-lake,Glebe - Dows Lake,I HEART NUTS,,grocery,,1000 EXHIBITION WAY,45.4000351,-75.6828265,,
glebe-dows-lake,Glebe - Dows Lake,IL NEGOZIO NICASTRO,,grocery,,792 BANK ST,45.402908,-75.6884398,,
glebe-dows-lake,Glebe - Dows Lake,LOBLAWS,,grocery,,64 ISABELLA ST,45.4109012,-75.6862105,,
glebe-dows-lake,Glebe - Dows Lake,METRO,,grocery,,774 BANK ST,45.4033142,-75.6887818,,
glebe-dows-lake,Glebe - Dows Lake,O'CONNOR CONFECTIONERY,,grocery,,41 THIRD AVE,45.4046064,-75.6847735,,
glebe-dows-lake,Glebe - Dows Lake,QUICKIE CONVENIENCE STORES,,grocery,,655 BRONSON AVE,45.403433,-75.7008456,,
glebe-dows-lake,Glebe - Dows Lake,SEOUL MART,,grocery,,22 PRETORIA AVE,45.41029,-75.6853312,,
glebe-dows-lake,Glebe - Dows Lake,SEOUL MART - SPECIAL EVENT VENDOR,,grocery,,450 QUEEN ELIZABETH DRIVEWAY,45.3993722,-75.682328,,
glebe-dows-lake,Glebe - Dows Lake,SHOPPERS DRUG MART,,grocery,,700 BANK ST,45.4048513,-75.689749,,
glebe-dows-lake,Glebe - Dows Lake,SISTERS MART,,grocery,,793 BANK ST,45.4029428,-75.6880306,,
glebe-dows-lake,Glebe - Dows Lake,WHOLE FOODS MARKET,,grocery,,951 BANK ST,45.3993485,-75.6854996,,
glen-cairn,Glen Cairn,AFRICAN FOOD MARKET,,grocery,,462 HAZELDEAN RD,45.2981401,-75.8872192,,
glen-cairn,Glen Cairn,CIRCLE K,,grocery,,100 CASTLEFRANK RD,45.293711,-75.8818123,,
glen-cairn,Glen Cairn,FARM BOY KANATA,,grocery,,700 TERRY FOX DR,45.2923904,-75.8959103,,
glen-cairn,Glen Cairn,MAC'S,,grocery,,500 HAZELDEAN RD,45.2933502,-75.8937131,,
glen-cairn,Glen Cairn,PETRO CANADA,,grocery,,7 CARBROOKE ST,45.3023544,-75.8791186,,
glen-cairn,Glen Cairn,PETRO CANADA,,grocery,,500 EAGLESON RD,45.2905187,-75.8701199,,
glen-cairn,Glen Cairn,REAL CANADIAN SUPERSTORE,,grocery,,760 EAGLESON RD,45.2827733,-75.8665635,,
glen-cairn,Glen Cairn,REXALL DRUGSTORE,,grocery,,300 EAGLESON RD,45.3023709,-75.8777644,,
glen-cairn,Glen Cairn,SHOPPERS DRUG MART,,grocery,,680 EAGLESON ROAD,45.2873726,-75.8684677,,
glen-cairn,Glen Cairn,SHOPPERS DRUG MART,,grocery,,420 HAZELDEAN RD,45.3014469,-75.8805222,,
glen-cairn,Glen Cairn,SOBEYS,,grocery,,700 TERRY FOX DR,45.292704,-75.895607,,
glen-cairn,Glen Cairn,T&T SUPERMARKET,,grocery,,300 EAGLESON RD,45.3023709,-75.8777644,,
glen-cairn,Glen Cairn,THE INDIAN SUPERMARKET KANATA,,grocery,,474 HAZELDEAN RD,45.2974021,-75.8878894,,
greely,Greely,DOLLARAMA,,grocery,,6045 BANK ST,45.2643375,-75.5558681,,
greely,Greely,GREELY CONVENIENCE STORE,,grocery,,1341 MEADOW,45.2654981,-75.5618728,,
greenboro-east,Greenboro East,QUICKIE CONVENIENCE STORES,,grocery,,1661 HUNT CLUB RD,45.3603489,-75.6314642,,
greenboro-west,Greenboro West,SUPER CONVENIENCE MART,,grocery,,25 TAPIOLA CRESCENT,45.3639971,-75.6466353,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,ALJAZEERA FOOD MART,,grocery,,1101 WELLINGTON ST W,45.4028466,-75.7257886,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,CIRCLE K,,grocery,,1023 WELLINGTON ST W,45.4047842,-75.723925,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,DOLLARAMA,,grocery,,1050 SOMERSET ST W,45.4065044,-75.7195173,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,GIANT TIGER,,grocery,,1085 WELLINGTON ST W,45.4032386,-75.7255285,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,LITTLE MAC'S,,grocery,,991 WELLINGTON ST W,45.4055399,-75.7234739,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,MARCHE HINTONBURG MARKET SUPERMARKET,,grocery,,1059 WELLINGTON ST,45.4039768,-75.724614,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,PETRO CANADA,,grocery,,390 PARKDALE AVE,45.4009345,-75.7295664,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,QUICKIE CONVENIENCE STORES,,grocery,,255 PARKDALE AVE,45.404904,-75.731171,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,RED ROCK CONVENIENCE & CAFE,,grocery,,86 FORWARD AVE,45.4093771,-75.7332938,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,REDROCK CONVENIENCE & CAFE,,grocery,,86 FORWARD AVE,45.4093771,-75.7332938,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,REXALL DRUGSTORE,,grocery,,1190 WELLINGTON ST W,45.4004467,-75.7294935,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,REXALL DRUGSTORE,,grocery,,1620 SCOTT ST,45.4035435,-75.7330852,,
hintonburg-mechanicsville,Hintonburg - Mechanicsville,SILVER CITY FOOD MARKET,,grocery,,86 FORWARD AVE,45.4093943,-75.7332684,,
hunt-club-park,Hunt Club Park,EASY DAY CONVENIENCE,,grocery,,3500 HAWTHORNE RD,45.3740618,-75.5973799,,
hunt-club-park,Hunt Club Park,PETRO CANADA,,grocery,,3201 CONROY ROAD,45.3738805,-75.6239854,,
hunt-club-park,Hunt Club Park,QUICKIE CONVENIENCE STORES,,grocery,,4 LORRY GREENBERG DRIVE,45.3691281,-75.6209221,,
industrial-east,Industrial East,FARM BOY,,grocery,,2370 WALKLEY RD,45.3901177,-75.6143602,,
industrial-east,Industrial East,GIANT TIGER,,grocery,,2480 WALKLEY RD,45.3910584,-75.610644,,
industrial-east,Industrial East,GIANT TIGER,,grocery,,2950 BANK ST,45.3910584,-75.610644,,
industrial-east,Industrial East,GOLDEN HAIR & AFRO-CARIBBEAN GROCERIES,,grocery,,1737 ST. LAURENT BLVD,45.4054404,-75.6260717,,
industrial-east,Industrial East,ORLEANS FRESH FRUIT,,grocery,,3150 HAWTHORNE RD,45.385374,-75.6043151,,
iris,Iris,BIG JOE'S CONVENIENCE/ MILANOS,,grocery,,2529 BASELINE RD,45.3423588,-75.7854815,,
iris,Iris,ESSO - ON THE RUN,,grocery,,2545 BASELINE RD,45.3421276,-75.7863083,,
iris,Iris,IKEA CANADA LIMITED,,grocery,,2685 IRIS ST,45.3503254,-75.7849634,,
iris,Iris,IRIS FOOD MART,,grocery,,1121 COBDEN RD,45.352581,-75.777841,,
iris,Iris,PETRO CANADA,,grocery,,2577 BASELINE ROAD,45.3414286,-75.7878838,,
island-park-wellington-village,Island Park - Wellington Village,ESSO,,grocery,,479 MARCH RD,45.397267,-75.741709,,
island-park-wellington-village,Island Park - Wellington Village,METRO,,grocery,,345 CARLETON AVE,45.3983659,-75.7404881,,
kanata-lakes,Kanata Lakes,CANADIAN TIRE,,grocery,,8181 CAMPEAU DR,45.3068951,-75.9185459,,
kanata-lakes,Kanata Lakes,CANADIAN TIRE,,grocery,,500 TERRY FOX DR,45.3086924,-75.9168155,,
kanata-lakes,Kanata Lakes,CANADIAN TIRE GAS,,grocery,,1636 BANK ST,45.3068987,-75.918637,,
kanata-lakes,Kanata Lakes,ESSO,,grocery,,501 TERRY FOX DR,45.310111,-75.918391,,
kanata-lakes,Kanata Lakes,FARM BOY,,grocery,,499 TERRY FOX DR,45.3106652,-75.9196033,,
kanata-lakes,Kanata Lakes,FARM BOY,,grocery,,499 TERRY FOX DR,45.3106652,-75.9196033,,
kanata-lakes,Kanata Lakes,KOWLOON SUPERMARKET KANATA,,grocery,,5108 KANATA AVE.,45.3223982,-75.9258286,,
kanata-lakes,Kanata Lakes,LOBLAWS,,grocery,,200 EARL GREY DR,45.3099428,-75.9166182,,
kanata-lakes,Kanata Lakes,MORNING OWL COFFEEHOUSE + VARIETY,,grocery,,1047 CANADIAN SHIELD AVE,45.3149068,-75.9015307,,
kanata-lakes,Kanata Lakes,SWEET ESCAPE CANDY EMPORIUM,,grocery,,8555 CAMPEAU DR,45.2979007,-75.9375927,,
katimavik-hazeldean,Katimavik - Hazeldean,BULK BARN,,grocery,,457 HAZELDEAN RD,45.2994233,-75.8863655,,
katimavik-hazeldean,Katimavik - Hazeldean,CIRCLE K,,grocery,,13 KAKULU ROAD,45.3095761,-75.8812653,,
katimavik-hazeldean,Katimavik - Hazeldean,COSTCO,,grocery,,770 SILVER SEVEN RD,45.3027368,-75.9130881,,
katimavik-hazeldean,Katimavik - Hazeldean,COSTCO,,grocery,,770 SILVER SEVEN RD,45.3027368,-75.9130881,,
katimavik-hazeldean,Katimavik - Hazeldean,COSTCO,,grocery,,770 SILVER SEVEN RD,45.3026258,-75.9131164,,
katimavik-hazeldean,Katimavik - Hazeldean,COSTCO,,grocery,,770 SILVER SEVEN RD,45.3027368,-75.9130881,,
katimavik-hazeldean,Katimavik - Hazeldean,ESSO,,grocery,,44 EDGEWATER ST,45.2975217,-75.9010391,,
katimavik-hazeldean,Katimavik - Hazeldean,ESSO - CIRCLE K,,grocery,,401 HAZELDEAN RD,45.3039465,-75.8773426,,
katimavik-hazeldean,Katimavik - Hazeldean,FARM BOY,,grocery,,457 HAZELDEAN RD,45.2994233,-75.8863655,,
katimavik-hazeldean,Katimavik - Hazeldean,FARM BOY,,grocery,,457 HAZELDEAN RD,45.2994233,-75.8863655,,
katimavik-hazeldean,Katimavik - Hazeldean,FOOD BASICS,,grocery,,150 KATIMAVIK RD,45.3124188,-75.8958402,,
katimavik-hazeldean,Katimavik - Hazeldean,ISTANBUL FOOD MART,,grocery,,200 KATIMAVIK RD,45.3047505,-75.9059218,,
katimavik-hazeldean,Katimavik - Hazeldean,KANATA PHARMASAVE,,grocery,,99 KAKULU RD,45.3042405,-75.8947172,,
katimavik-hazeldean,Katimavik - Hazeldean,PETRO CANADA,,grocery,,570 TERRY FOX DR,45.3022485,-75.907912,,
katimavik-hazeldean,Katimavik - Hazeldean,PETRO CANADA,,grocery,,120 EAGLESON RD,45.3099818,-75.8807491,,
katimavik-hazeldean,Katimavik - Hazeldean,ULTRAMAR ON THE RUN,,grocery,,480 HAZELDEAN ROAD,45.2965292,-75.8908625,,
laurentian,Laurentian,CIRCLE K,,grocery,,1859 CARLING AVE,45.3763141,-75.7573125,,
laurentian,Laurentian,DOLLARAMA,,grocery,,2121 CARLING AVE,45.3730814,-75.7682887,,
laurentian,Laurentian,ESSO - ON THE RUN - TIM HORTON'S,,grocery,,1859 CARLING AVE,45.376346,-75.757319,,
laurentian,Laurentian,LOBLAWS,,grocery,,2085 CARLING AVE,45.3723082,-75.7675725,,
laurentian,Laurentian,PRODUCE DEPOT,,grocery,,1855 CARLING AVE,45.376684,-75.7569011,,
laurentian,Laurentian,PRODUCE DEPOT,,grocery,,1855 CARLING AVE,45.376684,-75.7569011,,
laurentian,Laurentian,REXALL DRUGSTORE,,grocery,,2121 CARLING AVE,45.3730814,-75.7682887,,
laurentian,Laurentian,SHOPPERS DRUG MART,,grocery,,410 RICHMOND RD,45.3904343,-75.7569586,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,ALTA JUBA SUPERMARKET,,grocery,,2925 ALBION RD N,45.3718651,-75.652455,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,CIRCLE K,,grocery,,1420 WALKLEY RD,45.3734589,-75.6535775,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,CONNOR AND KENNEDY'S NO FRILLS,,grocery,,2681 ALTA VISTA DR,45.3722066,-75.6633286,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,DOLLARAMA,,grocery,,1670 HERON RD,45.3792083,-75.644858,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,DOLLARAMA,,grocery,,2679 ALTA VISTA DR,45.372543,-75.6631,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,ESSO/CIRCLE K,,grocery,,1970 WALKLEY RD,45.3834035,-75.6310185,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,FOOD BASICS,,grocery,,1670 HERON RD,45.379325,-75.6431865,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,GEELAND INTERNATIONAL GROCERY,,grocery,,1620 WALKLEY RD,45.3773624,-75.6450154,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,PETRO CANADA,,grocery,,1847 BANK ST,45.3701277,-75.662761,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,QUICKIE CONVENIENCE STORES,,grocery,,1780 HERON RD,45.3802893,-75.6395713,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,QUICKIE CONVENIENCE STORES,,grocery,,119 MANN AVE,45.3799867,-75.6319298,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,REXALL,,grocery,,C-1725 WALKLEY OTTAWA,45.3778586,-75.6459656,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,SHAS PHARMACY,,grocery,,1428 WALKLEY RD,45.3735144,-75.6534727,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,SHOPPERS DRUG MART,,grocery,,1180 WALKLEY RD,45.3700739,-75.6639372,,
ledbury-heron-gate-ridgemont,Ledbury - Heron Gate - Ridgemont,YOUR INDEPENDENT GROCER - WILSON'S,,grocery,,2681 ALTA VISTA DR,45.3722133,-75.6630484,,
leslie-park-bruce-farm,Leslie Park - Bruce Farm,DOLLARAMA,,grocery,,2946 BASELINE RD,45.3350419,-75.7994166,,
lowertown-east,Lowertown East,CIRCLE K,,grocery,,333 RIDEAU STREET,45.429691,-75.6843595,,
lowertown-east,Lowertown East,DOLLARAMA,,grocery,,305 RIDEAU STREET,45.429285,-75.6855888,,
lowertown-east,Lowertown East,LOBLAWS,,grocery,,363 RIDEAU STREET,45.430173,-75.683903,,
lowertown-west,Lowertown West,BYWARD FRUIT MARKET,,grocery,,36 BY WARD MARKET SQUARE,45.4276028,-75.692953,,
lowertown-west,Lowertown West,DONNA'S FRIENDLY STORE,,grocery,,157 CATHCART ST,45.4336358,-75.695023,,
lowertown-west,Lowertown West,GIANT TIGER,,grocery,,98 GEORGE ST,45.427402,-75.6905046,,
lowertown-west,Lowertown West,LA LATINA GROCERIES,,grocery,,217 DALHOUSIE ST,45.431669,-75.6933437,,
lowertown-west,Lowertown West,METRO,,grocery,,255 RIDEAU STREET,45.4284,-75.68705,,
lowertown-west,Lowertown West,MICHEL'S DEPANNEUR,,grocery,,262 DALHOUSIE ST,45.4304773,-75.6926245,,
lowertown-west,Lowertown West,UNIVERSAL GROCERY,,grocery,,140 GEORGE ST,45.4279465,-75.6892452,,
lowertown-west,Lowertown West,XMARKET RIDEAU,,grocery,,73 RIDEAU ST,45.4262152,-75.6926662,,
manor-park,Manor Park,BRITTANY VARIETY STORE,,grocery,,230 BRITTANY DRIVE,45.44566,-75.6479358,,
manor-park,Manor Park,CIRCLE K,,grocery,,437 ST. LAURENT BOULEVARD,45.4473684,-75.6498646,,
manor-park,Manor Park,CIRCLE K,,grocery,,598 MONTREAL ROAD,45.442849,-75.64196,,
manor-park,Manor Park,FARM BOY,,grocery,,585 MONTREAL RD,45.4426485,-75.6444576,,
manor-park,Manor Park,FARM BOY-SUPERMARKET,,grocery,,585 MONTREAL RD,45.4426485,-75.6444576,,
manor-park,Manor Park,SHOPPERS DRUG MART,,grocery,,541 MONTREAL ROAD,45.4416498,-75.6461203,,
manotick,Manotick,BAKKER'S GENERAL STORE,,grocery,,1004 MANOTICK STATION RD,45.255696,-75.624512,,
manotick,Manotick,DISCOUNT TOBACCO & GROCERY,,grocery,,5646 MANOTICK MAIN ST,45.2201635,-75.6768404,,
manotick,Manotick,DRUMMOND GAS-MANOTICK,,grocery,,5220 MITCH OWENS RD,45.2339116,-75.6759527,,
manotick,Manotick,GIANT TIGER,,grocery,,1168 MAPLE ST,45.2248015,-75.68698,,
manotick,Manotick,REXALL PHARMACY,,grocery,,1160 BEAVERWOOD RD,45.223509,-75.6846823,,
manotick,Manotick,YOUR INDEPENDENT GROCER - MCDONOUGH'S,,grocery,,1160 1160 BEAVERWOOD RD,45.2229879,-75.6823237,,
manotick,Manotick,YOUR INDEPENDENT GROCER - ROBINSON'S,,grocery,,1160 BEAVERWOOD RD,45.223509,-75.6846823,,
metcalfe,Metcalfe,METCALFE VARIETY STORE,,grocery,,8196 VICTORIA ST,45.2349347,-75.4743956,,
richmond,Richmond,CIRCLE K CONVENIENCE STORE,,grocery,,6138 PERTH ST,45.1938724,-75.8389807,,
richmond,Richmond,DRUMMONDS FUELS(OTTAWA) LTD.,,grocery,,5789 PERTH ST,45.2046248,-75.8225595,,
richmond,Richmond,KING'S YOUR INDEPENDANT GROCER,,grocery,,5911 PERTH ST,45.2032116,-75.8290665,,
richmond,Richmond,MACEWEN PETROLEUM,,grocery,,5925 PERTH ST,45.2007119,-75.8294839,,
richmond,Richmond,MACEWEN PETROLEUM,,grocery,,4564 FALLOWFIELD RD,45.2689656,-75.8018053,,
richmond,Richmond,PETRO CANADA,,grocery,,3320 FALLOWFIELD RD,45.2514062,-75.8481926,,
navan-sarsfield,Navan - Sarsfield,J.T.BRADLEY CONVENIENCE,,grocery,,1220 COLONIAL RD,45.4460975,-75.3271851,,
navan-sarsfield,Navan - Sarsfield,MIDORI  MARKET SARSFIELD,,grocery,,2950 COLONIAL RD,45.4423267,-75.343332,,
navan-sarsfield,Navan - Sarsfield,ORIGINAL NAVAN MARKET,,grocery,,1279 COLONIAL RD,45.42002,-75.42131,,
north-gower-kars,North Gower - Kars,MULLIGANS GROCERY,,grocery,,2321 ANDREW ST,45.132208,-75.71651,,
north-gower-kars,North Gower - Kars,ULTRAMAR - ON THE RUN,,grocery,,1622 ROGER STEVENS DR,45.1555329,-75.6582067,,
old-barrhaven-east,Old Barrhaven East,A2Z CORNER,,grocery,,605 LONGFIELDS DR,45.2856286,-75.7436732,,
old-barrhaven-east,Old Barrhaven East,CANADIAN TIRE GAS BAR,,grocery,,2501 GREENBANK RD,45.272268,-75.7457082,,
old-barrhaven-east,Old Barrhaven East,CIRCLE K,,grocery,,3580 STRANDHERD DR,45.2747392,-75.7384157,,
old-barrhaven-east,Old Barrhaven East,FARM BOY GREENBANK,,grocery,,1581 GREENBANK RD,45.2739725,-75.7470017,,
old-barrhaven-east,Old Barrhaven East,PETRO CANADA,,grocery,,3300 WOODROFFE AVE,45.2760019,-75.7195033,,
old-barrhaven-east,Old Barrhaven East,ST MOTHER TERESA (TUCK SHOP),,grocery,,440 LONGFIELDS DR,45.284036,-75.745116,,
old-barrhaven-east,Old Barrhaven East,TIA MART,,grocery,,3570 STRANDHERD DR,45.2751492,-75.7375557,,
old-barrhaven-west,Old Barrhaven West,ALADDIN GROCERY AND MEAT SHOP,,grocery,,3023 CEDARVIEW RD,45.2660293,-75.7713905,,
old-barrhaven-west,Old Barrhaven West,BANAUE SARI-SARI STORE,,grocery,,3023 CEDARVIEW RD,45.2662729,-75.7716559,,
old-barrhaven-west,Old Barrhaven West,COSTCO,,grocery,,4315 STRANDHERD DR,45.2688881,-75.7842675,,
old-barrhaven-west,Old Barrhaven West,FOOD BASICS,,grocery,,900 GREENBANK RD,45.2847252,-75.7564963,,
old-barrhaven-west,Old Barrhaven West,PETRO CANADA,,grocery,,3766 FALLOWFIELD RD,45.2875882,-75.7571643,,
old-barrhaven-west,Old Barrhaven West,QUICKIE CONVENIENCE STORES,,grocery,,2201 JOCKVALE RD,45.2758212,-75.7773042,,
old-barrhaven-west,Old Barrhaven West,REXALL,,grocery,,900 GREENBANK RD,45.2847252,-75.7564963,,
old-barrhaven-west,Old Barrhaven West,STRANDHERD GUARDIAN PHARMACY,,grocery,,4100 STRANDHERD DR,45.2603845,-75.7684158,,
old-hunt-club,Old Hunt Club,DOLLARAMA,,grocery,,565 HUNT CLUB RD,45.3386272,-75.6832979,,
old-hunt-club,Old Hunt Club,ESSO - TIGER EXPRESS,,grocery,,3705 RIVERSIDE DR,45.342702,-75.690557,,
old-hunt-club,Old Hunt Club,PETRO CANADA,,grocery,,690 HUNT CLUB RD,45.3429186,-75.6684964,,
old-hunt-club,Old Hunt Club,QUICKIE CONVENIENCE STORES,,grocery,,3332 MCCARTHY RD,45.3508654,-75.6702835,,
old-hunt-club,Old Hunt Club,SHOPPERS DRUG MART,,grocery,,3310 MCCARTHY RD,45.3509205,-75.6715479,,
old-hunt-club,Old Hunt Club,UPLAND HEIGHTS GROCERY,,grocery,,3360 PAUL ANKA DR,45.3496175,-75.6748601,,
old-ottawa-east,Old Ottawa East,180 FOOD MARKET,,grocery,,180 LEES AVE,45.4153548,-75.6708025,,
old-ottawa-east,Old Ottawa East,DIXIE DAIRY CONFECTIONERY,,grocery,,101 MAIN ST,45.4116429,-75.6790988,,
old-ottawa-east,Old Ottawa East,MEDINA FRIED CHICKEN / COSMO MART / RED FIRE,,grocery,,170 LEES AVE,45.415154,-75.67175,,
old-ottawa-east,Old Ottawa East,NU GROCERY MAIN INC.,,grocery,,143 MAIN ST,45.415071,-75.681468,,
old-ottawa-south,Old Ottawa South,OTTAWA SOUTH GROCERY,,grocery,,431 SUNNYSIDE AVE,45.3916938,-75.689862,,
old-ottawa-south,Old Ottawa South,PRIMA GROCERY - OTTAWA SOUTH GROCETERIA,,grocery,,431 SUNNYSIDE AVE,45.3916842,-75.6898567,,
old-ottawa-south,Old Ottawa South,QUICKIE CONVENIENCE STORES,,grocery,,1166 BANK STREET,45.3924983,-75.6824157,,
old-ottawa-south,Old Ottawa South,SHOPPERS DRUG MART,,grocery,,1080 BANK ST,45.3943503,-75.6838382,,
orleans-village-chateauneuf,Orléans Village - Chateauneuf,DESI-FOOD MARKET,,grocery,,2580 ST. JOSEPH BOULEVARD,45.4706222,-75.5251418,,
orleans-village-chateauneuf,Orléans Village - Chateauneuf,DOLLARAMA,,grocery,,1615 ORLEANS BOULEVARD,45.4596014,-75.5241362,,
orleans-village-chateauneuf,Orléans Village - Chateauneuf,GIANT TIGER,,grocery,,2396 ST. JOSEPH BOULEVARD,45.4688827,-75.5289403,,
orleans-village-chateauneuf,Orléans Village - Chateauneuf,REXALL-PHARMA PLUS,,grocery,,1615 ORLEANS BOULEVARD,45.4596014,-75.5241362,,
osgoode-vernon,Osgoode - Vernon,CIRCLE K - MAC'S CONVENIENCE STORES,,grocery,,5511 MANOTICK MAIN ST,45.1446513,-75.6098926,,
osgoode-vernon,Osgoode - Vernon,MACEWEN PETROLEUM,,grocery,,5026 BANK ST,45.1458368,-75.4434499,,
osgoode-vernon,Osgoode - Vernon,VERNON VARIETY,,grocery,,8717 BANK ST,45.1621223,-75.4624087,,
overbrook,Overbrook,ADONIS,,grocery,,1055 ST. LAURENT BLVD,45.427054,-75.6383701,,
overbrook,Overbrook,CANADIAN TIRE,,grocery,,330 COVENTRY RD,45.4200357,-75.650735,,
overbrook,Overbrook,DOLLAR TREE,,grocery,,1021 CYRVILLE RD,45.4257875,-75.6359037,,
overbrook,Overbrook,DOLLARAMA,,grocery,,1239 DONALD ST,45.4295001,-75.6398084,,
overbrook,Overbrook,DOLLARAMA,,grocery,,584 MONTREAL ROAD,45.4418962,-75.6434161,,
overbrook,Overbrook,DOLLARAMA,,grocery,,1200 ST. LAURENT BOULEVARD,45.4219466,-75.6387057,,
overbrook,Overbrook,DOLLARAMA,,grocery,,1980 OGILVIE RD,45.4244368,-75.636078,,
overbrook,Overbrook,EAST AFRICA FOOD MARKET,,grocery,,536 MONTR&#207;&#191;&#189;AL RD,45.4407379,-75.6455913,,
overbrook,Overbrook,FOOD BASICS,,grocery,,1021 CYRVILLE RD,45.4257875,-75.6359037,,
overbrook,Overbrook,GIANT TIGER,,grocery,,1021 ST LAURENT BLVD,45.4284564,-75.6379081,,
overbrook,Overbrook,GUARDIAN HILLSIDE PHARMACY,,grocery,,556 MONTREAL RD,45.4410855,-75.6449359,,
overbrook,Overbrook,MAC'S SUSHI,,grocery,,1200 ST LAURENT BLVD,45.4219466,-75.6387057,,
overbrook,Overbrook,NEW QUILL CONVENIENCE STORE,,grocery,,6 QUILL ST,45.4265898,-75.6578544,,
overbrook,Overbrook,PETRO CANADA,,grocery,,1018 CYRVILLE RD,45.4252844,-75.6374316,,
overbrook,Overbrook,PETRO CANADA - SUPERSTOP,,grocery,,1007 ST. LAURENT BOULEVARD,45.42836,-75.6391918,,
overbrook,Overbrook,QUICK STOP CONVENIENCE STORE,,grocery,,431 DONALD ST,45.4285013,-75.64915,,
overbrook,Overbrook,SAAB GAS,,grocery,,1057 CYRVILLE RD,45.4250943,-75.6355208,,
overbrook,Overbrook,SHOPPERS DRUG MART,,grocery,,1200 ST. LAURENT BOULEVARD,45.4250644,-75.6383532,,
overbrook,Overbrook,SILVER CITY FOOD MARKET,,grocery,,289 QUEEN MARY ST,45.4252801,-75.6530463,,
overbrook,Overbrook,XTR CONVENIENCE STORE,,grocery,,455 DONALD ST,45.4287089,-75.6480297,,
overbrook,Overbrook,YOUR INDEPENDENT GROCER,,grocery,,596 MONTREAL RD,45.4409952,-75.6437735,,
parkwood-hills,Parkwood Hills,SUNMAX  SUPERMARKET,,grocery,,1119 MEADOWLANDS DR E,45.3629646,-75.7121133,,
pineview,Pineview,23549 TD OTTAWA MANNED MARKET,,grocery,,1595 TELESAT CT,45.4292858,-75.6051041,,
pineview,Pineview,CIRCLE K,,grocery,,2063 MEADOWBROOK RD,45.4269622,-75.6009808,,
pineview,Pineview,LUNAR SUPERMARKET & MEAT SHOP,,grocery,,1669 CYRVILLE RD,45.4182461,-75.6080142,,
pineview,Pineview,MOE'S CONVENIENCE STORE,,grocery,,1665 CYRVILLE RD,45.418213,-75.6081073,,
pineview,Pineview,PETRO CANADA,,grocery,,1941 INNES RD,45.4193934,-75.5963035,,
pineview,Pineview,SEAWAY GAS,,grocery,,1627 CYRVILLE RD,45.4186442,-75.610237,,
playfair-park-guildwood-estates,Playfair Park - Guildwood Estates,CEDARS & CO. FOOD MARKET,,grocery,,1793 KILBORN AVENUE,45.3880541,-75.6454338,,
portobello-south,Portobello South,BULK BARN,,grocery,,2020 LANTHIER DR,45.4582181,-75.4930905,,
portobello-south,Portobello South,CIRCLE K,,grocery,,2302 TENTH LINE RD,45.4507803,-75.4830486,,
portobello-south,Portobello South,CIRCLE K,,grocery,,2302 TENTH LINE RD,45.450787,-75.4830632,,
portobello-south,Portobello South,DOLLARAMA,,grocery,,2276 TENTH LINE RD,45.4516009,-75.4840336,,
portobello-south,Portobello South,FARM BOY,,grocery,,2030 TENTH LINE RD,45.4584073,-75.4877257,,
portobello-south,Portobello South,MOBIL AT SUPERSTORE,,grocery,,4270 INNES RD,45.4571245,-75.4952251,,
portobello-south,Portobello South,NEHLES MEAT GROCERY AND BBQ SHOP,,grocery,,2226 LANTHIER DR,45.4569725,-75.4923059,,
portobello-south,Portobello South,PETRO CANADA,,grocery,,4358 INNES RD,45.4594,-75.4911803,,
portobello-south,Portobello South,REAL CANADIAN SUPERSTORE,,grocery,,4270 INNES RD,45.4571245,-75.4952251,,
